area,lat,lon,legal,direction,front_width,access_road,floors,bedrooms,bathrooms,interior,is_corner,road_class,price
310.0,21.1966430926668,105.781688189578,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,6,5,Nhà trống,0,2,15.5
120.0,20.94194293383356,105.9576482117431,Hợp đồng mua bán,Đông Bắc,8.0,20.0,4,4,3,Nhà trống,0,2,16.0
170.0,21.004712166034,105.80389522004,Sổ hồng/Sổ đỏ,Chưa xác định,25.0,20.0,5,5,5,Đầy đủ,1,2,78.0
160.0,10.806001227313352,106.79002795107816,Giấy tờ khác,Chưa xác định,8.0,15.0,4,5,5,Nhà trống,0,2,25.8
126.0,10.700315221308204,106.73054810451715,Sổ hồng/Sổ đỏ,Chưa xác định,20.0,12.0,3,5,5,Nhà trống,1,2,17.5
233.0,20.9987506866455,105.717788696289,Giấy tờ khác,Chưa xác định,10.0,15.0,4,5,5,Đầy đủ,0,2,55.92
180.0,21.035302601794623,105.7495449145601,Sổ hồng/Sổ đỏ,Đông Nam,10.0,18.0,5,5,5,Cơ bản,0,2,64.8
100.0,10.7958314798245,106.792525629968,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,20.0,4,4,4,Đầy đủ,0,2,10.0
300.0,21.0129638398611,105.642299271621,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,5,5,Nhà trống,0,2,33.0
140.0,21.0351704571633,105.825062258906,Sổ hồng/Sổ đỏ,Chưa xác định,8.15,10.0,4,5,5,Đầy đủ,0,2,45.0
710.0,10.805886787849,106.743611860464,Sổ hồng/Sổ đỏ,Chưa xác định,20.0,15.0,3,10,5,Nhà trống,0,2,200.0
160.0,20.974666147387484,105.78856913662824,Hợp đồng mua bán,Chưa xác định,10.0,15.0,4,5,5,Nhà trống,1,2,52.8
875.0,10.7866995775119,106.729816933631,Sổ hồng/Sổ đỏ,Đông Bắc,25.0,12.0,2,6,8,Đầy đủ,0,2,180.0
180.0,20.934054514530025,105.91925861913889,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,3,4,5,Nhà trống,1,2,26.5
224.0,20.9699707377802,105.979074642809,Sổ hồng/Sổ đỏ,Đông Bắc,17.2,13.0,4,5,4,Cơ bản,0,2,32.87
200.0,20.93637581615529,105.7670862814518,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,5,5,Đầy đủ,0,2,39.0
200.0,10.787520563659,106.623390102744,Sổ hồng/Sổ đỏ,Chưa xác định,20.0,20.0,3,6,6,Đầy đủ,0,2,25.0
400.0,12.2382923618608,109.177162536201,Sổ hồng/Sổ đỏ,Tây,20.0,13.0,5,4,4,Cơ bản,0,2,45.0
200.0,10.835905291084702,106.8425230825352,Sổ hồng/Sổ đỏ,Đông Bắc,8.0,24.0,4,6,4,Thỏa thuận,0,2,27.0
200.0,21.0315902203601,105.768186762929,Giấy tờ khác,Chưa xác định,10.0,15.0,4,5,5,Thỏa thuận,0,2,40.0
102.0,10.7763837365471,106.787690689496,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,15.0,4,5,5,Cơ bản,0,2,24.0
100.0,21.05542890902656,105.7168180857915,Sổ hồng/Sổ đỏ,Tây Bắc,5.0,33.0,5,6,6,Nhà trống,0,2,21.5
100.0,20.93959058336737,105.78727900813594,Hợp đồng mua bán,Nam,5.0,17.0,7,8,8,Cơ bản,1,2,15.0
200.0,10.7918171897698,106.643327901983,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,8.0,1,6,6,Đầy đủ,1,2,40.0
170.0,10.725443666600714,106.66492257436052,Sổ hồng/Sổ đỏ,Đông Bắc,12.0,20.0,3,4,4,Nhà trống,0,2,18.0
288.0,21.0024860263967,105.964497304194,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,5,5,Nhà trống,1,2,70.0
184.0,20.91425135553657,106.71413687406896,Hợp đồng mua bán,Tây Nam,9.0,15.0,4,4,5,Nhà trống,0,2,15.7
120.0,10.904629727527508,106.70010300310264,Sổ hồng/Sổ đỏ,Chưa xác định,17.0,17.0,3,4,4,Đầy đủ,0,2,11.0
300.0,10.7765338685001,106.758995282041,Sổ hồng/Sổ đỏ,Đông Nam,15.0,15.0,3,4,5,Nhà trống,0,2,65.0
160.0,10.7418765163634,106.713915615328,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,15.0,3,5,5,Đầy đủ,0,2,28.0
358.0,12.204860098903872,109.17437339522355,Hợp đồng mua bán,Chưa xác định,10.0,15.0,3,5,7,Nhà trống,0,2,43.8
156.0,10.8488325281526,106.693096994827,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,6.0,1,3,4,Đầy đủ,0,1,10.0
416.0,10.3683877762857,107.062315627144,Sổ hồng/Sổ đỏ,Chưa xác định,12.94,20.0,2,6,4,Nhà trống,0,2,55.0
168.0,10.786406054859729,106.80698458372008,Sổ hồng/Sổ đỏ,Tây Bắc,12.0,30.0,2,4,4,Nhà trống,0,2,14.0
480.0,20.96175236452345,105.93165787784788,Sổ hồng/Sổ đỏ,Tây Bắc,16.0,30.0,3,5,5,Nhà trống,0,2,115.0
105.0,20.991793662112432,105.78815698123624,Sổ hồng/Sổ đỏ,Chưa xác định,9.0,15.0,4,5,4,Thỏa thuận,0,2,32.9
198.0,21.07136377127078,105.81105333896144,Giấy tờ khác,Tây Nam,10.0,15.0,4,4,5,Thỏa thuận,1,2,22.9
230.0,20.9599744998572,105.833986842202,Sổ hồng/Sổ đỏ,Chưa xác định,26.0,12.0,4,5,4,Đầy đủ,1,2,68.0
306.0,11.9645046487271,108.445110902782,Sổ hồng/Sổ đỏ,Chưa xác định,15.0,10.0,2,4,4,Nhà trống,1,2,19.5
286.0,21.03124881870199,105.88677148469584,Sổ hồng/Sổ đỏ,Chưa xác định,20.0,50.0,4,6,6,Đầy đủ,1,2,137.0
180.0,20.981311439934533,105.75597830658371,Sổ hồng/Sổ đỏ,Chưa xác định,28.0,28.0,4,5,5,Thỏa thuận,0,2,42.0
230.0,20.9707464351857,105.827170747617,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,5,5,5,Đầy đủ,0,2,49.0
225.0,21.07786708031525,105.97112193309428,Hợp đồng mua bán,Chưa xác định,10.0,15.2,3,5,5,Thỏa thuận,0,2,16.2
110.0,10.845408926784,106.718242794083,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,20.0,4,4,5,Cơ bản,0,2,19.999
120.0,20.94362674567424,105.97974359869792,Sổ hồng/Sổ đỏ,Đông Nam,6.0,15.0,5,5,5,Nhà trống,1,2,20.701
171.0,10.8794837056392,106.648797298746,Sổ hồng/Sổ đỏ,Chưa xác định,9.0,9.0,3,3,3,Đầy đủ,0,2,13.0
225.0,20.980473332275484,105.75493329900932,Sổ hồng/Sổ đỏ,Chưa xác định,9.0,7.0,4,4,4,Đầy đủ,0,2,56.0
102.0,10.7771552772341,106.787543308121,Sổ hồng/Sổ đỏ,Tây Nam,6.0,25.0,4,3,5,Đầy đủ,0,2,32.5
167.0,20.99895464935392,105.71819688679874,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,5,5,Đầy đủ,0,2,30.06
291.0,21.06797223671564,105.70955671305646,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,5,5,Thỏa thuận,0,2,33.465
165.5,21.0026377596124,105.963655539318,Sổ hồng/Sổ đỏ,Đông Nam,9.2,13.0,4,4,5,Nhà trống,0,2,53.0
220.0,10.665383821145069,106.49263463174222,Giấy tờ khác,Chưa xác định,10.0,15.0,2,4,4,Đầy đủ,0,2,16.197
125.5,21.11590886945516,105.8702833356548,Giấy tờ khác,Nam,10.0,13.0,5,5,5,Thỏa thuận,1,2,48.0
801.0,10.4071138785397,107.151509094983,Sổ hồng/Sổ đỏ,Tây Bắc,15.0,50.0,1,3,3,Đầy đủ,1,2,41.0
365.0,10.734743609482717,106.70803596892355,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,2,5,5,Đầy đủ,0,2,120.0
150.0,21.0031126541496,105.963763712771,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,5,5,Nhà trống,0,2,35.0
110.0,20.98112354939888,105.86048128755075,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,12.0,5,6,5,Cơ bản,0,2,34.5
322.0,10.3866188140198,107.122257254782,Sổ hồng/Sổ đỏ,Đông,15.0,14.0,3,4,4,Đầy đủ,0,2,30.0
148.0,10.7331011346734,106.738151726871,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,20.0,4,4,5,Đầy đủ,0,2,22.0
275.0,10.72327995300293,106.72918701171876,Sổ hồng/Sổ đỏ,Đông Nam,10.0,15.0,3,5,5,Đầy đủ,0,2,92.0
238.5,20.943897310130264,105.97969377190924,Sổ hồng/Sổ đỏ,Đông Bắc,10.0,15.0,4,5,5,Nhà trống,1,2,45.597
165.0,20.9823483560889,105.755978307581,Sổ hồng/Sổ đỏ,Chưa xác định,17.0,11.5,4,5,5,Nhà trống,0,2,35.0
114.0,21.107981218861376,105.55888732910108,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,15.0,5,5,5,Đầy đủ,0,2,10.26
380.0,20.97034067133602,105.97798729742476,Sổ hồng/Sổ đỏ,Đông Nam,19.0,25.0,4,8,7,Cơ bản,0,2,83.216
117.5,12.205007151196476,109.1743150781997,Sổ hồng/Sổ đỏ,Đông,7.5,20.0,3,3,4,Nhà trống,1,2,12.1
150.0,21.115629871085865,105.86960124112854,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,5,5,Đầy đủ,1,2,39.0
205.0,10.803519229513078,106.8007570854669,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,3,4,5,Đầy đủ,0,2,26.5
200.0,21.0313836249582,105.768570343055,Sổ hồng/Sổ đỏ,Chưa xác định,12.0,12.0,4,5,5,Thỏa thuận,0,2,48.0
193.0,21.036591842518224,105.76066434225535,Sổ hồng/Sổ đỏ,Đông Nam,26.0,15.0,5,6,6,Nhà trống,0,2,75.0
240.5,10.8720034953415,106.708943616038,Sổ hồng/Sổ đỏ,Đông Nam,11.0,22.0,1,3,3,Cơ bản,1,2,13.0
110.0,21.0556646017239,105.716851073998,Hợp đồng mua bán,Chưa xác định,5.0,15.0,5,5,5,Nhà trống,0,2,19.0
236.0,21.077776556283435,105.9752573641866,Giấy tờ khác,Chưa xác định,10.0,15.0,4,5,5,Thỏa thuận,1,2,19.0
480.0,21.07785282457377,105.9744402927654,Sổ hồng/Sổ đỏ,Nam,16.0,26.0,3,5,6,Nhà trống,0,2,69.0
105.0,20.9737611202304,105.92211884711,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,5,5,Nhà trống,0,2,16.4
205.0,21.03932884982788,105.79388167709112,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,20.0,4,4,4,Đầy đủ,0,2,126.0
312.0,10.7197160311177,106.687451019837,Sổ hồng/Sổ đỏ,Đông Bắc,10.0,14.0,4,5,4,Đầy đủ,1,2,24.99
101.0,21.0665357928539,105.804441533983,Giấy tờ khác,Chưa xác định,10.0,15.0,4,5,5,Đầy đủ,0,2,34.5
112.5,12.204305522997416,109.17462344034136,Giấy tờ khác,Đông Nam,7.5,13.5,3,4,5,Cơ bản,0,2,14.5
260.0,10.8092773300442,106.692584772857,Sổ hồng/Sổ đỏ,Chưa xác định,15.0,5.0,3,5,5,Đầy đủ,0,1,24.9
170.0,21.06785366190188,105.73194916864338,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,7,5,5,Thỏa thuận,1,2,60.0
160.0,10.8188203304631,106.7811433101414,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,20.0,3,5,6,Nhà trống,0,2,19.0
180.0,21.0628802969257,105.784335809369,Hợp đồng mua bán,Đông,10.0,15.0,5,6,6,Nhà trống,0,2,45.0
230.0,21.07366435276841,105.82332172066496,Sổ hồng/Sổ đỏ,Nam,10.0,30.0,4,5,5,Đầy đủ,0,2,85.0
140.0,10.84457268758252,106.71794273135004,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,14.0,4,5,6,Đầy đủ,0,2,31.0
139.0,20.972412568770125,105.76152431682408,Giấy tờ khác,Chưa xác định,9.0,24.0,6,6,6,Nhà trống,0,2,39.0
112.8,20.99653640663069,105.94389649149107,Sổ hồng/Sổ đỏ,Tây Bắc,9.5,12.0,3,5,4,Nhà trống,1,2,24.0
1000.0,21.35406818764281,105.74708745718831,Sổ hồng/Sổ đỏ,Đông Nam,25.0,15.0,3,6,6,Cơ bản,0,2,65.0
170.0,20.976398263218865,105.76156873011703,Sổ hồng/Sổ đỏ,Tây Bắc,8.5,11.5,4,5,5,Nhà trống,0,2,30.0
140.0,21.0780426422392,105.803353751721,Sổ hồng/Sổ đỏ,Đông Nam,7.0,17.5,4,5,4,Thỏa thuận,0,2,52.5
153.0,20.556254532624987,105.93749849089538,Sổ hồng/Sổ đỏ,Nam,10.0,27.0,4,6,5,Đầy đủ,1,2,30.256
270.0,10.8043221947424,106.798473679803,Sổ hồng/Sổ đỏ,Chưa xác định,15.0,8.0,4,5,5,Đầy đủ,0,2,30.0
180.0,20.91503578925907,106.71433620884405,Sổ hồng/Sổ đỏ,Tây Nam,9.0,15.0,4,5,4,Nhà trống,0,2,15.8
140.0,10.7153166642868,106.728940762221,Sổ hồng/Sổ đỏ,Đông Nam,10.0,10.0,3,4,5,Đầy đủ,0,2,40.0
219.0,21.03661643797805,105.75993640902222,Sổ hồng/Sổ đỏ,Tây Nam,6.0,20.0,5,6,6,Thỏa thuận,0,2,72.0
120.0,20.943110659517487,105.98072234178748,Sổ hồng/Sổ đỏ,Tây Bắc,8.0,13.0,5,6,4,Nhà trống,0,2,18.5
147.0,10.790019405428216,106.71803816621473,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,15.0,3,5,5,Đầy đủ,0,2,85.0
128.0,20.9433468344091,105.979776847891,Sổ hồng/Sổ đỏ,Chưa xác định,8.5,13.0,4,4,4,Đầy đủ,0,2,16.5
180.0,21.07376931472408,105.82358541920836,Giấy tờ khác,Chưa xác định,10.0,15.0,4,4,4,Đầy đủ,0,2,65.0
147.0,10.7904656019682,106.719204280407,Sổ hồng/Sổ đỏ,Tây Nam,10.0,20.0,5,5,6,Cơ bản,0,2,89.999
497.0,10.808480740736,106.733077336506,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,5,5,Nhà trống,1,2,177.0
357.0,10.8086093557233,106.733327956168,Sổ hồng/Sổ đỏ,Đông Nam,17.0,16.0,4,10,10,Đầy đủ,1,2,86.0
140.0,21.0083142880524,105.764807060161,Sổ hồng/Sổ đỏ,Đông Nam,10.5,17.0,4,5,5,Thỏa thuận,0,2,43.5
256.0,20.9990564122579,105.717016673326,Sổ hồng/Sổ đỏ,Nam,10.0,15.0,3,4,4,Đầy đủ,1,2,55.0
100.0,20.97640138149574,105.76148774739738,Sổ hồng/Sổ đỏ,Tây,10.0,11.5,5,5,5,Thỏa thuận,0,2,26.5
480.0,20.9617710876725,105.93200011737,Sổ hồng/Sổ đỏ,Tây Bắc,20.0,30.0,3,4,5,Đầy đủ,0,2,120.0
105.0,20.988845465627566,105.7648118123794,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,17.0,5,5,5,Thỏa thuận,0,2,25.0
148.0,10.806360348155827,106.78956685106472,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,15.0,4,4,4,Đầy đủ,0,2,23.0
156.0,10.8061976055424,106.690912667962,Giấy tờ khác,Chưa xác định,10.0,15.0,3,5,5,Thỏa thuận,0,2,23.0
597.5,21.00211455573693,105.7075825337185,Sổ hồng/Sổ đỏ,Tây Bắc,20.0,15.0,3,5,5,Nhà trống,0,2,80.6625
120.0,10.7922484983212,106.778062091202,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,15.0,3,5,5,Nhà trống,0,2,15.2
150.0,20.943156099671747,105.98020043545166,Giấy tờ khác,Chưa xác định,10.0,15.0,4,5,5,Thỏa thuận,1,2,21.0
160.0,21.01492354189224,105.72436389863458,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,24.0,4,5,5,Nhà trống,0,2,25.6
180.0,12.197697493746302,109.21275559386284,Sổ hồng/Sổ đỏ,Đông Bắc,12.0,13.0,3,4,4,Đầy đủ,0,2,21.5
119.0,20.9435139230793,105.979790852325,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,13.0,4,4,4,Đầy đủ,0,2,16.6
189.0,20.96185420061312,105.93165616278183,Sổ hồng/Sổ đỏ,Đông,10.0,15.0,3,5,5,Nhà trống,0,2,38.0
288.0,21.09605171451604,105.71232387401228,Giấy tờ khác,Chưa xác định,16.0,15.0,4,5,5,Thỏa thuận,0,2,42.5
270.0,10.7715690805707,106.754584866304,Giấy tờ khác,Chưa xác định,15.0,15.0,3,5,5,Đầy đủ,0,2,66.0
288.0,10.4724803069818,107.389417535752,Hợp đồng mua bán,Chưa xác định,10.0,15.0,2,3,3,Đầy đủ,0,2,16.6
146.0,10.8439169784653,106.620217437141,Sổ hồng/Sổ đỏ,Đông Nam,8.0,15.0,4,6,7,Đầy đủ,1,2,16.0
166.0,21.062522042309,105.90765536036606,Sổ hồng/Sổ đỏ,Nam,9.8,15.0,3,4,3,Đầy đủ,0,2,46.5
126.0,10.72293942242496,106.72739713431378,Sổ hồng/Sổ đỏ,Bắc,7.0,15.0,3,5,5,Cơ bản,0,2,55.0
200.0,10.8414799562739,106.717122499464,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,10.0,3,5,6,Thỏa thuận,0,2,16.5
217.0,10.7774261472599,106.757556276673,Sổ hồng/Sổ đỏ,Chưa xác định,14.0,15.0,7,5,5,Đầy đủ,0,2,75.0
100.0,20.9750003272963,105.823639304488,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,7,6,6,Đầy đủ,1,2,31.2
171.0,11.9541704552345,108.434783321588,Sổ hồng/Sổ đỏ,Chưa xác định,15.0,10.0,2,4,2,Đầy đủ,1,2,16.0
110.0,10.7762638955564,106.759543088927,Giấy tờ khác,Tây,5.0,15.0,5,5,5,Thỏa thuận,0,2,19.5
120.0,10.9462649182256,106.829735602401,Sổ hồng/Sổ đỏ,Tây,6.0,8.0,1,7,5,Đầy đủ,1,2,16.0
539.0,20.939478345027936,105.78729516668102,Hợp đồng mua bán,Chưa xác định,10.0,25.0,4,5,5,Đầy đủ,1,2,38.0
188.4,20.9728657804776,105.874609193722,Sổ hồng/Sổ đỏ,Chưa xác định,9.0,15.0,4,3,4,Đầy đủ,0,2,63.5
150.0,21.002936334794448,105.96489009808124,Sổ hồng/Sổ đỏ,Tây Bắc,10.0,30.0,4,5,5,Thỏa thuận,1,2,32.0
144.0,10.8307632651232,106.687874574261,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,12.0,2,5,6,Đầy đủ,0,2,25.0
140.0,10.8448195116589,106.718356853785,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,7.0,5,5,5,Thỏa thuận,0,2,32.0
276.0,20.97091513134776,105.82729344456108,Sổ hồng/Sổ đỏ,Chưa xác định,27.0,17.0,4,5,5,Đầy đủ,1,2,52.0
125.0,13.098714157308846,109.30599159845274,Sổ hồng/Sổ đỏ,Tây Bắc,5.0,20.0,5,5,5,Nhà trống,0,2,13.5
150.0,16.0988695865592,108.230521463982,Sổ hồng/Sổ đỏ,Đông Nam,10.0,10.5,4,3,3,Nhà trống,0,2,12.7
154.0,21.06029963033085,105.80399630700948,Sổ hồng/Sổ đỏ,Bắc,7.0,30.0,4,4,5,Cơ bản,0,2,62.0
280.0,20.9602301983722,107.035707446195,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,10.0,3,4,5,Đầy đủ,0,2,20.0
330.0,10.7917032284586,106.605314630032,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,6.0,3,5,6,Đầy đủ,0,1,19.9
180.0,19.806039847207312,105.7909332633222,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,5,5,Thỏa thuận,0,2,14.35
160.0,21.15034375053367,105.75280572954333,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,8.0,4,5,5,Nhà trống,0,2,13.6
150.0,21.00250087017106,105.9638091382572,Giấy tờ khác,Chưa xác định,10.0,15.0,5,5,5,Nhà trống,0,2,45.0
144.0,20.8658885955811,106.665977478027,Sổ hồng/Sổ đỏ,Đông Bắc,12.0,15.0,4,2,5,Nhà trống,0,2,23.0
200.0,11.9690217401912,108.426003472062,Sổ hồng/Sổ đỏ,Chưa xác định,12.0,5.0,2,4,6,Đầy đủ,1,1,10.9
553.0,10.8101823693212,106.755067981296,Sổ hồng/Sổ đỏ,Chưa xác định,22.0,22.0,1,5,6,Đầy đủ,1,2,124.0
294.0,10.7905303622834,106.73260920538,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,30.0,4,5,5,Nhà trống,0,2,59.0
140.0,20.943191969179352,105.95487320672208,Sổ hồng/Sổ đỏ,Đông,8.0,51.0,4,5,5,Nhà trống,0,2,28.6
135.0,10.780335449268,106.634371888725,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,8.0,4,6,4,Đầy đủ,0,2,13.45
200.0,10.7974646199226,106.737126300024,Sổ hồng/Sổ đỏ,Bắc,10.0,12.0,1,5,5,Đầy đủ,1,2,50.0
126.0,10.7134840023074,106.73353892299,Giấy tờ khác,Bắc,6.0,16.0,4,5,5,Thỏa thuận,0,2,21.5
180.0,12.19723811409396,109.21183728385104,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,6,7,Đầy đủ,0,2,23.0
107.5,16.076636681949914,108.15811481465336,Hợp đồng mua bán,Chưa xác định,5.0,42.0,4,4,5,Nhà trống,0,2,10.07
310.0,21.0259800921476,105.791105428952,Sổ hồng/Sổ đỏ,Chưa xác định,15.0,12.0,4,5,5,Đầy đủ,0,2,90.0
270.0,20.9623527649799,105.931879910498,Sổ hồng/Sổ đỏ,Đông Nam,9.0,20.0,3,4,5,Nhà trống,0,2,72.0
154.0,12.302408882809454,109.23482536774291,Sổ hồng/Sổ đỏ,Tây Bắc,7.0,13.0,3,3,4,Thỏa thuận,0,2,13.052
132.0,2.0,106.696043990006,Sổ hồng/Sổ đỏ,Chưa xác định,9.2,14.0,4,5,5,Nhà trống,1,2,38.0
420.0,10.8031203479287,106.738919704286,Sổ hồng/Sổ đỏ,Chưa xác định,20.0,15.0,4,7,8,Nhà trống,0,2,79.0
180.0,20.91442638875406,106.71441236749244,Sổ hồng/Sổ đỏ,Chưa xác định,9.0,15.0,4,5,3,Đầy đủ,0,2,16.03
135.8,20.973837626469543,105.7892953759222,Sổ hồng/Sổ đỏ,Chưa xác định,15.0,15.0,5,5,5,Đầy đủ,1,2,32.5
100.0,10.7987991774659,106.682690022722,Sổ hồng/Sổ đỏ,Chưa xác định,6.2,8.0,4,4,5,Thỏa thuận,0,2,26.5
170.0,20.99306883758229,105.78844530762866,Sổ hồng/Sổ đỏ,Tây Nam,12.0,20.0,5,5,5,Đầy đủ,1,2,79.0
252.0,10.836646825369073,106.84335562106384,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,5,5,Thỏa thuận,0,2,43.0
100.0,20.9408085551144,105.957394907372,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,20.0,4,4,4,Nhà trống,1,2,14.5
299.96,20.83180343339024,106.74024122780916,Sổ hồng/Sổ đỏ,Đông,15.0,15.0,4,5,5,Nhà trống,1,2,20.0
301.0,10.385893096678435,106.92022581343606,Giấy tờ khác,Chưa xác định,10.0,15.0,4,5,5,Nhà trống,0,2,30.0
535.0,10.488573279228689,107.45713475636836,Hợp đồng mua bán,Đông Nam,10.0,15.0,2,3,5,Đầy đủ,0,2,49.0
180.0,21.0123743515204,105.771107838244,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,16.0,4,6,7,Đầy đủ,0,2,38.0
508.0,10.80390095391884,106.73762572745596,Giấy tờ khác,Chưa xác định,10.0,15.0,2,5,5,Nhà trống,1,2,260.0
250.0,20.97413282742136,105.92227873040734,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,5,6,Thỏa thuận,0,2,32.5
132.0,21.012660226336013,105.949799753099,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,16.0,4,5,5,Đầy đủ,1,2,20.5
252.0,21.3534512245018,105.74667151744,Sổ hồng/Sổ đỏ,Đông Nam,12.0,15.0,3,4,4,Cơ bản,0,2,16.0
225.0,21.07680501197212,105.97507356886132,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,3,5,5,Nhà trống,0,2,16.4
320.0,21.2207114475097,105.740946710246,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,3,5,5,Thỏa thuận,1,2,17.5
112.5,12.203650340550393,109.17497444440691,Giấy tờ khác,Đông,7.5,10.5,3,5,5,Nhà trống,0,2,13.0
119.0,20.9412870003593,105.95695123438442,Sổ hồng/Sổ đỏ,Đông Nam,5.0,15.0,5,5,5,Nhà trống,0,2,17.96
160.0,20.98350374587556,105.78404445963258,Sổ hồng/Sổ đỏ,Chưa xác định,11.0,23.0,3,5,5,Cơ bản,0,2,50.0
153.0,21.081506084044072,105.8155125644513,Giấy tờ khác,Tây Nam,8.5,60.0,5,5,5,Nhà trống,0,2,36.72
180.0,12.197882297845824,109.2128509081731,Sổ hồng/Sổ đỏ,Tây Bắc,12.0,14.0,3,5,5,Nhà trống,0,2,25.0
216.0,20.973907972215645,105.92243678931924,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,3,5,5,Đầy đủ,1,2,32.4
126.0,10.712421925412247,106.641629842346,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,5,5,Đầy đủ,0,2,11.8
144.0,10.7422961747332,106.710456250739,Sổ hồng/Sổ đỏ,Nam,8.0,12.0,3,6,6,Đầy đủ,0,2,28.0
466.0,10.7631085644698,106.756811332947,Sổ hồng/Sổ đỏ,Đông Bắc,20.0,20.0,3,5,5,Đầy đủ,0,2,112.0
651.0,10.808514894282,106.732775256687,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,1,5,5,Nhà trống,0,2,114.0
218.0,16.0417316317016,108.208627676585,Sổ hồng/Sổ đỏ,Tây Nam,5.0,5.5,5,4,4,Cơ bản,0,1,18.0
245.0,20.956741190185603,105.84488409662656,Giấy tờ khác,Bắc,15.0,15.0,3,4,4,Thỏa thuận,0,2,46.55
190.0,21.06205447078969,105.90782098486332,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,5,5,Đầy đủ,1,2,58.0
1000.0,10.806404899042,106.73229704488,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,15.0,4,4,5,Thỏa thuận,0,2,195.0
191.0,20.973130375941,105.761821065824,Sổ hồng/Sổ đỏ,Đông Bắc,10.0,15.0,4,5,5,Thỏa thuận,1,2,39.0
126.0,20.88184679927896,106.68522803565548,Sổ hồng/Sổ đỏ,Chưa xác định,9.0,45.0,4,5,5,Nhà trống,0,2,12.86
987.0,21.04528193950177,105.91642694077215,Giấy tờ khác,Chưa xác định,10.0,15.0,4,5,5,Nhà trống,0,2,231.945
350.0,21.1966430926668,105.781688189578,Sổ hồng/Sổ đỏ,Chưa xác định,16.0,20.0,4,6,5,Đầy đủ,1,2,15.75
285.0,21.031153887908346,105.88655466011495,Hợp đồng mua bán,Tây Bắc,10.0,15.0,4,5,5,Đầy đủ,0,2,120.0
160.0,20.942338482572165,105.95464641629763,Sổ hồng/Sổ đỏ,Tây Bắc,8.0,51.0,4,6,5,Nhà trống,0,2,33.0
