area,lat,lon,legal,direction,front_width,access_road,floors,bedrooms,bathrooms,interior,is_car_accessible,is_corner,price
45.0,10.80592424,106.6682083,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,2,2.0,2.0,Thỏa thuận,1,0,7.2
195.0,10.84556091,106.6570115,Giấy tờ khác,Chưa xác định,8.5,2.5,3,4.0,4.0,Thỏa thuận,0,0,23.0
73.0,10.80959836,106.6647169,Giấy tờ khác,Chưa xác định,4.8,2.5,1,4.0,4.0,Nhà trống,0,0,15.0
56.0,10.79159299,106.6915653,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,3,4.0,4.0,Thỏa thuận,0,0,11.5
120.0,10.76756123,106.6713829,Sổ hồng/Sổ đỏ,Đông Bắc,5.65,40.0,8,11.0,10.0,Cơ bản,1,0,50.0
126.0,10.78385359,106.7683633,Sổ hồng/Sổ đỏ,Nam,5.0,12.0,4,10.0,4.0,Cơ bản,1,1,20.0
90.0,10.85469474,106.768523,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,10.0,3,3.0,3.0,Thỏa thuận,1,0,6.8
66.0,10.73983305,106.6262202,Giấy tờ khác,Chưa xác định,4.0,2.5,3,4.0,4.0,Thỏa thuận,0,0,11.5
75.0,10.79141407,106.6940843,Sổ hồng/Sổ đỏ,Chưa xác định,4.2,60.0,1,1.0,1.0,Đầy đủ,1,0,19.0
63.0,10.84576312,106.718181,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,3.0,2,3.0,2.0,Thỏa thuận,0,0,5.2
43.0,10.80158494,106.6107474,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,3,3.0,2.0,Thỏa thuận,0,0,5.1
54.6,10.79643408,106.6757995,Sổ hồng/Sổ đỏ,Chưa xác định,3.7,2.5,4,5.0,3.0,Đầy đủ,0,0,13.0
88.0,10.82936646,106.6893439,Sổ hồng/Sổ đỏ,Chưa xác định,40.0,40.0,4,4.0,4.0,Nhà trống,1,0,16.0
120.0,10.70274873,106.621898,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,20.0,4,4.0,4.0,Đầy đủ,1,0,9.9
100.0,10.74505981,106.6106807,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,15.0,4,5.0,5.0,Đầy đủ,1,0,10.0
77.0,10.74509982,106.7161817,Sổ hồng/Sổ đỏ,Nam,4.9,4.9,2,2.0,2.0,Thỏa thuận,1,0,8.6
108.1,10.80438954,106.6423221,Giấy tờ khác,Chưa xác định,4.6,4.5,4,4.0,4.0,Nhà trống,1,0,15.2
108.0,10.84375493,106.6494893,Sổ hồng/Sổ đỏ,Chưa xác định,5.8,10.0,3,5.0,4.0,Nhà trống,1,0,12.7
48.0,10.78144674,106.6515393,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,1,3.0,3.0,Thỏa thuận,0,0,5.29
80.0,10.87962189,106.6657394,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,6.0,3,4.0,3.0,Đầy đủ,1,0,6.75
48.0,10.80000322,106.5893799,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,5.0,2,3.0,2.0,Nhà trống,1,0,4.5
204.0,10.83279821,106.6387724,Sổ hồng/Sổ đỏ,Chưa xác định,8.9,2.5,1,4.0,4.0,Thỏa thuận,0,0,27.0
38.0,10.73653338,106.6575312,Sổ hồng/Sổ đỏ,Chưa xác định,3.7,3.7,3,3.0,3.0,Đầy đủ,0,0,5.78
79.0,10.69951139,106.6421718,Sổ hồng/Sổ đỏ,Đông Bắc,5.0,12.0,3,3.0,3.0,Đầy đủ,1,0,8.0
45.0,10.75659684,106.6434254,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,10.0,3,3.0,2.0,Nhà trống,1,0,6.7
226.0,10.78972636,106.6429315,Giấy tờ khác,Chưa xác định,6.4,30.0,7,4.0,4.0,Thỏa thuận,1,0,41.5
75.0,10.8456743,106.7959771,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,5.0,3,4.0,3.0,Nhà trống,1,0,7.1
168.0,10.80353308,106.7163109,Sổ hồng/Sổ đỏ,Chưa xác định,8.4,2.5,5,4.0,4.0,Thỏa thuận,0,1,63.0
80.0,10.77325826,106.6297344,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,20.0,2,4.0,4.0,Nhà trống,1,0,9.0
55.0,10.79793984,106.7108615,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,6.0,3,4.0,4.0,Đầy đủ,1,0,8.5
73.0,10.86444762,106.7777267,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,3,3.0,3.0,Đầy đủ,0,1,7.95
30.0,10.75535241,106.6294994,Sổ hồng/Sổ đỏ,Chưa xác định,3.0,2.5,2,2.0,2.0,Đầy đủ,0,0,4.2
80.0,10.79337661,106.6243063,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,12.0,4,5.0,6.0,Đầy đủ,1,0,9.0
57.40000153,10.84544646,106.7263965,Sổ hồng/Sổ đỏ,Chưa xác định,4.6,2.5,2,4.0,4.0,Đầy đủ,0,0,5.6
38.0,10.79426493,106.6808327,Sổ hồng/Sổ đỏ,Chưa xác định,4.1,2.5,1,4.0,4.0,Thỏa thuận,0,0,4.95
76.0,10.77689328,106.6308259,Sổ hồng/Sổ đỏ,Chưa xác định,12.0,12.0,3,4.0,3.0,Thỏa thuận,1,0,9.2
77.0,10.8025613,106.681837,Sổ hồng/Sổ đỏ,Chưa xác định,4.2,4.2,6,4.0,4.0,Đầy đủ,1,0,29.5
80.0,10.8060842,106.6034576,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,20.0,2,4.0,4.0,Nhà trống,1,0,6.8
131.0,10.79870524,106.6876208,Sổ hồng/Sổ đỏ,Chưa xác định,8.2,2.5,4,4.0,4.0,Thỏa thuận,0,0,45.0
60.0,10.84577069,106.7178956,Sổ hồng/Sổ đỏ,Chưa xác định,6.5,10.0,4,4.0,4.0,Thỏa thuận,1,0,9.25
56.0,10.85888919,106.7775861,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,8.0,2,2.0,2.0,Nhà trống,1,0,5.2
60.0,10.74531373,106.6904346,Sổ hồng/Sổ đỏ,Chưa xác định,3.7,12.0,2,3.0,2.0,Đầy đủ,1,1,8.4
52.0,10.86679621,106.6496373,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,2,3.0,2.0,Đầy đủ,0,0,4.05
129.0,10.74375244,106.6841889,Sổ hồng/Sổ đỏ,Chưa xác định,5.5,18.0,1,3.0,3.0,Thỏa thuận,1,1,23.0
100.0,10.84903084,106.6926693,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,4,4.0,5.0,Đầy đủ,0,0,10.0
146.9,10.88031501,106.6512528,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,3,4.0,4.0,Thỏa thuận,0,0,8.7
200.0,10.79294973,106.6696727,Giấy tờ khác,Chưa xác định,8.01,25.0,4,4.0,4.0,Thỏa thuận,1,0,51.5
97.0,10.84486214,106.6608866,Sổ hồng/Sổ đỏ,Chưa xác định,4.8,4.0,2,4.0,4.0,Đầy đủ,1,0,8.5
60.0,10.7512247,106.7017242,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,7.0,1,1.0,1.0,Nhà trống,1,0,6.15
50.0,10.83839721,106.7146948,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,8.5,5,5.0,4.0,Thỏa thuận,1,0,6.8
92.7,10.76983334,106.6710341,Sổ hồng/Sổ đỏ,Chưa xác định,5.5,17.0,5,4.0,4.0,Thỏa thuận,1,0,33.0
32.0,10.79758146,106.7109465,Giấy tờ khác,Chưa xác định,4.9,2.5,2,2.0,2.0,Đầy đủ,0,1,4.98
52.0,10.78479703,106.6267295,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,2,2.0,2.0,Thỏa thuận,0,0,5.5
60.0,10.84418263,106.6818637,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,5.0,3,4.0,4.0,Nhà trống,1,0,9.0
68.0,10.84704687,106.7470618,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,3,4.0,4.0,Nhà trống,1,0,7.7
74.0,10.80857141,106.6879397,Sổ hồng/Sổ đỏ,Nam,8.0,4.0,5,6.0,6.0,Đầy đủ,1,0,11.0
72.0,10.77818257,106.6500767,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,7.0,4,4.0,5.0,Thỏa thuận,1,0,8.6
55.0,10.77016203,106.6319271,Sổ hồng/Sổ đỏ,Chưa xác định,4.3,6.0,3,3.0,3.0,Cơ bản,1,0,5.0
104.0,10.86738512,106.6422315,Giấy tờ khác,Chưa xác định,5.2,5.2,1,4.0,4.0,Nhà trống,1,0,6.8
78.0,10.84953852,106.743684,Sổ hồng/Sổ đỏ,Nam,4.9,3.0,2,2.0,2.0,Đầy đủ,0,0,4.8
30.0,10.8033137,106.6303431,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,2,4.0,4.0,Thỏa thuận,0,0,3.65
52.0,10.81641314,106.6841067,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,4,6.0,6.0,Đầy đủ,0,1,7.9
68.0,10.79773625,106.7049869,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,4.5,2,4.0,2.0,Đầy đủ,1,0,7.99
46.0,10.78010833,106.6381085,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,11.5,1,4.0,4.0,Nhà trống,1,0,5.5
54.0,10.79205599,106.7163867,Sổ hồng/Sổ đỏ,Chưa xác định,3.7,3.0,1,3.0,2.0,Đầy đủ,0,0,5.88
80.0,10.77463294,106.6642033,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,5,4.0,4.0,Đầy đủ,0,0,23.5
75.6,10.76440164,106.6450403,Sổ hồng/Sổ đỏ,Chưa xác định,6.8,20.0,6,8.0,8.0,Đầy đủ,1,0,28.0
76.0,10.79157157,106.6937143,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,3,4.0,4.0,Đầy đủ,0,0,23.0
42.0,10.74205332,106.6415834,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,6.0,5,3.0,3.0,Nhà trống,1,0,7.0
36.0,10.79290548,106.6476718,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,8.0,3,2.0,2.0,Đầy đủ,1,0,5.9
76.5,10.81333743,106.6967673,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,6.0,4,6.0,4.0,Đầy đủ,1,0,12.0
110.0,10.80672975,106.7188971,Sổ hồng/Sổ đỏ,Chưa xác định,5.5,20.0,7,4.0,4.0,Đầy đủ,1,0,38.0
217.8,10.79394662,106.7422741,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,30.0,5,4.0,4.0,Thỏa thuận,1,1,67.0
190.0,10.803277,106.7162063,Sổ hồng/Sổ đỏ,Đông Bắc,4.9,30.0,7,6.0,7.0,Đầy đủ,1,0,58.0
400.0,10.8784321,106.6781226,Giấy tờ khác,Chưa xác định,20.0,2.5,6,4.0,4.0,Thỏa thuận,0,0,60.0
60.0,10.79134333,106.73068,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,8.0,1,4.0,3.0,Đầy đủ,1,0,13.2
70.0,10.84609224,106.7961986,Sổ hồng/Sổ đỏ,Đông Nam,4.4,30.0,2,3.0,3.0,Đầy đủ,1,0,10.0
110.0,10.83064443,106.7055807,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,30.0,4,7.0,7.0,Đầy đủ,1,0,19.9
83.0,10.79625764,106.6323831,Sổ hồng/Sổ đỏ,Đông,4.6,12.0,1,1.0,1.0,Thỏa thuận,1,0,7.6
41.0,10.75612159,106.7034319,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,6.0,4,4.0,3.0,Nhà trống,1,0,8.3
80.0,10.74282309,106.7105651,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,14.0,4,5.0,6.0,Thỏa thuận,1,0,23.99
110.0,10.79710552,106.688888,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,14.0,4,4.0,4.0,Đầy đủ,1,0,45.0
141.0,10.75218148,106.6085501,Sổ hồng/Sổ đỏ,Chưa xác định,9.0,12.0,4,4.0,5.0,Đầy đủ,1,1,11.99
80.0,10.74266442,106.7102669,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,4.0,4,4.0,4.0,Đầy đủ,1,0,12.6
50.0,10.80110095,106.6840672,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,5,4.0,6.0,Đầy đủ,0,0,8.9
53.5,10.76305276,106.6682078,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,15.0,4,4.0,4.0,Thỏa thuận,1,0,25.5
65.0,10.83176515,106.6902302,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,5.0,2,4.0,4.0,Cơ bản,1,0,7.5
52.0,10.77818308,106.6497276,Sổ hồng/Sổ đỏ,Tây Bắc,3.8,8.0,4,4.0,4.0,Đầy đủ,1,0,12.8
87.0,10.84362044,106.6491958,Sổ hồng/Sổ đỏ,Chưa xác định,4.3,7.0,3,5.0,5.0,Nhà trống,1,1,7.3
135.0,10.76000339,106.6697699,Sổ hồng/Sổ đỏ,Chưa xác định,8.85,7.0,3,4.0,4.0,Cơ bản,1,1,31.0
48.0,10.79812831,106.6221442,Sổ hồng/Sổ đỏ,Chưa xác định,5.2,5.0,2,2.0,2.0,Nhà trống,1,0,5.4
52.0,10.77951419,106.6172538,Giấy tờ khác,Chưa xác định,4.0,2.5,1,4.0,4.0,Nhà trống,0,0,5.5
80.0,10.80127787,106.6191811,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,2,4.0,4.0,Đầy đủ,1,0,10.5
72.0,10.79483255,106.6575066,Giấy tờ khác,Chưa xác định,4.9,2.5,1,4.0,4.0,Nhà trống,0,0,11.5
36.0,10.80536588,106.6822889,Sổ hồng/Sổ đỏ,Chưa xác định,3.0,2.5,4,5.0,4.0,Cơ bản,0,0,6.95
36.0,10.7612186,106.6605819,Sổ hồng/Sổ đỏ,Chưa xác định,2.5,12.0,2,2.0,2.0,Đầy đủ,1,0,5.39
33.0,10.78267407,106.6673447,Sổ hồng/Sổ đỏ,Chưa xác định,3.6,4.0,5,3.0,4.0,Thỏa thuận,1,0,7.9
300.0,10.78683782,106.7294666,Giấy tờ khác,Chưa xác định,11.5,2.5,1,4.0,4.0,Thỏa thuận,0,0,70.0
60.5,10.69304417,106.738506,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,4,4.0,5.0,Thỏa thuận,1,0,6.5
65.0,10.78773624,106.6986369,Giấy tờ khác,Chưa xác định,4.9,2.5,3,4.0,4.0,Thỏa thuận,0,1,29.0
30.6,10.73303793,106.7018199,Sổ hồng/Sổ đỏ,Chưa xác định,4.3,3.0,3,4.0,3.0,Nhà trống,0,0,3.5
54.0,10.78566543,106.6132804,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,4.0,1,4.0,4.0,Nhà trống,1,0,4.99
190.6,10.6753525,106.6982029,Sổ hồng/Sổ đỏ,Đông,5.93,10.0,2,3.0,3.0,Đầy đủ,1,0,8.9
38.0,10.81640229,106.7204103,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,3.0,2,2.0,2.0,Cơ bản,0,0,4.1
70.0,10.82900339,106.6892185,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,8.0,4,4.0,4.0,Đầy đủ,1,0,11.8
300.0,10.85958503,106.7564516,Sổ hồng/Sổ đỏ,Chưa xác định,7.5,2.5,1,4.0,4.0,Thỏa thuận,0,0,14.8
114.8,10.84728007,106.5948122,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,2,4.0,2.0,Đầy đủ,0,0,4.1
85.0,10.82940087,106.6328698,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,8.0,4,4.0,5.0,Đầy đủ,1,0,9.2
105.0,10.84485757,106.7182128,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,4,4.0,5.0,Thỏa thuận,0,0,19.5
114.4,10.74045089,106.6986377,Hợp đồng mua bán,Chưa xác định,5.2,8.0,4,5.0,6.0,Thỏa thuận,1,0,15.0
131.1,10.81512596,106.7752252,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,2.5,5,4.0,4.0,Đầy đủ,0,0,20.0
85.0,10.73479188,106.6203793,Sổ hồng/Sổ đỏ,Bắc,5.0,12.0,4,4.0,5.0,Đầy đủ,1,0,9.3
171.0,10.7780173,106.6274539,Sổ hồng/Sổ đỏ,Chưa xác định,9.0,2.5,1,2.0,2.0,Đầy đủ,0,0,18.0
111.6,10.78839234,106.658874,Sổ hồng/Sổ đỏ,Nam,8.53,2.5,4,3.0,3.0,Cơ bản,0,0,32.0
102.0,10.80699133,106.6951319,Sổ hồng/Sổ đỏ,Tây Bắc,4.9,5.0,6,4.0,5.0,Đầy đủ,1,0,22.6
77.0,10.84189411,106.6435886,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,2.5,2,3.0,3.0,Đầy đủ,0,0,7.95
66.0,10.7814216,106.6762562,Sổ hồng/Sổ đỏ,Chưa xác định,4.4,2.5,3,4.0,3.0,Thỏa thuận,0,1,18.5
80.0,10.83344289,106.682669,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,5,7.0,7.0,Nhà trống,0,0,15.5
76.0,10.83816176,106.6365987,Giấy tờ khác,Chưa xác định,5.1,6.0,2,3.0,3.0,Nhà trống,1,0,6.5
32.0,10.77211101,106.6266292,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,4.0,2,2.0,2.0,Cơ bản,1,0,5.2
40.0,10.77477002,106.6643984,Sổ hồng/Sổ đỏ,Chưa xác định,3.7,5.0,2,2.0,1.0,Thỏa thuận,1,1,8.3
66.0,10.73794763,106.6289026,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,2,5.0,6.0,Nhà trống,1,0,8.6
110.0,10.78889248,106.6614684,Sổ hồng/Sổ đỏ,Nam,9.0,8.0,3,4.0,5.0,Đầy đủ,1,0,20.0
58.0,10.80807193,106.6883254,Sổ hồng/Sổ đỏ,Chưa xác định,3.8,30.0,8,1.0,1.0,Đầy đủ,1,0,16.6
52.0,10.77340706,106.627347,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,2,4.0,3.0,Đầy đủ,0,0,9.0
84.0,10.87883826,106.6782579,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,3.0,2,2.0,1.0,Nhà trống,0,0,4.3
94.0,10.77446005,106.6643068,Sổ hồng/Sổ đỏ,Tây Bắc,5.8,6.0,5,9.0,9.0,Cơ bản,1,0,25.0
94.0,10.76829737,106.6029873,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,3,7.0,4.0,Nhà trống,1,0,7.6
99.0,10.81463713,106.7745537,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,10.0,2,4.0,4.0,Nhà trống,1,0,8.6
125.0,10.84456175,106.7622574,Giấy tờ khác,Chưa xác định,5.4,25.0,8,3.0,2.0,Thỏa thuận,1,0,24.4
64.0,10.84848565,106.6676417,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,8.0,3,4.0,4.0,Đầy đủ,1,0,10.0
88.0,10.86674024,106.6850366,Sổ hồng/Sổ đỏ,Đông Nam,4.0,20.0,3,4.0,4.0,Đầy đủ,1,0,8.43
70.0,10.7810024,106.6501265,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,1,4.0,4.0,Nhà trống,1,0,7.9
104.0,10.77000532,106.6889664,Sổ hồng/Sổ đỏ,Chưa xác định,6.5,6.5,5,4.0,4.0,Đầy đủ,1,1,29.0
62.0,10.84823027,106.66768,Giấy tờ khác,Chưa xác định,5.0,4.0,1,4.0,4.0,Đầy đủ,1,0,5.25
90.0,10.82455807,106.6808324,Sổ hồng/Sổ đỏ,Đông Bắc,5.0,4.0,2,3.0,3.0,Đầy đủ,1,0,14.5
72.8,10.76151964,106.6901213,Sổ hồng/Sổ đỏ,Chưa xác định,4.1,16.0,4,6.0,7.0,Thỏa thuận,1,1,24.8
68.0,10.8546622,106.7680249,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,2,2.0,2.0,Đầy đủ,0,0,5.3
80.0,10.74428948,106.6303642,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,20.0,4,5.0,6.0,Đầy đủ,1,0,13.3
100.0,10.72684897,106.7338828,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,4.0,1,2.0,2.0,Cơ bản,1,0,9.8
140.0,10.80252501,106.6854378,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,6.0,4,4.0,5.0,Thỏa thuận,1,0,25.0
50.0,10.84162389,106.7142595,Sổ hồng/Sổ đỏ,Chưa xác định,3.6,4.0,3,4.0,4.0,Cơ bản,1,0,14.9
50.0,10.69285971,106.7408501,Sổ hồng/Sổ đỏ,Đông Nam,3.8,6.0,3,4.0,3.0,Đầy đủ,1,0,5.6
125.0,10.78694226,106.7018704,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,6,4.0,4.0,Thỏa thuận,0,0,39.0
270.0,10.79928168,106.6506888,Sổ hồng/Sổ đỏ,Chưa xác định,9.5,9.5,5,4.0,4.0,Nhà trống,1,1,95.0
121.0,10.8619617,106.5890134,Sổ hồng/Sổ đỏ,Tây Nam,5.0,12.0,5,15.0,15.0,Đầy đủ,1,0,10.5
49.7,10.76699536,106.6485567,Sổ hồng/Sổ đỏ,Bắc,24.0,24.0,5,4.0,5.0,Đầy đủ,1,0,16.8
43.0,10.79548467,106.6485724,Sổ hồng/Sổ đỏ,Tây Bắc,4.0,5.0,4,3.0,4.0,Cơ bản,1,1,8.8
62.5,10.78967011,106.6466447,Sổ hồng/Sổ đỏ,Chưa xác định,3.7,6.0,3,3.0,4.0,Cơ bản,1,0,8.0
105.0,10.74518103,106.6759791,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,2.5,4,7.0,7.0,Thỏa thuận,0,0,7.5
75.0,10.79600888,106.7068506,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,3.0,3,4.0,3.0,Cơ bản,0,0,8.4
200.0,10.78981222,106.6332564,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,2.5,3,4.0,4.0,Thỏa thuận,0,1,55.0
200.0,10.75902685,106.6873864,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,2.5,6,4.0,4.0,Thỏa thuận,0,0,60.0
36.0,10.79900682,106.6935359,Sổ hồng/Sổ đỏ,Chưa xác định,4.1,3.0,4,3.0,4.0,Đầy đủ,0,0,7.85
92.4,10.76738767,106.6537411,Giấy tờ khác,Chưa xác định,4.0,2.5,2,3.0,3.0,Nhà trống,0,0,14.5
100.0,10.83047917,106.7051063,Giấy tờ khác,Chưa xác định,5.0,21.0,4,4.0,4.0,Nhà trống,1,0,16.5
60.0,10.87036611,106.686889,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,8.0,5,5.0,4.0,Cơ bản,1,0,5.95
92.0,10.8092689,106.685921,Giấy tờ khác,Chưa xác định,5.0,4.0,2,3.0,3.0,Cơ bản,1,0,11.9
160.0,10.80159355,106.6496658,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,20.0,5,4.0,4.0,Nhà trống,1,0,50.0
80.0,10.82885171,106.7680434,Sổ hồng/Sổ đỏ,Đông Nam,5.0,3.0,2,2.0,2.0,Cơ bản,0,0,6.5
105.0,10.68471724,106.7503771,Sổ hồng/Sổ đỏ,Đông Nam,5.6,4.0,2,3.0,4.0,Đầy đủ,1,0,5.68
90.0,10.77864593,106.6329685,Sổ hồng/Sổ đỏ,Đông,10.0,10.0,5,5.0,5.0,Đầy đủ,1,0,12.5
109.0,10.71587677,106.632152,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,20.0,2,2.0,2.0,Cơ bản,1,0,10.0
180.0,10.78887178,106.6974115,Sổ hồng/Sổ đỏ,Chưa xác định,12.0,14.0,3,4.0,4.0,Đầy đủ,1,0,50.0
77.5,10.78735187,106.6226516,Sổ hồng/Sổ đỏ,Chưa xác định,5.3,6.0,4,4.0,6.0,Đầy đủ,1,0,9.7
52.0,10.82909041,106.6827861,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,3,3.0,4.0,Đầy đủ,1,0,6.6
99.0,10.84818565,106.5869567,Sổ hồng/Sổ đỏ,Chưa xác định,5.3,2.5,2,3.0,2.0,Đầy đủ,0,0,6.9
288.0,10.84036596,106.7412986,Sổ hồng/Sổ đỏ,Chưa xác định,7.8,2.5,1,4.0,4.0,Đầy đủ,0,0,31.0
85.0,10.77927158,106.633629,Hợp đồng mua bán,Tây,4.0,10.0,5,6.0,6.0,Nhà trống,1,0,11.9
35.0,10.81551424,106.6943402,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,3,4.0,3.0,Đầy đủ,0,0,7.0
40.0,10.77648784,106.6124795,Sổ hồng/Sổ đỏ,Chưa xác định,3.0,6.0,3,3.0,2.0,Đầy đủ,1,0,5.15
106.0,10.74185137,106.7158438,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,8.0,2,4.0,2.0,Cơ bản,1,0,9.99
112.0,10.85277814,106.7199404,Sổ hồng/Sổ đỏ,Chưa xác định,5.6,6.0,3,4.0,4.0,Đầy đủ,1,0,7.9
153.0,10.7988916,106.6876664,Sổ hồng/Sổ đỏ,Nam,10.0,4.5,1,4.0,3.0,Đầy đủ,1,0,18.49
30.5,10.81527948,106.6940846,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,3.0,4,3.0,2.0,Đầy đủ,0,0,7.15
56.0,10.79181753,106.643228,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,3,4.0,4.0,Đầy đủ,0,0,12.9
64.0,10.85709492,106.6536833,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,2,3.0,3.0,Đầy đủ,0,0,5.85
60.0,10.77995728,106.6290269,Sổ hồng/Sổ đỏ,Tây Bắc,4.0,12.0,3,3.0,2.0,Cơ bản,1,0,7.6
110.0,10.79864615,106.649696,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,6.0,4,5.0,5.0,Nhà trống,1,0,23.5
53.3,10.7435618,106.684289,Sổ hồng/Sổ đỏ,Chưa xác định,4.1,6.0,5,6.0,7.0,Nhà trống,1,0,14.0
52.0,10.82988144,106.6375866,Sổ hồng/Sổ đỏ,Tây Nam,4.2,2.5,4,4.0,5.0,Đầy đủ,0,0,7.6
300.0,10.8265398,106.8199429,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,2.5,1,4.0,4.0,Nhà trống,0,0,27.0
52.0,10.82687409,106.6972998,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,3,3.0,4.0,Đầy đủ,0,0,7.5
96.0,10.79851231,106.591995,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,8.0,4,4.0,5.0,Đầy đủ,1,0,7.2
77.5,10.78759881,106.6224443,Giấy tờ khác,Chưa xác định,5.25,20.0,4,4.0,6.0,Đầy đủ,1,0,9.0
161.0,10.74067767,106.6467352,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,5.0,1,5.0,5.0,Cơ bản,1,0,8.7
72.0,10.84393638,106.5953317,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,4.0,2,3.0,2.0,Nhà trống,1,0,3.4
102.0,10.89321568,106.5874683,Sổ hồng/Sổ đỏ,Tây Bắc,12.0,12.0,3,4.0,4.0,Đầy đủ,1,0,6.55
80.0,10.83616539,106.7260539,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,20.0,4,4.0,5.0,Cơ bản,1,0,8.5
