area,lat,lon,legal,direction,front_width,access_road,floors,bedrooms,bathrooms,interior,is_car_accessible,is_corner,price
101.0,10.80829531,106.6841276,Sổ hồng/Sổ đỏ,Chưa xác định,3.5,8.0,5,4.0,4.0,Thỏa thuận,1,0,13.0
54.0,10.82938819,106.6712879,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,54.0,1,2.0,2.0,Thỏa thuận,1,0,8.5
60.0,10.83922694,106.648873,Sổ hồng/Sổ đỏ,Chưa xác định,4.7,4.0,4,4.0,3.0,Thỏa thuận,1,0,7.2
64.0,10.86858,106.6097189,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,10.0,2,4.0,4.0,Đầy đủ,1,0,6.55
95.0,10.86791402,106.6268863,Sổ hồng/Sổ đỏ,Đông Nam,4.9,5.0,1,2.0,1.0,Nhà trống,1,0,5.49
92.0,10.78064627,106.6497079,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,2.5,4,20.0,20.0,Đầy đủ,0,0,9.5
72.0,10.8454174,106.6533245,Giấy tờ khác,Chưa xác định,5.0,10.0,2,4.0,3.0,Thỏa thuận,1,0,6.7
58.8,10.79559141,106.7051091,Sổ hồng/Sổ đỏ,Bắc,4.2,5.0,3,5.0,5.0,Đầy đủ,1,0,10.9
340.0,10.84573916,106.7263991,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,2.5,2,4.0,4.0,Thỏa thuận,0,0,40.0
400.0,10.78938172,106.7787077,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,10.0,7,4.0,4.0,Đầy đủ,1,0,70.0
70.96,10.85180892,106.6518511,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,10.0,4,4.0,4.0,Đầy đủ,1,0,13.5
40.0,10.76516494,106.6770581,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,6.0,2,3.0,3.0,Đầy đủ,1,0,7.8
350.0,10.80586607,106.690745,Giấy tờ khác,Chưa xác định,16.0,2.5,8,4.0,4.0,Thỏa thuận,0,1,85.0
350.0,10.80282279,106.6416319,Sổ hồng/Sổ đỏ,Chưa xác định,12.0,12.0,7,4.0,4.0,Đầy đủ,1,0,65.0
65.0,10.83062209,106.6135966,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,30.0,2,3.0,2.0,Cơ bản,1,0,8.0
77.0,10.83978003,106.6377615,Sổ hồng/Sổ đỏ,Nam,5.0,4.0,5,4.0,4.0,Đầy đủ,1,0,15.8
92.0,10.7347123,106.6206048,Sổ hồng/Sổ đỏ,Chưa xác định,4.2,6.0,4,5.0,4.0,Đầy đủ,1,0,8.0
87.0,10.74031433,106.7354799,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,1,3.0,3.0,Nhà trống,0,0,11.5
40.0,10.8026235,106.6955733,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,6.0,2,3.0,3.0,Đầy đủ,1,0,6.9
125.0,10.81967982,106.6747802,Sổ hồng/Sổ đỏ,Chưa xác định,7.5,4.0,3,4.0,4.0,Thỏa thuận,1,0,13.0
47.0,10.80869936,106.6646686,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,4,4.0,4.0,Đầy đủ,0,0,23.6
60.0,10.79202458,106.6716091,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,5.0,5,6.0,5.0,Đầy đủ,1,0,8.98
40.0,10.81350607,106.6899952,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,2,2.0,2.0,Đầy đủ,0,0,3.85
97.0,10.79119777,106.6619303,Sổ hồng/Sổ đỏ,Chưa xác định,5.5,4.0,4,5.0,5.0,Đầy đủ,1,0,14.8
80.0,10.80333055,106.7165443,Sổ hồng/Sổ đỏ,Đông Nam,4.0,10.0,5,13.0,14.0,Đầy đủ,1,0,18.99
30.0,10.84205925,106.6306988,Sổ hồng/Sổ đỏ,Chưa xác định,50.0,4.0,2,2.0,2.0,Nhà trống,1,0,3.6
65.0,10.74395728,106.7328351,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,2.5,3,4.0,4.0,Thỏa thuận,0,0,6.8
50.0,10.79436763,106.6176967,Sổ hồng/Sổ đỏ,Bắc,6.0,6.0,2,2.0,2.0,Cơ bản,1,0,6.2
75.0,10.81228866,106.6241282,Sổ hồng/Sổ đỏ,Tây Nam,4.0,15.0,4,4.0,5.0,Đầy đủ,1,0,14.5
80.0,10.79960464,106.6309597,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,20.0,2,2.0,2.0,Cơ bản,1,0,17.0
43.3,10.77488357,106.6645051,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,2,4.0,5.0,Đầy đủ,0,0,9.9
161.4,10.84810532,106.5869459,Sổ hồng/Sổ đỏ,Đông Nam,6.5,2.5,1,4.0,4.0,Nhà trống,0,0,11.7
60.0,10.72648248,106.7334105,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,4,4.0,4.0,Đầy đủ,1,0,7.39
41.7,10.83491336,106.6394789,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,3,3.0,3.0,Đầy đủ,0,0,5.9
59.0,10.80659557,106.6755244,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,4,5.0,5.0,Đầy đủ,0,0,13.5
56.0,10.75034104,106.6184569,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,8.0,5,4.0,5.0,Đầy đủ,1,0,6.7
64.0,10.76119322,106.6603043,Giấy tờ khác,Chưa xác định,4.0,16.0,3,4.0,4.0,Thỏa thuận,1,0,11.0
42.0,10.82605228,106.7650054,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,5.0,2,2.0,2.0,Đầy đủ,1,0,4.5
80.0,10.87855352,106.6376186,Sổ hồng/Sổ đỏ,Tây Bắc,4.5,6.0,2,2.0,2.0,Nhà trống,1,0,4.0
92.0,10.74936651,106.7168592,Sổ hồng/Sổ đỏ,Bắc,4.0,12.0,5,6.0,7.0,Đầy đủ,1,0,22.0
50.0,10.84097047,106.6420982,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,5,4.0,3.0,Đầy đủ,0,0,5.95
57.0,10.84425486,106.7850131,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,5.0,2,2.0,1.0,Đầy đủ,1,0,5.5
112.0,10.81259025,106.667964,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,16.0,3,4.0,4.0,Nhà trống,1,0,18.9
205.6,10.78977119,106.6938187,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,6.0,3,5.0,2.0,Đầy đủ,1,1,42.0
33.0,10.79792671,106.7109309,Sổ hồng/Sổ đỏ,Đông Bắc,6.0,50.0,2,2.0,2.0,Đầy đủ,1,1,4.95
125.8,10.79228649,106.7381086,Sổ hồng/Sổ đỏ,Tây Nam,5.2,9.0,3,4.0,5.0,Đầy đủ,1,0,5.85
38.0,10.78367848,106.6473974,Sổ hồng/Sổ đỏ,Bắc,3.3,2.5,4,3.0,4.0,Cơ bản,0,0,5.4
67.0,10.87928868,106.638434,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,7.0,4,3.0,3.0,Đầy đủ,1,0,5.76
88.0,10.74700492,106.6659987,Giấy tờ khác,Chưa xác định,4.9,2.5,1,4.0,4.0,Thỏa thuận,0,0,9.2
64.0,10.85114104,106.7954193,Giấy tờ khác,Chưa xác định,4.9,2.5,2,3.0,3.0,Đầy đủ,0,0,7.95
72.0,10.81443734,106.6323822,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,2,3.0,2.0,Đầy đủ,0,0,12.8
98.0,10.75616964,106.7229065,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,3.0,2,1.0,1.0,Nhà trống,0,0,8.7
52.0,10.77806752,106.6498422,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,8.0,3,4.0,3.0,Đầy đủ,1,0,9.5
136.0,10.83595304,106.661221,Sổ hồng/Sổ đỏ,Bắc,8.0,8.0,4,5.0,5.0,Đầy đủ,1,1,24.0
51.0,10.84797408,106.6677773,Sổ hồng/Sổ đỏ,Đông Nam,4.9,10.0,5,6.0,6.0,Đầy đủ,1,0,7.7
84.0,10.79343657,106.733117,Sổ hồng/Sổ đỏ,Chưa xác định,4.2,9.3,2,4.0,4.0,Thỏa thuận,1,0,18.0
490.0,10.81399367,106.6974956,Sổ hồng/Sổ đỏ,Chưa xác định,17.0,20.0,1,4.0,4.0,Nhà trống,1,0,90.0
33.5,10.7750012,106.6907114,Sổ hồng/Sổ đỏ,Chưa xác định,6.3,6.3,5,4.0,5.0,Đầy đủ,1,0,9.9
66.0,10.75930176,106.5986637,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,10.0,5,6.0,5.0,Cơ bản,1,0,9.2
65.0,10.81895293,106.6783383,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,3,1.0,1.0,Đầy đủ,0,1,8.99
64.0,10.73782109,106.6629791,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,4,4.0,4.0,Đầy đủ,0,0,9.0
63.0,10.79292625,106.7972198,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,8.0,4,3.0,4.0,Nhà trống,1,0,6.0
44.0,10.75663554,106.6433241,Giấy tờ khác,Chưa xác định,3.8,2.5,4,4.0,4.0,Thỏa thuận,0,0,6.6
129.0,10.78230391,106.6253558,Sổ hồng/Sổ đỏ,Chưa xác định,16.0,16.0,1,4.0,4.0,Thỏa thuận,1,0,18.0
114.0,10.79194694,106.6322286,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,6.0,5,4.0,4.0,Nhà trống,1,0,30.0
400.0,10.7785304,106.6351129,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,20.0,2,5.0,5.0,Nhà trống,1,0,48.0
182.0,10.8067854,106.6756415,Giấy tờ khác,Chưa xác định,4.9,2.5,3,4.0,4.0,Thỏa thuận,0,0,75.0
56.0,10.83690591,106.8400612,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,7.0,3,4.0,4.0,Cơ bản,1,0,5.0
160.0,10.76662104,106.6227952,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,16.0,6,4.0,4.0,Đầy đủ,1,0,30.0
81.0,10.7808568,106.6500278,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,5.0,5,2.0,2.0,Nhà trống,1,0,19.5
70.0,10.84820258,106.6479691,Sổ hồng/Sổ đỏ,Đông,5.0,7.0,5,4.0,5.0,Cơ bản,1,0,9.8
57.0,10.81277312,106.7973827,Sổ hồng/Sổ đỏ,Chưa xác định,4.2,7.0,3,4.0,3.0,Đầy đủ,1,0,6.1
48.0,10.81191418,106.6853199,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,3.0,3,7.0,7.0,Đầy đủ,0,0,7.5
100.0,10.72964528,106.6873933,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,3,4.0,4.0,Nhà trống,0,0,16.0
100.0,10.84178445,106.6432659,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,4,4.0,4.0,Thỏa thuận,0,0,25.0
121.0,10.69037543,106.7028425,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,10.0,4,4.0,5.0,Đầy đủ,1,0,9.3
67.0,10.80406903,106.6673337,Sổ hồng/Sổ đỏ,Đông Nam,3.4,18.0,4,5.0,2.0,Cơ bản,1,0,15.0
120.0,10.79353695,106.6421262,Giấy tờ khác,Chưa xác định,4.0,29.0,3,4.0,4.0,Thỏa thuận,1,0,24.0
50.0,10.80000442,106.6300976,Sổ hồng/Sổ đỏ,Tây Bắc,4.3,4.0,2,2.0,2.0,Thỏa thuận,1,0,6.59
69.0,10.87957519,106.660824,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,2,3.0,3.0,Đầy đủ,0,0,6.1
262.1,10.79996426,106.7167396,Giấy tờ khác,Chưa xác định,8.5,30.0,6,4.0,4.0,Thỏa thuận,1,1,60.0
128.0,10.77011947,106.6855938,Giấy tờ khác,Chưa xác định,8.0,2.5,6,4.0,4.0,Đầy đủ,0,0,48.0
68.0,10.80200626,106.7191784,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,4.0,3,4.0,5.0,Thỏa thuận,1,0,20.0
48.0,10.85954905,106.7566042,Giấy tờ khác,Chưa xác định,4.9,2.5,5,4.0,4.0,Nhà trống,0,0,6.7
37.0,10.8005417,106.6890514,Sổ hồng/Sổ đỏ,Chưa xác định,6.1,3.0,4,4.0,5.0,Nhà trống,0,0,7.5
110.0,10.8185538,106.6788415,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,5.0,3,4.0,5.0,Đầy đủ,1,0,11.9
33.4,10.80903745,106.6851291,Sổ hồng/Sổ đỏ,Chưa xác định,3.5,3.0,3,5.0,4.0,Đầy đủ,0,0,7.25
95.0,10.81477486,106.6731813,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,19.0,2,4.0,4.0,Nhà trống,1,0,14.0
68.0,10.86604061,106.6430578,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,2,2.0,1.0,Nhà trống,0,0,3.2
71.0,10.77405611,106.677739,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,20.0,4,6.0,6.0,Thỏa thuận,1,0,27.8
56.0,10.74453763,106.6969745,Giấy tờ khác,Chưa xác định,4.9,2.5,4,3.0,3.0,Đầy đủ,0,0,12.4
36.0,10.76337888,106.6664135,Sổ hồng/Sổ đỏ,Chưa xác định,3.83,9.5,3,4.0,4.0,Nhà trống,1,0,7.2
63.0,10.76134273,106.6605666,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,6.0,5,5.0,4.0,Đầy đủ,1,0,7.0
40.0,10.74446836,106.711877,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,12.0,5,6.0,4.0,Đầy đủ,1,0,11.3
63.0,10.78970986,106.6916338,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,2.5,5,6.0,7.0,Đầy đủ,0,0,7.45
114.0,10.79339492,106.6885908,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,3,4.0,4.0,Đầy đủ,0,0,32.0
65.0,10.79614765,106.6086827,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,5.0,2,3.0,3.0,Đầy đủ,1,0,5.7
81.0,10.79917483,106.6865755,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,6.0,5,4.0,4.0,Đầy đủ,1,0,11.6
150.0,10.69751129,106.6219945,Sổ hồng/Sổ đỏ,Chưa xác định,9.0,12.0,4,5.0,5.0,Đầy đủ,1,1,11.99
150.0,10.78419066,106.6945154,Giấy tờ khác,Chưa xác định,10.0,2.5,5,4.0,4.0,Thỏa thuận,0,1,60.0
68.0,10.84087067,106.6420593,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,5,6.0,6.0,Đầy đủ,1,0,7.8
60.0,10.74041949,106.7357122,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,15.0,4,4.0,4.0,Đầy đủ,1,0,7.7
80.0,10.7762713,106.6056546,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,20.0,5,6.0,6.0,Đầy đủ,1,0,8.6
54.0,10.86953497,106.6740552,Sổ hồng/Sổ đỏ,Đông Bắc,4.0,6.0,3,3.0,4.0,Đầy đủ,1,0,5.85
42.9,10.84357072,106.6490044,Sổ hồng/Sổ đỏ,Chưa xác định,3.3,8.0,3,4.0,4.0,Đầy đủ,1,0,9.98
75.0,10.79931393,106.6933696,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,2.5,4,5.0,6.0,Thỏa thuận,0,0,13.5
84.0,10.7842216,106.6238594,Sổ hồng/Sổ đỏ,Chưa xác định,13.0,13.0,1,4.0,4.0,Thỏa thuận,1,0,7.1
67.0,10.87738594,106.6775637,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,6.0,2,2.0,2.0,Đầy đủ,1,1,4.45
33.0,10.78470267,106.6686788,Sổ hồng/Sổ đỏ,Đông Nam,3.1,3.0,5,6.0,5.0,Thỏa thuận,0,0,8.9
75.0,10.77202169,106.6654418,Sổ hồng/Sổ đỏ,Chưa xác định,4.2,18.0,5,9.0,9.0,Đầy đủ,1,0,19.8
91.0,10.87823091,106.637825,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,1,4.0,4.0,Thỏa thuận,0,0,4.75
208.0,10.86385433,106.6806478,Sổ hồng/Sổ đỏ,Chưa xác định,15.5,5.5,3,4.0,4.0,Cơ bản,1,0,20.8
87.5,10.75199188,106.7054048,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,6.0,1,4.0,4.0,Đầy đủ,1,0,10.0
100.0,10.84354152,106.6364125,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,10.0,2,4.0,3.0,Thỏa thuận,1,0,12.0
65.0,10.79941381,106.619418,Sổ hồng/Sổ đỏ,Chưa xác định,4.8,6.0,1,2.0,2.0,Nhà trống,1,0,5.7
95.6,10.79157251,106.6440071,Giấy tờ khác,Chưa xác định,7.0,7.0,2,3.0,2.0,Nhà trống,1,0,9.9
264.1,10.68412753,106.5996242,Sổ hồng/Sổ đỏ,Tây,7.0,6.0,1,8.0,8.0,Cơ bản,1,0,6.5
88.0,10.77033469,106.6799426,Giấy tờ khác,Chưa xác định,8.0,17.0,2,4.0,4.0,Thỏa thuận,1,0,20.6
113.5,10.67865137,106.7534771,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,4.0,1,4.0,4.0,Đầy đủ,1,0,6.9
100.0,10.84138179,106.7261585,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,15.0,4,4.0,5.0,Đầy đủ,1,0,15.2
40.0,10.78370675,106.7691423,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,5.0,2,2.0,2.0,Thỏa thuận,1,0,5.39
90.0,10.76050201,106.6882583,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,5,4.0,4.0,Nhà trống,0,1,23.5
90.0,10.81414796,106.7300994,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,18.0,2,2.0,2.0,Thỏa thuận,1,0,9.9
32.0,10.76681174,106.6136114,Sổ hồng/Sổ đỏ,Chưa xác định,2.0,4.0,1,2.0,2.0,Nhà trống,1,0,3.67
80.0,10.74783306,106.7158419,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,5.0,3,4.0,5.0,Đầy đủ,1,0,5.8
68.0,10.82425974,106.6783123,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,5.0,5,4.0,3.0,Thỏa thuận,1,0,7.7
160.3,10.90869139,106.5886908,Sổ hồng/Sổ đỏ,Tây Nam,10.0,8.0,2,4.0,3.0,Đầy đủ,1,0,7.5
66.0,10.72989449,106.6323404,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,1,3.0,3.0,Đầy đủ,0,1,4.9
60.0,10.78869156,106.6611369,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,20.0,6,6.0,7.0,Đầy đủ,1,0,16.9
55.0,10.73822992,106.7208913,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,3.0,2,2.0,2.0,Đầy đủ,0,0,7.4
50.0,10.79710899,106.6235189,Sổ hồng/Sổ đỏ,Chưa xác định,4.1,3.0,1,2.0,2.0,Nhà trống,0,0,4.75
287.0,10.85471789,106.7679909,Giấy tờ khác,Chưa xác định,13.2,13.2,2,4.0,4.0,Nhà trống,1,0,55.0
62.9,10.78956665,106.6428396,Sổ hồng/Sổ đỏ,Chưa xác định,3.7,8.0,2,2.0,2.0,Đầy đủ,1,0,8.5
70.0,10.87108222,106.670286,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,5.0,2,4.0,4.0,Cơ bản,1,0,5.65
150.0,10.82520543,106.6401311,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,30.0,2,4.0,4.0,Đầy đủ,1,1,20.5
448.0,10.83807729,106.6367255,Sổ hồng/Sổ đỏ,Chưa xác định,16.0,12.0,6,4.0,4.0,Nhà trống,1,0,44.6
61.0,10.75170852,106.7016349,Sổ hồng/Sổ đỏ,Đông,4.9,4.0,1,4.0,3.0,Thỏa thuận,1,0,6.0
124.0,10.8791822,106.7748802,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,6.0,1,2.0,1.0,Cơ bản,1,0,6.9
76.0,10.86742445,106.6263682,Sổ hồng/Sổ đỏ,Tây Nam,4.0,7.0,3,4.0,3.0,Đầy đủ,1,0,6.39
72.0,10.72962476,106.6327096,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,1,4.0,4.0,Nhà trống,0,0,6.6
46.0,10.80491765,106.6797746,Sổ hồng/Sổ đỏ,Đông Nam,3.6,6.0,2,2.0,2.0,Đầy đủ,1,0,7.1
39.0,10.76936008,106.678277,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,3.5,3,4.0,3.0,Đầy đủ,0,0,9.49
52.0,10.83041319,106.632983,Giấy tờ khác,Chưa xác định,4.9,2.5,1,2.0,2.0,Đầy đủ,0,0,7.3
120.0,10.8030692,106.67648,Sổ hồng/Sổ đỏ,Nam,7.0,12.0,6,6.0,6.0,Đầy đủ,1,0,45.0
65.0,10.79911478,106.6244741,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,8.0,2,3.0,2.0,Nhà trống,1,0,8.2
90.0,10.7530885,106.6140423,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,20.0,3,6.0,5.0,Đầy đủ,1,0,15.7
128.0,10.77672866,106.6351599,Giấy tờ khác,Chưa xác định,8.0,2.5,3,4.0,4.0,Thỏa thuận,0,0,35.0
75.0,10.79994438,106.6303325,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,4.0,2,3.0,3.0,Đầy đủ,1,0,9.0
285.0,10.84436415,106.6315064,Sổ hồng/Sổ đỏ,Chưa xác định,10.2,10.2,8,4.0,4.0,Nhà trống,1,0,25.5
115.0,10.79041059,106.6926339,Sổ hồng/Sổ đỏ,Chưa xác định,4.6,25.0,2,4.0,4.0,Đầy đủ,1,0,34.0
79.0,10.77075965,106.6749817,Giấy tờ khác,Chưa xác định,4.9,2.5,3,5.0,6.0,Thỏa thuận,0,0,26.5
184.0,10.80677593,106.6786496,Giấy tờ khác,Chưa xác định,9.8,9.8,3,4.0,4.0,Thỏa thuận,1,0,75.6
68.0,10.89145916,106.6159259,Sổ hồng/Sổ đỏ,Bắc,3.8,40.0,1,1.0,1.0,Cơ bản,1,0,7.1
110.0,10.77658793,106.6883624,Giấy tờ khác,Chưa xác định,6.0,2.5,4,4.0,4.0,Nhà trống,0,0,43.0
40.0,10.83060999,106.724309,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,2,2.0,2.0,Nhà trống,0,0,4.85
127.1,10.7926431,106.6684668,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,6,9.0,10.0,Đầy đủ,0,1,29.99
88.0,10.78385365,106.6946836,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,2,4.0,4.0,Nhà trống,0,0,23.8
78.0,10.79381634,106.6746958,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,5,5.0,5.0,Đầy đủ,0,0,16.9
38.0,10.73969645,106.6775127,Sổ hồng/Sổ đỏ,Tây Nam,5.0,10.0,3,4.0,3.0,Cơ bản,1,0,7.0
72.0,10.76902965,106.6037761,Sổ hồng/Sổ đỏ,Tây,4.0,6.0,5,4.0,4.0,Cơ bản,1,0,7.0
50.0,10.77604516,106.6105645,Sổ hồng/Sổ đỏ,Chưa xác định,3.5,4.0,3,3.0,2.0,Đầy đủ,1,1,4.45
72.0,10.77217535,106.6693921,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,2.5,3,4.0,5.0,Đầy đủ,0,0,2.8
72.0,10.83989521,106.713326,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,7.0,4,4.0,5.0,Đầy đủ,1,0,9.9
48.0,10.76497309,106.6159066,Sổ hồng/Sổ đỏ,Chưa xác định,4.9,2.5,1,2.0,2.0,Nhà trống,0,0,4.0
105.0,10.84026647,106.7409978,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,3.0,1,2.0,2.0,Nhà trống,0,0,4.2
71.4,10.8770005,106.7639298,Sổ hồng/Sổ đỏ,Chưa xác định,6.5,4.5,1,2.0,2.0,Nhà trống,1,0,4.3
72.0,10.7375777,106.627204,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,2.5,1,6.0,7.0,Thỏa thuận,0,0,12.4
59.7,2.0,106.6321313,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,4.0,2,3.0,2.0,Đầy đủ,1,0,4.65
81.0,10.80364585,106.5985106,Sổ hồng/Sổ đỏ,Đông Bắc,4.38,8.0,3,4.0,4.0,Đầy đủ,1,0,6.39
147.0,10.78568954,106.6988368,Giấy tờ khác,Chưa xác định,7.0,2.5,2,4.0,4.0,Thỏa thuận,0,0,40.0
160.0,10.78032559,106.6164116,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,10.0,4,9.0,9.0,Cơ bản,1,1,10.0
82.0,10.79584762,106.6317446,Sổ hồng/Sổ đỏ,Chưa xác định,4.6,18.0,1,4.0,4.0,Đầy đủ,1,0,7.7
103.0,10.7664098,106.6003565,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,7.0,3,2.0,3.0,Thỏa thuận,1,0,8.6
282.0,10.81776179,106.7225754,Giấy tờ khác,Chưa xác định,10.0,2.5,1,3.0,3.0,Thỏa thuận,0,1,55.0
60.0,10.84829062,106.6678199,Sổ hồng/Sổ đỏ,Chưa xác định,2.0,6.0,4,4.0,4.0,Đầy đủ,1,0,8.78
200.0,10.80687975,106.7186991,Sổ hồng/Sổ đỏ,Chưa xác định,5.8,20.0,7,4.0,4.0,Thỏa thuận,1,0,56.0
120.0,10.75705529,106.5862054,Sổ hồng/Sổ đỏ,Nam,4.0,30.0,5,6.0,6.0,Đầy đủ,1,0,12.5
108.2,10.87797104,106.7696841,Sổ hồng/Sổ đỏ,Chưa xác định,6.4,8.5,1,1.0,1.0,Thỏa thuận,1,0,5.5
90.0,10.84844286,106.5864742,Giấy tờ khác,Chưa xác định,4.5,2.5,1,4.0,4.0,Thỏa thuận,0,0,6.09
35.0,10.8305492,106.6325944,Sổ hồng/Sổ đỏ,Chưa xác định,3.5,6.0,3,3.0,3.0,Đầy đủ,1,0,4.5
58.0,10.78465345,106.6506232,Giấy tờ khác,Chưa xác định,3.3,2.5,7,4.0,4.0,Thỏa thuận,0,0,13.5
77.0,10.8154044,106.6729267,Giấy tờ khác,Chưa xác định,20.0,20.0,7,14.0,14.0,Thỏa thuận,1,0,34.5
38.0,10.80528934,106.6820473,Sổ hồng/Sổ đỏ,Bắc,6.0,4.0,4,3.0,4.0,Đầy đủ,1,0,7.9
61.0,10.86720486,106.7349607,Sổ hồng/Sổ đỏ,Chưa xác định,5.2,2.5,2,4.0,4.0,Cơ bản,0,0,5.2
58.0,10.8317663,106.6706358,Sổ hồng/Sổ đỏ,Chưa xác định,9.0,2.5,2,3.0,3.0,Đầy đủ,0,0,4.85
100.0,10.71562561,106.6315988,Giấy tờ khác,Chưa xác định,4.9,2.5,4,4.0,6.0,Thỏa thuận,0,0,8.5
174.0,10.80066008,106.6430098,Giấy tờ khác,Chưa xác định,4.9,2.5,3,4.0,4.0,Nhà trống,0,0,28.5
36.5,10.78377086,106.6475669,Sổ hồng/Sổ đỏ,Chưa xác định,3.5,2.5,2,2.0,2.0,Thỏa thuận,0,0,5.0
57.0,10.74399072,106.6821375,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,4.0,4,5.0,5.0,Đầy đủ,1,0,7.0
