area,lat,lon,legal,direction,front_width,access_road,geo_cluster,land_depth,shape_ratio,business_potential,dist_to_center,road_type,price
51.0,21.1158099578874,105.444154645306,Sổ hồng/Sổ đỏ,Đông Nam,8.68,6.0,95,5.80865603644647,0.6615781362695297,52.08,23.423491163017523,1,1.8
100.0,20.6327603228549,105.783260228219,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,8,16.393442622950822,2.687449610319807,15.0,44.61757002820318,0,1.2
97.5,21.141533646117608,105.93191610630616,Sổ hồng/Sổ đỏ,Tây Bắc,5.0,33.0,77,19.11764705882353,3.7485582468281433,165.0,14.932743023590733,2,5.2
132.0,10.4915832703916,107.272527898614,Sổ hồng/Sổ đỏ,Đông,6.0,4.0,14,21.639344262295083,3.547433485622145,24.0,26.18765040066999,1,0.8
140.0,10.53917717162879,107.39695519208908,Giấy tờ khác,Chưa xác định,5.0,7.0,14,27.450980392156865,5.382545174932719,35.0,40.377575400014756,2,0.95
346.0,10.7101858627598,106.597071479521,Sổ hồng/Sổ đỏ,Bắc,19.0,8.0,79,18.115183246073297,0.9484389134069788,152.0,13.026731210018593,2,16.2
550.0,11.801071732343658,108.3399149402976,Sổ hồng/Sổ đỏ,Chưa xác định,11.0,4.1,81,49.54954954954955,4.463923382842302,45.099999999999994,20.148798414166333,1,1.9
119.0,10.821167254673096,106.78319479139004,Sổ hồng/Sổ đỏ,Tây Bắc,7.0,12.0,4,16.760563380281692,2.36064272961714,84.0,10.75883266328754,2,10.2
900.0,10.5548082662524,106.806088340524,Sổ hồng/Sổ đỏ,Chưa xác định,20.0,30.0,39,44.776119402985074,2.227667631989307,600.0,26.879795350789873,2,10.0
100.0,10.703396562118,106.703530498635,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,20.0,39,19.607843137254903,3.844675124951942,100.0,7.660814647019071,2,4.8
297.0,16.1003806857184,108.251370107571,Sổ hồng/Sổ đỏ,Chưa xác định,14.0,8.0,71,21.06382978723404,1.4938886373924853,112.0,7.330859391508534,2,36.0
87.7,21.030567008684,105.731876081007,Sổ hồng/Sổ đỏ,Tây,6.27,11.0,26,13.767660910518055,2.161328243409428,68.97,12.697939235402783,2,14.6459
105.0,21.0100313079887,105.937311384553,Sổ hồng/Sổ đỏ,Đông Bắc,6.0,7.0,77,17.213114754098363,2.8218220908357976,42.0,8.867700265521194,2,16.9
273.6,12.2319644909908,109.050530504606,Sổ hồng/Sổ đỏ,Đông Bắc,6.5,5.0,6,41.45454545454546,6.280991735537191,32.5,15.902290452040623,1,1.638
185.0,10.833096611496,106.732369657333,Sổ hồng/Sổ đỏ,Chưa xác định,9.5,19.5,99,19.270833333333336,2.0073784722222228,185.25,7.736285028327761,2,16.5
120.0,20.7442457554335,106.229650062832,Sổ hồng/Sổ đỏ,Tây Nam,5.0,9.0,53,23.529411764705884,4.61361014994233,45.0,35.34867923046439,2,2.94
124.0,21.0502421667131,105.511077409912,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,10.0,32,20.327868852459016,3.3324375167965603,60.0,32.34104031887231,2,3.3
340.0,12.2340767288119,109.188914802222,Sổ hồng/Sổ đỏ,Bắc,9.3,9.3,6,36.170212765957444,3.847894975101856,86.49000000000001,0.9957749289647533,2,30.0
150.0,11.4359195852663,106.681878278033,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,25.0,42,29.411764705882355,5.767012687427913,125.0,50.745804463234116,2,0.858
228.0,12.2543530580668,109.055189676583,Sổ hồng/Sổ đỏ,Tây Nam,7.0,5.0,6,32.11267605633803,4.52291212061099,35.0,15.474101212484973,1,1.368
90.0,10.663385756428124,106.50529516990746,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,19,14.754098360655739,2.418704649287826,15.0,24.306028399994187,0,2.25
99.2,10.6177799837671,106.537829719491,Sổ hồng/Sổ đỏ,Tây Nam,12.0,18.0,19,8.198347107438018,0.6775493477221503,216.0,24.533166723760264,2,1.8
97.0,10.820713749438465,106.78270800041264,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,4,19.019607843137255,3.7293348712033834,12.5,10.687452241824468,0,8.1
52.0,10.8113186281135,106.850740090013,Sổ hồng/Sổ đỏ,Đông Bắc,4.0,8.0,93,12.682926829268293,3.0933967876264132,32.0,16.267215542525605,2,3.1
900.0,16.1242076226566,108.010590257192,Sổ hồng/Sổ đỏ,Bắc,21.5,4.0,55,41.666666666666664,1.929012345679012,86.0,21.89370973086531,1,3.4
56.0,21.1315119155556,105.509964167909,Sổ hồng/Sổ đỏ,Đông,4.5,6.0,32,12.173913043478262,2.6465028355387528,27.0,24.024755757755404,1,2.5
102.0,16.0375158769387,108.24792172777,Sổ hồng/Sổ đỏ,Tây Bắc,6.0,7.5,3,16.721311475409838,2.741198602526203,45.0,5.234239807075163,2,16.5
60.0,10.922683037419556,106.76869983914249,Sổ hồng/Sổ đỏ,Chưa xác định,12.0,12.0,70,4.958677685950414,0.40980807321904245,144.0,8.953823105018293,2,3.35
202.0,11.9746178127338,108.448304986412,Sổ hồng/Sổ đỏ,Đông Bắc,10.0,6.0,0,20.0,1.9801980198019802,60.0,3.9571502517047965,1,8.6
100.0,10.8298526560352,106.702272308576,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,10.0,99,19.607843137254903,3.844675124951942,50.0,6.43644259676972,2,14.0
68.0,10.8299465185981,106.730657444693,Sổ hồng/Sổ đỏ,Chưa xác định,12.0,60.0,99,5.619834710743802,0.46444914964824807,720.0,7.339248268163674,2,10.0
100.0,20.974421627676,105.479954526884,Sổ hồng/Sổ đỏ,Đông Nam,7.0,2.5,78,14.084507042253522,1.9837333862328905,17.5,39.568252885466684,0,2.2
115.0,20.6389528798979,105.923152162169,Sổ hồng/Sổ đỏ,Nam,5.0,7.0,57,22.54901960784314,4.421376393694733,35.0,35.0542117026522,2,5.577
53.0,10.8044260972076,106.815578895323,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,10.0,4,6.5432098765432105,0.8078036884621248,80.0,13.305072590134818,2,3.35
100.0,11.486829725864563,106.61431040245166,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,42,16.393442622950822,2.687449610319807,15.0,56.45036193552586,0,2.5
270.0,12.3428101927557,109.182047235269,Sổ hồng/Sổ đỏ,Chưa xác định,16.0,16.0,74,16.770186335403725,1.0416264804598585,256.0,11.674458198294914,2,5.9
87.9,21.046338812547283,105.51696931872104,Sổ hồng/Sổ đỏ,Tây Nam,5.0,8.0,32,17.23529411764706,3.379469434832757,40.0,32.96373752433739,2,3.6918
476.9,10.8548236546373,106.753299566063,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,99,78.18032786885246,12.816447191615158,15.0,10.986194681051371,0,69.0
400.0,10.7971102497387,106.7382687427,Sổ hồng/Sổ đỏ,Chưa xác định,20.0,2.5,20,19.90049751243781,0.9900745031063586,50.0,5.176335608292904,0,72.0
305.2,10.9247985595776,106.625169135189,Sổ hồng/Sổ đỏ,Bắc,11.5,2.5,31,26.310344827586206,2.2681331747919145,28.75,6.8467505684410535,0,4.25
250.0,10.70789386791214,106.70772052855132,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,12.0,39,24.752475247524753,2.4507401235173023,120.0,7.213193403399777,2,18.0
125.0,10.379479749112129,104.47362925689774,Sổ hồng/Sổ đỏ,Tây Nam,5.0,18.0,45,24.50980392156863,4.805843906189928,90.0,105.79601120663965,2,1.45
122.0,20.9833629348337,105.960411508607,Sổ hồng/Sổ đỏ,Tây Bắc,4.8,6.0,23,24.89795918367347,5.081216159933362,28.799999999999997,12.113961231214983,1,7.442
300.0,10.9161405382005,106.810147130155,Sổ hồng/Sổ đỏ,Nam,15.0,10.0,70,19.867549668874172,1.3157317661506074,150.0,5.803361236973431,2,13.5
210.0,21.29077409726526,106.2182046584968,Sổ hồng/Sổ đỏ,Đông Bắc,14.0,20.0,91,14.893617021276595,1.0562848951259998,280.0,18.755759938628117,2,11.15
140.0,10.7210870395961,106.726462909576,Giấy tờ khác,Chưa xác định,8.0,12.0,39,17.283950617283953,2.1338210638622166,96.0,6.453037550152159,2,4.2
143.0,21.4044053497494,105.886878142302,Sổ hồng/Sổ đỏ,Chưa xác định,7.5,22.0,64,18.815789473684212,2.4757617728531858,165.0,21.48022119634825,2,3.861
56.0,10.8345667218255,106.829849922233,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,6.0,93,13.658536585365855,3.331350386674599,24.0,13.730317207013757,1,2.5
95.0,9.943648218297398,105.71749034203786,Sổ hồng/Sổ đỏ,Nam,5.0,13.0,49,18.627450980392158,3.652441368704345,65.0,11.742331732906981,2,1.35
150.0,11.096181744872256,106.63228338022508,Sổ hồng/Sổ đỏ,Chưa xác định,9.0,9.0,76,16.483516483516485,1.8113754377490643,81.0,13.040169421495229,2,1.899
100.0,10.876724609236769,106.85714581253436,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,12.0,93,19.607843137254903,3.844675124951942,60.0,9.10829348584069,2,2.6
102.0,10.3815731717939,107.244015416884,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,9.0,14,16.721311475409838,2.741198602526203,54.0,17.912019664604966,2,2.5
227.0,10.4076702862749,107.27875414583,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,6.0,14,44.50980392156863,8.727412533640909,30.0,22.34682139455659,1,1.25
522.0,10.4399374036956,107.260670475662,Sổ hồng/Sổ đỏ,Chưa xác định,15.0,2.5,14,34.56953642384106,2.289373273102057,37.5,21.936268817208216,0,3.3
90.0,10.8836329284383,106.786392295658,Sổ hồng/Sổ đỏ,Đông Nam,5.0,20.0,70,17.647058823529413,3.460207612456748,100.0,10.250668244681526,2,7.25
100.5,20.9742058943637,105.553190855143,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,8.0,78,16.475409836065573,2.7008868583714056,48.0,31.825168471990256,2,2.0
392.0,15.8891576154391,108.378979750676,Sổ hồng/Sổ đỏ,Đông,10.0,33.0,38,38.81188118811881,3.8427605136751297,330.0,26.358104553738915,2,39.2
100.0,10.65312370622448,106.60644395310035,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,22.0,19,19.607843137254903,3.844675124951942,110.0,16.605446576983162,2,2.83
170.0,16.0737258412738,108.241568642015,Sổ hồng/Sổ đỏ,Chưa xác định,7.5,2.5,71,22.36842105263158,2.943213296398892,18.75,4.723761200910027,0,42.0
114.0,20.8610162768272,105.494150272815,Sổ hồng/Sổ đỏ,Đông,9.88,5.0,13,11.422845691382765,1.1445737165714194,49.400000000000006,41.77159490364597,1,1.4
157.1,19.7634077971677,105.918475106428,Hợp đồng mua bán,Đông Nam,6.0,20.0,18,25.75409836065574,4.221983337812416,120.0,15.656064617165026,2,4.3988
100.0,11.000434287582,106.816359893196,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,54,16.393442622950822,2.687449610319807,15.0,5.582590744655729,0,1.05
75.0,21.4298346201307,105.866932861143,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,64,12.295081967213115,2.015587207739855,15.0,18.379048463920803,0,2.0
159.0,15.982898350565286,108.23336248949012,Sổ hồng/Sổ đỏ,Tây Bắc,5.0,10.5,47,31.176470588235297,6.113033448673588,52.5,8.62003739877251,2,15.085
168.0,10.788826280709,106.799778295413,Hợp đồng mua bán,Đông,8.0,16.0,4,20.74074074074074,2.5605852766346593,128.0,11.239672531710777,2,12.768
100.0,15.9966338948674,108.261939531549,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,7.5,47,16.393442622950822,2.687449610319807,45.0,9.056584418126192,2,5.2
100.0,10.2657103257444,103.973642865211,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,10.0,5,19.607843137254903,3.844675124951942,50.0,160.9934607719588,2,1.09
62.2,20.9280625943931,105.65975978233,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,8.0,56,7.679012345679013,0.9480262155159276,64.0,23.070945236955946,2,2.85
200.0,20.9744357493299,105.552605525867,Sổ hồng/Sổ đỏ,Tây Bắc,10.0,3.5,78,19.801980198019802,1.9605920988138419,35.0,31.879976155480467,1,6.3
307.8,10.804456423454589,106.7863042399038,Sổ hồng/Sổ đỏ,Đông Nam,16.0,2.5,4,19.11801242236025,1.1874541877242388,40.0,10.263921432875094,0,27.0864
120.0,21.0075238003315,105.541593148756,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,78,19.672131147540984,3.224939532383768,15.0,32.53133294573234,0,3.12
100.0,10.91596974667556,106.81007902363092,Sổ hồng/Sổ đỏ,Tây,5.0,32.0,70,19.607843137254903,3.844675124951942,160.0,5.822931664873438,2,5.0
263.0,16.0817714691537,108.245614560028,Sổ hồng/Sổ đỏ,Đông Nam,17.0,7.5,71,15.380116959064326,0.8994220443897266,127.5,5.548204375608786,2,60.0
360.0,10.8726970390163,106.973057990202,Sổ hồng/Sổ đỏ,Đông Nam,6.0,7.0,25,59.016393442622956,9.674818597151305,42.0,17.067065671821545,2,3.5
54.0,21.0730558082307,105.785883218197,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,43,8.852459016393443,1.4512227895726957,15.0,8.649104892837673,0,10.0
216.0,10.797885389617823,106.78707012119936,Giấy tờ khác,Bắc,9.0,12.0,4,23.736263736263737,2.6083806303586528,108.0,10.111461903323715,2,17.928
116.2,20.97707040076517,105.83637894005406,Giấy tờ khác,Đông,6.2,40.0,43,18.444444444444446,2.9276895943562615,248.0,6.010490698867479,2,16.849
140.0,10.7363990741431,106.713520681951,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,16.0,20,19.71830985915493,2.777226740726047,112.0,4.303917253824215,2,27.0
144.0,19.8159413709213,105.91208796175,Sổ hồng/Sổ đỏ,Đông,12.0,10.0,18,11.900826446280993,0.9835393757257019,120.0,14.237718016725367,2,1.55
90.0,20.9905165676753,105.570158467498,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,5.0,78,17.647058823529413,3.460207612456748,25.0,29.785271982680232,1,3.51
75.0,11.2509533206635,106.631311594831,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,16.0,17,14.705882352941178,2.8835063437139565,80.0,30.156819576428234,2,1.199
57.0,10.7978950358924,106.816979795694,Sổ hồng/Sổ đỏ,Nam,4.0,9.0,4,13.902439024390246,3.3908387864366456,36.0,13.277013567908599,2,3.45
217.5,21.02935183728507,105.850774420562,Sổ hồng/Sổ đỏ,Bắc,6.0,18.0,43,35.65573770491803,5.845202902445579,108.0,0.3679394467658788,2,7.208
100.0,10.62460270410116,106.72713628626524,Sổ hồng/Sổ đỏ,Bắc,12.0,17.0,39,8.264462809917356,0.6830134553650707,204.0,16.700844008649774,2,2.75
140.0,10.7582535,106.6125848,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,79,27.450980392156865,5.382545174932719,12.5,9.489099630572175,0,11.5
127.6,12.2486407075762,109.08945906144,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,6,20.918032786885245,3.429185702768073,15.0,11.704675179293284,0,1.599
280.0,10.804023693430151,106.78651726590562,Sổ hồng/Sổ đỏ,Tây Nam,12.0,12.0,4,23.140495867768596,1.912437675022198,144.0,10.268991331947666,2,22.4
100.0,20.8339447202858,106.727889826128,Sổ hồng/Sổ đỏ,Tây Bắc,5.0,5.0,62,19.607843137254903,3.844675124951942,25.0,5.349022896735788,1,6.9
83.7,10.8896570176621,106.683774000093,Sổ hồng/Sổ đỏ,Đông Bắc,4.1,10.0,99,19.928571428571434,4.7448979591836755,41.0,10.683882756336065,2,4.75
200.0,10.6782360154674,106.753863330348,Giấy tờ khác,Chưa xác định,10.0,20.0,39,19.801980198019802,1.9605920988138419,200.0,12.074156303325712,2,5.1
100.0,11.141367417635,106.57193326983,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,15.0,76,16.393442622950822,2.687449610319807,90.0,19.902844265512464,2,1.2
190.0,21.0402024527538,105.539573797671,Giấy tờ khác,Chưa xác định,8.0,2.5,32,23.45679012345679,2.8959000152415793,20.0,34.50074393366515,0,3.8
126.0,20.0429459174764,106.214642464695,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,8.0,30,24.705882352941178,4.844290657439447,40.0,43.27505904303268,2,1.9
155.0,20.60128006873675,105.69703415215707,Sổ hồng/Sổ đỏ,Đông Nam,6.0,8.0,8,25.40983606557377,4.165546895995701,48.0,50.234851915398885,2,1.24
100.0,11.549522397891,107.922129705548,Sổ hồng/Sổ đỏ,Đông,5.0,5.0,24,19.607843137254903,3.844675124951942,25.0,64.55199819120156,1,0.65
90.0,10.737429228043258,106.4663116505152,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,52,14.754098360655739,2.418704649287826,15.0,25.634373378741625,0,2.3
100.0,21.1939285196486,105.357875190675,Sổ hồng/Sổ đỏ,Chưa xác định,5.5,6.0,95,17.857142857142858,3.188775510204082,33.0,15.0480337795654,1,0.65
100.0,21.03196019363032,106.72551943354308,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,7.5,88,16.393442622950822,2.687449610319807,45.0,20.06555528969004,2,2.5
201.8,15.983648972833176,108.2329434432051,Sổ hồng/Sổ đỏ,Đông Nam,8.0,7.5,47,24.913580246913583,3.075750647767109,60.0,8.525751799172506,2,10.94
137.0,10.926837235487,106.556501928142,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,6.0,31,16.913580246913583,2.088096326779455,48.0,12.002817682857007,1,1.75
360.0,10.8604142194852,106.75655984801,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,12.0,99,50.70422535211268,7.141440190438406,84.0,11.70142578878814,2,18.0
97.5,12.2117730860389,109.08425488122,Sổ hồng/Sổ đỏ,Tây Bắc,5.0,5.0,6,19.11764705882353,3.7485582468281433,25.0,12.58390450137464,1,0.699
163.0,10.9832730826919,106.971379689844,Sổ hồng/Sổ đỏ,Chưa xác định,12.0,2.5,54,13.47107438016529,1.1133119322450653,30.0,14.33863818368124,0,1.5
161.8,10.4689488112725,107.265901459013,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,8.0,14,31.725490196078436,6.220684352172243,40.0,24.111425062397576,2,0.89
80.0,16.0526698545137,108.241120140793,Sổ hồng/Sổ đỏ,Đông,5.7,6.0,71,13.793103448275863,2.3781212841854935,34.2,4.163404397857219,1,13.0
120.0,20.78678594191128,105.3415528572966,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,13,19.672131147540984,3.224939532383768,15.0,59.93338364878705,0,2.18
100.0,10.632135011503989,106.97113229665172,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,67,19.607843137254903,3.844675124951942,12.5,33.62807353499688,0,1.75
224.0,10.7971153581651,106.737421285239,Sổ hồng/Sổ đỏ,Chưa xác định,13.3,12.0,20,16.71641791044776,1.2474938739140118,159.60000000000002,5.098813824658601,2,36.8
150.0,10.9642769998234,106.712794487959,Sổ hồng/Sổ đỏ,Tây Bắc,5.0,12.0,29,29.411764705882355,5.767012687427913,60.0,6.88779361029315,2,8.25
83.5,20.9347028288127,105.684855130807,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,56,13.688524590163935,2.2440204246170388,15.0,20.442556747966833,0,2.59
252.0,13.1378548918311,109.270113677165,Sổ hồng/Sổ đỏ,Đông Bắc,12.0,17.5,87,20.826446280991735,1.7211939075199783,210.0,71.83696992691567,2,10.5
210.0,11.9585690508404,108.475180582484,Sổ hồng/Sổ đỏ,Tây Nam,10.0,5.0,0,20.792079207920793,2.058621703754534,50.0,2.7301755063671957,1,7.1
320.0,10.7790449678378,106.754237860497,Sổ hồng/Sổ đỏ,Đông Bắc,16.0,12.0,20,19.875776397515526,1.2345202731376101,192.0,6.15893544467076,2,68.0
87.5,21.003287689999,107.396631633369,Sổ hồng/Sổ đỏ,Tây Bắc,5.0,20.0,36,17.15686274509804,3.364090734332949,100.0,37.081899000771095,2,3.1
155.2,10.924120247913,106.69294604393,Sổ hồng/Sổ đỏ,Tây Bắc,5.0,4.0,99,30.431372549019606,5.966935793925414,20.0,7.705927748962978,1,3.65
120.0,21.0354835175828,105.87285141236,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,6.0,43,19.672131147540984,3.224939532383768,36.0,2.0857212619801935,1,20.0
61.5,21.1077771379801,105.777218830759,Sổ hồng/Sổ đỏ,Chưa xác định,5.2,6.0,1,11.60377358490566,2.1893912424350304,31.200000000000003,11.895865341119316,1,8.3025
179.0,21.2619336722083,105.751427362969,Sổ hồng/Sổ đỏ,Nam,8.0,6.0,1,22.098765432098766,2.7282426459381193,48.0,28.05971151024094,1,5.89
200.0,10.8653916742889,106.686393361968,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,20.0,99,19.801980198019802,1.9605920988138419,200.0,10.454753539454199,2,10.5
100.0,15.9847627290445,108.21149119628,Sổ hồng/Sổ đỏ,Tây,5.0,10.5,3,19.607843137254903,3.844675124951942,52.5,7.8067244630265975,2,6.25
140.0,10.7287315458053,106.825641435732,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,7.0,4,19.71830985915493,2.777226740726047,49.0,14.723338274448947,2,1.95
188.0,16.0885396944213,108.152090028467,Sổ hồng/Sổ đỏ,Đông Bắc,7.5,7.5,55,24.736842105263158,3.254847645429363,56.25,6.563410361997939,2,10.528
125.0,10.378781035389396,104.47342667840051,Sổ hồng/Sổ đỏ,Đông Nam,6.0,30.0,45,20.491803278688526,3.3593120128997587,180.0,105.81816969229328,2,1.83
79.2,10.8401123984519,106.772253501137,Sổ hồng/Sổ đỏ,Tây,4.0,8.0,4,19.31707317073171,4.711481261154076,32.0,11.065186390874066,2,8.5
200.0,16.0487723918057,108.236100317609,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,2.5,71,19.801980198019802,1.9605920988138419,25.0,3.676230136511847,0,39.5
100.0,10.72061409755295,106.68738614841102,Giấy tờ khác,Tây Bắc,5.0,12.0,39,19.607843137254903,3.844675124951942,60.0,5.847805592678351,2,8.5
100.0,9.99473643338702,105.77666680220868,Giấy tờ khác,Chưa xác định,6.0,2.5,49,16.393442622950822,2.687449610319807,15.0,6.4892603111711535,0,3.5
110.0,10.7483047101398,106.715429087028,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,2.5,20,15.492957746478874,2.1821067248561796,17.5,3.240706159978904,0,6.6
100.0,21.0432717212836,105.519924592611,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,32,16.393442622950822,2.687449610319807,15.0,33.39283528149225,0,3.6
205.0,16.0372242689593,108.244332149143,Sổ hồng/Sổ đỏ,Đông,10.0,5.5,3,20.2970297029703,2.009606901284188,55.0,4.890686513765876,1,32.5
347.4,10.36790516451053,107.09771524333628,Sổ hồng/Sổ đỏ,Tây Bắc,16.0,23.0,48,21.57763975155279,1.340226071525018,368.0,2.843609391380646,2,45.162
110.0,10.848932943692564,106.83723970978356,Sổ hồng/Sổ đỏ,Nam,5.0,12.0,93,21.568627450980394,4.229142637447136,60.0,12.075712904821716,2,6.5
160.0,12.1716463114868,109.081784033494,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,8.0,6,31.372549019607845,6.151480199923108,40.0,14.551272689876985,2,1.0
147.0,10.848944696751,106.837263682944,Sổ hồng/Sổ đỏ,Tây,7.0,12.0,93,20.704225352112676,2.916088077762349,84.0,12.07427865323629,2,8.5
125.0,10.9635331633517,106.506732505073,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,75,24.50980392156863,4.805843906189928,12.5,15.958729145736548,0,1.2
100.0,10.944956330882771,107.15047755451263,Sổ hồng/Sổ đỏ,Đông Nam,7.0,18.0,37,14.084507042253522,1.9837333862328905,126.0,33.62855293464393,2,1.95
242.0,19.2084911326173,105.722678600455,Sổ hồng/Sổ đỏ,Chưa xác định,12.0,12.0,82,20.0,1.6528925619834711,144.0,59.67958044657295,2,3.68
154.7,20.8807816457739,105.786219358539,Giấy tờ khác,Chưa xác định,5.2,15.0,56,29.18867924528302,5.507297970808117,78.0,17.878197958538077,2,13.09
138.0,10.8515426560883,106.813889220357,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,27.0,93,27.058823529411768,5.30565167243368,135.0,12.18390642905413,2,14.7
97.0,16.016653167308,108.255082422174,Sổ hồng/Sổ đỏ,Đông,5.0,7.5,3,19.019607843137255,3.7293348712033834,37.5,7.039599168999111,2,7.9
40.0,20.93217388270465,105.83076689563526,Giấy tờ khác,Đông,4.98,2.0,56,7.874015748031496,1.5500031000062,9.96,10.983805482602298,0,5.26
159.0,12.4913936373617,109.125943181641,Sổ hồng/Sổ đỏ,Đông Bắc,5.7,13.0,40,27.413793103448278,4.726516052318669,74.10000000000001,29.11958939189238,2,3.3
60.0,20.9552298783896,105.790264933434,Sổ hồng/Sổ đỏ,Đông Nam,3.66,9.0,56,15.957446808510637,4.2440018107741055,32.94,10.5087256629325,2,11.6
100.0,10.69394387000888,106.63933448369605,Sổ hồng/Sổ đỏ,Tây Bắc,16.0,16.0,79,6.211180124223602,0.38578758535550317,256.0,10.817799361783434,2,5.4
210.0,10.7828202936651,106.950498585412,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,25,34.42622950819673,5.643644181671595,15.0,22.702652409172664,0,2.5
100.0,10.81319887914223,106.79736456826237,Sổ hồng/Sổ đỏ,Đông Nam,6.0,12.0,4,16.393442622950822,2.687449610319807,72.0,11.746095422238904,2,7.2
110.0,15.954549718163792,108.2817420970309,Giấy tờ khác,Đông,5.0,5.0,47,21.568627450980394,4.229142637447136,25.0,13.984089225400258,1,2.75
90.0,10.8780098568502,106.678181366726,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,4.0,99,21.951219512195124,5.353955978584177,16.0,11.752052109606312,1,6.85
110.0,21.0236868,106.0140586,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,8.0,77,23.91304347826087,5.198487712665407,36.0,16.600552734003315,2,6.82
115.0,21.0454675774511,105.720382830269,Sổ hồng/Sổ đỏ,Chưa xác định,6.6,15.0,26,17.164179104477615,2.561817776787704,99.0,14.015605692867654,2,21.0
101.6,12.2844114634484,109.193921238184,Sổ hồng/Sổ đỏ,Chưa xác định,4.2,3.5,74,23.627906976744185,5.494862087614927,14.700000000000001,5.080742904469053,1,3.7592
93.0,16.0495829213535,108.240943727841,Sổ hồng/Sổ đỏ,Chưa xác định,5.28,10.5,71,17.286245353159853,3.2130567570929096,55.440000000000005,4.174643364319719,2,22.7
155.0,10.9289458253841,106.702421215595,Giấy tờ khác,Chưa xác định,5.0,2.5,70,30.3921568627451,5.95924644367551,12.5,7.954947796089126,0,3.65
123.0,10.9259306082881,106.802417921692,Sổ hồng/Sổ đỏ,Đông,8.0,3.0,70,15.185185185185185,1.8747142203932328,24.0,5.620029983159774,1,2.49
140.0,10.8092412948608,106.780601501465,Sổ hồng/Sổ đỏ,Chưa xác định,7.0,12.0,4,19.71830985915493,2.777226740726047,84.0,9.89296687370969,2,13.86
123.0,20.9801000318207,105.80274722517,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,4.0,43,15.185185185185185,1.8747142203932328,32.0,7.582331516859134,1,19.0
105.0,10.7365971816608,106.554843443173,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,6.0,79,20.58823529411765,4.0369088811995395,30.0,16.16105108134733,1,3.6
132.0,10.375822414463872,104.47273144063728,Sổ hồng/Sổ đỏ,Đông Nam,6.0,28.0,45,21.639344262295083,3.547433485622145,168.0,105.89485000064761,2,1.65
236.0,10.781982076834,106.752342624602,Sổ hồng/Sổ đỏ,Chưa xác định,11.0,2.5,20,21.26126126126126,1.9154289424559694,27.5,6.0046737860739565,0,41.3
