area,lat,lon,legal,direction,front_width,access_road,geo_cluster,land_depth,shape_ratio,business_potential,dist_to_center,road_type,price
100.0,20.9816169404879,105.834919906839,Sổ hồng/Sổ đỏ,Chưa xác định,6.5,3.0,43,15.151515151515152,2.2956841138659323,19.5,5.584135611103454,1,14.0
50.0,21.0506891352564,105.867164188107,Giấy tờ khác,Chưa xác định,6.0,2.5,43,8.196721311475411,1.3437248051599036,15.0,2.8103190065217896,0,11.8
120.0,10.8580403644501,106.883921808305,Giấy tờ khác,Chưa xác định,15.0,15.0,93,7.9470198675496695,0.5262927064602431,225.0,11.92988875986417,2,2.3
98.9,12.2429361320148,109.120083378687,Sổ hồng/Sổ đỏ,Chưa xác định,5.5,5.0,6,17.66071428571429,3.1536989795918373,27.5,8.338384094193321,1,1.86
50.0,20.7317400345773,106.750426022959,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,5.0,62,8.196721311475411,1.3437248051599036,30.0,15.540875711713834,1,1.15
120.0,10.474789778290358,107.20186414930367,Sổ hồng/Sổ đỏ,Đông,5.0,2.5,14,23.529411764705884,4.61361014994233,12.5,19.245667590962675,0,2.0
76.0,10.9149018593508,106.778923970716,Sổ hồng/Sổ đỏ,Bắc,4.0,8.0,70,18.53658536585366,4.521118381915527,32.0,8.41495212754028,2,3.28
622.0,10.7904820141108,106.732523827549,Sổ hồng/Sổ đỏ,Chưa xác định,20.0,12.0,20,30.945273631840795,1.5395658523303877,240.0,4.260643858932401,2,86.458
100.0,10.944404795091396,107.15073339050208,Sổ hồng/Sổ đỏ,Chưa xác định,17.0,17.0,37,5.847953216374268,0.3419855682090215,289.0,33.6590672677883,2,2.3
100.0,10.794388485003257,106.76429851373754,Giấy tờ khác,Chưa xác định,5.0,16.0,20,19.607843137254903,3.844675124951942,80.0,7.6232284659426925,2,21.0
112.0,20.578395301356824,105.70547287204714,Sổ hồng/Sổ đỏ,Đông Bắc,7.0,10.5,8,15.774647887323944,2.221781392580837,73.5,52.38256542924914,2,4.0
81.4,10.7817476181114,106.758780813229,Sổ hồng/Sổ đỏ,Đông Nam,7.11,6.0,20,11.28987517337032,1.565863408234441,42.660000000000004,6.6930763379919105,1,11.0
200.0,16.0194596796279,108.224995047093,Sổ hồng/Sổ đỏ,Đông Bắc,6.0,7.5,3,32.786885245901644,5.374899220639614,45.0,4.585741729854146,2,14.0
700.0,11.0791703667413,106.463727830738,Sổ hồng/Sổ đỏ,Chưa xác định,11.3,2.5,75,61.40350877192982,5.386272699292089,28.25,23.284258845363063,0,5.9
306.0,15.992569775816,108.269224968445,Sổ hồng/Sổ đỏ,Đông,10.0,30.0,47,30.2970297029703,2.999705911185178,300.0,9.928801517734135,2,25.0
136.0,21.2003672148883,106.227921115626,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,8.0,91,16.790123456790123,2.072854747751867,64.0,15.79908319587076,2,3.5
300.0,12.2492370605469,109.174690246582,Hợp đồng mua bán,Tây Bắc,15.0,13.0,6,19.867549668874172,1.3157317661506074,195.0,2.658404780369874,2,18.0
117.0,12.2966823446554,109.231408788356,Sổ hồng/Sổ đỏ,Đông Nam,5.4,13.0,74,21.272727272727273,3.8677685950413223,70.2,7.459742749992502,2,9.36
125.0,15.119930692685427,108.81030035823952,Sổ hồng/Sổ đỏ,Nam,50.0,17.5,21,2.49500998003992,0.04980059840399042,875.0,122.63293560960261,2,1.625
116.0,21.231483099039,105.697125346062,Hợp đồng mua bán,Bắc,6.0,12.0,35,19.016393442622952,3.117441547970976,72.0,27.83615215986343,2,4.75
100.0,10.9026125399264,107.024007099281,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,25,16.393442622950822,2.687449610319807,15.0,20.71096428500259,0,3.25
153.8,10.781642116868111,106.75215818671906,Sổ hồng/Sổ đỏ,Chưa xác định,7.5,2.5,20,20.23684210526316,2.662742382271469,18.75,5.978046550802172,0,27.0
90.0,13.811830181662796,109.22226820320684,Sổ hồng/Sổ đỏ,Đông,5.25,16.0,10,16.82242990654206,3.1443794217835626,84.0,3.3334714792489444,2,5.2
78.0,0.0,0.0,Sổ hồng/Sổ đỏ,Chưa xác định,5.8,5.8,2,13.22033898305085,2.2407354208560766,33.64,11670.341240775988,1,6.8
90.0,10.7207529937172,106.695361406537,Sổ hồng/Sổ đỏ,Tây Bắc,5.0,12.0,39,17.647058823529413,3.460207612456748,60.0,5.718544541224952,2,9.5
206.0,12.3177132517636,109.107290509084,Sổ hồng/Sổ đỏ,Tây,6.0,6.0,74,33.77049180327869,5.536146197258802,36.0,13.090733134846518,1,1.68
154.0,20.0959916193573,105.807852432059,Sổ hồng/Sổ đỏ,Đông Nam,34.0,35.0,96,4.516129032258064,0.13243780153249454,1190.0,32.270002644108395,2,2.6
63.0,12.260697361009,109.186889396503,Sổ hồng/Sổ đỏ,Đông Bắc,4.5,2.5,74,13.695652173913045,2.977315689981097,11.25,2.658022823618034,0,2.8
90.0,10.012260322544412,105.78950866887926,Giấy tờ khác,Tây Nam,5.0,5.0,49,17.647058823529413,3.460207612456748,25.0,5.931460067608981,1,8.5
100.0,21.02680797435185,105.8417833113497,Giấy tờ khác,Nam,5.0,22.0,43,19.607843137254903,3.844675124951942,110.0,1.302391549909535,2,5.0
140.0,10.7164186685865,106.740398554162,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,40.0,39,17.283950617283953,2.1338210638622166,320.0,7.712715915620111,2,9.5
89.7,10.6749815207088,106.732033163733,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,39,17.58823529411765,3.4486735870818923,12.5,11.410640894313321,0,4.0
228.0,10.8151571047329,106.774851758603,Sổ hồng/Sổ đỏ,Chưa xác định,11.0,4.0,4,20.54054054054054,1.8504991477964452,44.0,9.635259886850475,1,10.0
252.0,10.902820129544,106.631809254747,Sổ hồng/Sổ đỏ,Bắc,6.0,7.0,31,41.31147540983607,6.772373018005913,42.0,8.911743144419138,2,5.95
155.0,10.763219447082,106.759621039244,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,2.5,20,19.135802469135804,2.362444749276025,20.0,6.770926144109719,0,30.0
132.0,20.392369181802792,105.62155407412632,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,16.0,89,21.639344262295083,3.547433485622145,96.0,57.89357869824007,2,2.1
170.0,16.05312956209,108.154896118395,Sổ hồng/Sổ đỏ,Tây Bắc,5.0,7.5,55,33.333333333333336,6.535947712418301,37.5,5.056800897335025,2,2.5
100.0,10.5470426472253,106.398108850976,Sổ hồng/Sổ đỏ,Tây Nam,5.0,9.0,51,19.607843137254903,3.844675124951942,45.0,41.25948003979916,2,2.85
100.0,15.945786663138104,108.25891491025686,Sổ hồng/Sổ đỏ,Đông Nam,5.0,5.5,47,19.607843137254903,3.844675124951942,27.5,13.513295441413952,1,3.15
100.0,10.81681898499677,106.7782383887408,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,12.0,4,19.607843137254903,3.844675124951942,60.0,10.048103811029293,2,12.8
100.0,15.9835613924404,108.25205052855,Sổ hồng/Sổ đỏ,Nam,5.0,5.5,47,19.607843137254903,3.844675124951942,27.5,9.509565852307475,1,5.1
125.0,10.8175661675092,106.774496296243,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,12.0,4,24.50980392156863,4.805843906189928,60.0,9.737898984862971,2,16.875
120.0,10.677438678079476,106.70415649343428,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,14.0,39,23.529411764705884,4.61361014994233,70.0,10.545287762181983,2,4.08
92.5,10.919635710717,106.719244898922,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,7.0,70,18.137254901960784,3.556324490580546,35.0,9.99279997933644,2,3.3
204.0,16.0302732450907,108.252331564587,Sổ hồng/Sổ đỏ,Tây Nam,11.0,5.0,3,18.37837837837838,1.655709763817872,55.0,5.991485613135201,1,12.0
112.0,15.9909589280834,108.256549776925,Sổ hồng/Sổ đỏ,Bắc,5.0,5.5,47,21.96078431372549,4.306036139946175,27.5,9.13804633727207,1,5.2
90.0,9.99382713004428,105.79978606293544,Sổ hồng/Sổ đỏ,Đông Nam,4.5,16.0,49,19.565217391304348,4.253308128544424,72.0,8.134304618601588,2,2.75
107.7,10.8508451577217,106.833918893336,Sổ hồng/Sổ đỏ,Bắc,4.0,8.0,93,26.268292682926834,6.406900654372399,32.0,11.88708767850826,2,4.68
100.0,20.390899608531587,106.50831854456116,Sổ hồng/Sổ đỏ,Tây Nam,5.0,20.0,30,19.607843137254903,3.844675124951942,100.0,34.95093791961135,2,2.4
90.0,9.995546033063803,105.77644610225376,Sổ hồng/Sổ đỏ,Tây Bắc,10.0,10.0,49,8.910891089108912,0.8822664444662289,100.0,6.399322544913274,2,3.869
60.0,20.8778435580071,105.90837928382,Sổ hồng/Sổ đỏ,Nam,6.0,3.0,23,9.836065573770492,1.612469766191884,18.0,17.67173023611471,1,2.1
150.0,11.103760684851698,106.62343316341104,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,14.0,76,29.411764705882355,5.767012687427913,70.0,14.05366173576431,2,2.0
47.3,12.216735592599,109.189623614412,Sổ hồng/Sổ đỏ,Tây Nam,5.0,50.0,6,9.27450980392157,1.8185313341022686,250.0,2.571145556660013,2,3.4
115.0,10.7220863680208,107.046479424018,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,20.0,67,11.386138613861387,1.1273404568179592,200.0,34.35002245374776,2,1.2
100.0,10.676873426136316,106.750323532139,Hợp đồng mua bán,Tây Nam,5.0,12.0,39,19.607843137254903,3.844675124951942,60.0,12.01771195237707,2,3.65
123.7,10.4659106695502,107.298642750029,Sổ hồng/Sổ đỏ,Chưa xác định,6.5,8.0,14,18.742424242424242,2.839761248852158,52.0,26.968499978940013,2,1.65
105.0,20.86529287212928,105.55013250430362,Sổ hồng/Sổ đỏ,Nam,6.0,15.5,13,17.213114754098363,2.8218220908357976,93.0,36.41981866072321,2,1.95
193.5,21.0546226034635,107.414173954258,Sổ hồng/Sổ đỏ,Đông Nam,12.0,10.0,36,15.991735537190083,1.3216310361314119,120.0,39.993231593228664,2,5.031
175.0,10.820698592747,106.777247398573,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,2.5,4,17.326732673267326,1.7155180864621116,25.0,10.17650351422968,0,13.125
363.0,10.7930291328446,106.473570874802,Sổ hồng/Sổ đỏ,Chưa xác định,11.0,2.5,52,32.7027027027027,2.946189432675919,27.5,24.657610570368156,0,1.8
222.0,12.2373226923454,109.182343674422,Sổ hồng/Sổ đỏ,Bắc,13.6,10.0,6,16.204379562043798,1.1828014278864087,136.0,1.5686985538066833,2,18.0
80.0,10.6453590081952,106.69230312091,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,39,15.686274509803923,3.075740099961554,12.5,14.108178053168855,0,2.08
108.0,20.967240095041983,107.09723635666474,Sổ hồng/Sổ đỏ,Đông,6.0,7.5,7,17.704918032786885,2.9024455791453914,45.0,5.7418389979548135,2,5.832
87.0,16.0730644352811,108.237242483185,Sổ hồng/Sổ đỏ,Chưa xác định,4.5,7.5,71,18.91304347826087,4.111531190926277,33.75,4.281098573788451,2,15.4
100.0,20.6100245467653,105.68630424126742,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,7.0,8,16.393442622950822,2.687449610319807,42.0,49.69674095700544,2,0.7
376.0,11.9480596577401,108.464109933291,Sổ hồng/Sổ đỏ,Tây Bắc,10.0,8.0,0,37.22772277227723,3.685913145770023,80.0,1.0606146416820021,2,23.0
42.0,21.0882520141281,105.868469434814,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,3.2,43,6.885245901639345,1.1287288363343189,19.200000000000003,6.807119605696263,1,6.3
100.0,10.94174099051436,107.1447625019582,Sổ hồng/Sổ đỏ,Chưa xác định,40.0,17.0,37,2.493765586034913,0.062188667980920515,680.0,33.02227860527688,2,1.89
250.0,10.70810009659724,106.70845803421682,Hợp đồng mua bán,Chưa xác định,10.0,2.5,39,24.752475247524753,2.4507401235173023,25.0,7.202470468184043,0,18.7
66.0,20.8452917847185,106.561349788486,Sổ hồng/Sổ đỏ,Đông Bắc,4.4,4.0,16,14.666666666666666,3.259259259259259,17.6,12.615272206360592,1,1.4
120.0,11.9747861689382,109.183785796166,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,30.0,63,19.672131147540984,3.224939532383768,180.0,29.390555154685643,2,2.22
91.1,10.842849557366,106.795942558484,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,2.5,4,17.862745098039216,3.502499038831219,12.5,13.25243498150268,0,6.2
500.0,21.3980167793942,105.2395118254,Sổ hồng/Sổ đỏ,Chưa xác định,11.4,11.4,33,43.47826086956522,3.780718336483932,129.96,18.809262473857817,2,2.85
305.0,11.5734450074177,109.12397934499,Sổ hồng/Sổ đỏ,Tây Nam,7.0,7.0,27,42.95774647887324,6.050386828010316,49.0,74.40597595336585,2,5.3
65.0,12.239681405271,109.18813623759,Sổ hồng/Sổ đỏ,Tây Nam,13.0,13.0,6,4.961832061068702,0.37876580618845057,169.0,0.9357499314213344,2,12.0
400.0,10.8353292,108.0379885,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,15,65.57377049180329,10.749798441279228,15.0,16.13144397065708,0,4.8
63.0,20.92945022241184,105.6608394210435,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,4.0,56,15.365853658536587,3.747769185008924,16.0,22.89823005758774,1,3.45
72.0,16.1291226234778,108.278775941741,Sổ hồng/Sổ đỏ,Tây Bắc,5.0,7.5,71,14.11764705882353,2.7681660899653986,37.5,11.66054784266459,2,7.8
90.0,10.812886743796888,106.79813808044274,Sổ hồng/Sổ đỏ,Tây Bắc,6.0,12.0,4,14.754098360655739,2.418704649287826,72.0,11.810607428688611,2,7.02
90.8,20.6280764947843,105.696681742797,Sổ hồng/Sổ đỏ,Đông,6.0,12.0,8,14.885245901639344,2.4402042461703846,72.0,47.439188625633605,2,1.35
100.0,20.9680920282116,105.535390211002,Sổ hồng/Sổ đỏ,Đông,6.0,6.0,78,16.393442622950822,2.687449610319807,36.0,33.77058698488459,1,2.0
250.0,10.725979791835474,106.69425477044892,Sổ hồng/Sổ đỏ,Chưa xác định,12.5,2.5,39,19.841269841269842,1.5747039556563367,31.25,5.147338260301594,0,33.0
72.0,10.0486810480961,105.767603883398,Sổ hồng/Sổ đỏ,Đông Bắc,4.0,6.0,49,17.5609756097561,4.283164782867342,24.0,2.299673191270477,1,3.59
73.0,10.8073185025367,106.699593538967,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,5.0,99,17.804878048780488,4.3426531826293875,20.0,3.9186668599486727,1,7.95
223.0,16.080233441218,108.163383788605,Sổ hồng/Sổ đỏ,Tây Bắc,10.0,5.5,55,22.07920792079208,2.1860601901774337,55.0,5.045177707924113,1,12.9
260.0,12.1148932205603,109.131495385064,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,47.0,6,42.622950819672134,6.987368986831497,282.0,15.493794526917126,2,1.56
330.0,12.238297639383,109.177125637806,Hợp đồng mua bán,Tây Nam,15.0,13.0,6,21.85430463576159,1.4473049427656683,195.0,2.127837283282617,2,23.76
80.0,10.7404041254499,106.708905737798,Sổ hồng/Sổ đỏ,Bắc,4.0,12.0,20,19.512195121951223,4.759071980963713,48.0,3.7099671302025823,2,15.3
145.0,10.497454735096,107.26953533784,Giấy tờ khác,Chưa xác định,5.0,18.0,14,28.43137254901961,5.574778931180316,90.0,26.34355071024981,2,2.7
126.0,10.79023,106.7415809,Sổ hồng/Sổ đỏ,Chưa xác định,12.0,20.0,20,10.413223140495868,0.8605969537599891,240.0,5.13954819434918,2,23.5
356.0,10.8049231503664,106.736446307814,Sổ hồng/Sổ đỏ,Chưa xác định,16.0,22.0,20,22.111801242236023,1.3734038038655914,352.0,5.539153545193577,2,80.812
90.0,10.736620906128469,106.46593714711446,Sổ hồng/Sổ đỏ,Tây Bắc,5.0,60.0,52,17.647058823529413,3.460207612456748,300.0,25.688503667579422,2,2.2
100.0,20.9741973923701,105.552486570809,Sổ hồng/Sổ đỏ,Chưa xác định,6.2,10.0,78,15.873015873015873,2.5195263290501386,62.0,31.897134417343114,2,3.25
182.0,21.0198285824472,105.545166362972,Sổ hồng/Sổ đỏ,Chưa xác định,9.0,5.0,78,20.0,2.197802197802198,45.0,32.08988646802711,1,6.552
420.0,10.7937132574801,106.785854102219,Giấy tờ khác,Đông Bắc,14.0,12.0,4,29.78723404255319,2.1125697902519995,168.0,9.861014042417079,2,23.52
126.0,10.68631993169386,106.73827662079628,Giấy tờ khác,Chưa xác định,6.0,22.0,39,20.655737704918035,3.3861865090029566,132.0,10.490674996356962,2,6.552
97.0,12.259770355135,109.180554216526,Sổ hồng/Sổ đỏ,Nam,4.5,10.0,74,21.086956521739133,4.584120982986768,45.0,2.918114904263985,2,4.73
124.8,20.7667181355048,105.806457501159,Sổ hồng/Sổ đỏ,Chưa xác định,5.2,7.0,56,23.547169811320757,4.442862228551086,36.4,29.52828855876267,2,4.7424
192.0,10.8355231283089,106.687534935303,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,15.0,99,23.703703703703706,2.926383173296754,120.0,7.1496764039560485,2,14.5
100.0,15.9835233119617,108.237940950421,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,7.5,47,19.607843137254903,3.844675124951942,37.5,8.75806935794892,2,4.4
52.0,10.8025510934549,106.869177532137,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,10.0,93,8.524590163934427,1.3974737973662996,60.0,17.459468259676413,2,1.95
104.3,15.98378527846589,108.25188350139769,Sổ hồng/Sổ đỏ,Nam,6.0,7.5,47,17.098360655737704,2.8030099435635583,45.0,9.478941849957165,2,5.55
92.0,10.7155311523704,106.632070112303,Sổ hồng/Sổ đỏ,Đông Nam,5.0,20.0,79,18.03921568627451,3.5371011149557865,100.0,9.58729692918836,2,6.3
100.0,10.632425466029355,106.97189220553274,Sổ hồng/Sổ đỏ,Đông,6.0,12.0,67,16.393442622950822,2.687449610319807,72.0,33.68678120519422,2,1.5
97.0,20.7126048117433,105.791272767448,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,4.0,8,11.975308641975309,1.4784331656759642,32.0,35.72923524820788,1,2.1
300.0,10.8910487238944,106.802221008276,Sổ hồng/Sổ đỏ,Bắc,15.0,17.0,70,19.867549668874172,1.3157317661506074,255.0,8.600331428684365,2,13.5
107.5,16.0855059162259,108.150543987697,Sổ hồng/Sổ đỏ,Tây Bắc,5.0,5.5,55,21.07843137254902,4.1330257593233375,27.5,6.51365212167883,1,5.399
100.0,21.1656673843499,105.752549432426,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,24.0,1,19.607843137254903,3.844675124951942,120.0,18.542888076235815,2,6.0
61.0,20.8596885056692,106.494448855519,Sổ hồng/Sổ đỏ,Nam,4.5,5.0,16,13.260869565217392,2.8827977315689988,22.5,19.512910247287138,1,0.65
161.0,16.042907702488,108.221982053151,Sổ hồng/Sổ đỏ,Chưa xác định,6.4,9.0,3,24.76923076923077,3.8106508875739644,57.6,2.4701660813479536,2,14.0
104.0,10.8168134689331,106.819366455078,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,10.0,4,20.3921568627451,3.99846212995002,50.0,14.127561884782557,2,5.7
120.0,16.0000530236736,108.215376886365,Sổ hồng/Sổ đỏ,Tây Bắc,5.0,10.5,3,23.529411764705884,4.61361014994233,52.5,6.2050243008796055,2,7.25
133.0,10.8035137174353,106.819812974164,Giấy tờ khác,Bắc,8.5,16.0,4,15.465116279069768,1.7982693347755545,136.0,13.724778950256546,2,8.778
266.0,10.4912062231555,107.221212448607,Sổ hồng/Sổ đỏ,Chưa xác định,12.0,40.0,14,21.983471074380166,1.816815791271088,480.0,22.020201936388677,2,5.6
100.0,21.3249456,105.2837063,Sổ hồng/Sổ đỏ,Nam,5.0,15.0,33,19.607843137254903,3.844675124951942,75.0,12.276191830839934,2,1.1
164.8,12.2772336410414,109.167268581231,Sổ hồng/Sổ đỏ,Tây,9.0,4.0,74,18.109890109890113,1.990097814273639,36.0,5.337711723122963,1,2.6
48.0,12.2841800359673,109.196149004171,Giấy tờ khác,Chưa xác định,10.0,10.0,74,4.752475247524752,0.470542103715322,100.0,5.046384933892592,2,3.9
147.5,10.62581586180725,106.72696576552693,Sổ hồng/Sổ đỏ,Tây Bắc,8.0,12.0,39,18.209876543209877,2.2481329065691207,96.0,16.564854766082526,2,4.867
80.0,10.8081278297583,106.4812692499,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,14.0,52,15.686274509803923,3.075740099961554,70.0,24.042156504711272,2,1.5
48.0,20.8683521755389,106.704579994507,Sổ hồng/Sổ đỏ,Chưa xác định,4.0,13.0,62,11.707317073170733,2.855443188578228,52.0,2.6950927898801456,2,4.608
151.0,15.959626538146733,108.2571343026773,Giấy tờ khác,Chưa xác định,6.0,2.5,47,24.75409836065574,4.058048911582908,15.0,12.063656207278425,0,4.9
269.0,10.844691592755,106.678398748615,Sổ hồng/Sổ đỏ,Đông Bắc,12.0,12.0,99,22.231404958677686,1.8373061949320402,144.0,8.359367583141339,2,22.9
90.0,21.1461489075646,105.813266428108,Sổ hồng/Sổ đỏ,Tây,6.6,2.2,1,13.432835820895523,2.0049008687903767,14.52,13.754018023745884,0,4.9
80.0,20.8933995865779,105.776009090436,Sổ hồng/Sổ đỏ,Đông Nam,6.0,4.0,56,13.114754098360656,2.1499596882558456,24.0,17.076130535109908,1,7.2
145.5,21.137737714992923,105.9543543531544,Sổ hồng/Sổ đỏ,Đông Bắc,6.0,15.5,77,23.852459016393443,3.9102391830153187,93.0,13.741294289553593,2,6.984
100.0,10.6041174396457,107.18976005802,Giấy tờ khác,Chưa xác định,5.0,2.5,86,19.607843137254903,3.844675124951942,12.5,30.9311421271681,0,1.1
100.0,20.9717875675229,105.553201368672,Sổ hồng/Sổ đỏ,Đông Nam,8.0,7.0,78,12.345679012345679,1.5241579027587258,56.0,31.876451395539334,2,3.0
90.2,12.2941093740154,109.211155620836,Sổ hồng/Sổ đỏ,Đông Nam,4.67,8.0,74,18.909853249475894,3.96432982169306,37.36,6.347525584347048,2,8.9
91.5,12.188532960369528,109.16974065238117,Sổ hồng/Sổ đỏ,Đông Nam,5.6,10.0,6,16.05263157894737,2.8162511542012933,56.0,6.310791771841784,2,4.5
90.0,10.805064689959774,106.80383682251023,Sổ hồng/Sổ đỏ,Đông Nam,6.0,30.0,4,14.754098360655739,2.418704649287826,180.0,12.096471032131577,2,11.61
76.4,20.646039165473454,106.0625442423576,Hợp đồng mua bán,Nam,6.0,10.5,57,12.524590163934429,2.0532115022843325,63.0,26.71193634584517,2,2.674
136.0,21.0054074076525,105.936182493737,Giấy tờ khác,Chưa xác định,6.0,2.5,77,22.295081967213115,3.654931470034937,15.0,8.888563317846165,0,18.632
100.0,11.34788936305084,108.88691556113916,Giấy tờ khác,Tây Bắc,5.0,13.0,27,19.607843137254903,3.844675124951942,65.0,80.74425656728793,2,2.0
100.0,16.0382115656744,108.238969337774,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,5.0,3,19.607843137254903,3.844675124951942,25.0,4.32196748261139,1,9.1
81.0,16.0862385879398,108.158294298548,Sổ hồng/Sổ đỏ,Tây Bắc,4.5,10.5,55,17.608695652173914,3.8279773156899815,47.25,5.877249264928583,2,8.49
120.0,12.00700077797424,109.2103761462828,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,63,19.672131147540984,3.224939532383768,15.0,25.817744414011948,0,1.92
279.0,16.4638805614248,107.614679038426,Sổ hồng/Sổ đỏ,Tây,10.0,12.0,28,27.623762376237625,2.7350259778453094,120.0,2.5357769199159486,2,9.207
200.0,10.8171558045243,106.778093250287,Sổ hồng/Sổ đỏ,Chưa xác định,10.0,20.0,4,19.801980198019802,1.9605920988138419,200.0,10.052939166992916,2,17.0
93.0,10.7344470203423,106.620816028132,Giấy tờ khác,Chưa xác định,4.0,2.5,79,22.682926829268293,5.532421177870316,10.0,9.443394667075513,0,6.9
879.0,10.8920465143527,106.833550772421,Sổ hồng/Sổ đỏ,Chưa xác định,19.0,8.0,93,46.02094240837696,2.409473424522354,152.0,7.335309299373281,2,32.5
158.0,15.9834486700736,108.268986504246,Sổ hồng/Sổ đỏ,Đông,6.0,10.5,47,25.901639344262296,4.2461703843052945,63.0,10.6392457517706,2,12.6
100.0,10.9142919002619,106.827115536347,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,30.0,70,16.393442622950822,2.687449610319807,180.0,5.086414653435717,2,4.0
100.0,12.24917036871896,109.17477171303857,Sổ hồng/Sổ đỏ,Đông Bắc,5.0,12.0,6,19.607843137254903,3.844675124951942,60.0,2.6472046413235573,2,8.0
100.0,20.7670884952809,106.712406250623,Sổ hồng/Sổ đỏ,Đông Nam,5.0,2.5,62,19.607843137254903,3.844675124951942,12.5,10.383657064793491,0,2.25
107.0,21.1349176657767,105.443364484074,Sổ hồng/Sổ đỏ,Chưa xác định,8.0,8.0,95,13.209876543209877,1.6308489559518367,64.0,21.322801545371366,2,1.75
40.0,21.0134102508369,105.768387933054,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,26,6.557377049180328,1.0749798441279228,15.0,9.063515266056404,0,7.3
150.0,11.6111724328376,107.914297479407,Sổ hồng/Sổ đỏ,Đông Bắc,10.0,8.0,24,14.851485148514852,1.4704440741103815,80.0,69.6192874405593,2,0.75
120.0,10.632969339592766,106.97139804627092,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,26.0,67,19.672131147540984,3.224939532383768,156.0,33.6109762753138,2,3.48
240.0,10.8124837875366,106.797485351563,Giấy tờ khác,Đông Nam,12.0,12.0,4,19.834710743801654,1.6392322928761698,144.0,11.727586457789073,2,13.92
100.0,16.1059044926052,108.259418557454,Sổ hồng/Sổ đỏ,Bắc,5.0,5.5,71,19.607843137254903,3.844675124951942,27.5,8.376972106862723,1,8.7
77.5,9.809297112311985,105.8129975225425,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,12,12.704918032786885,2.0827734479978504,15.0,27.211922954734543,0,1.35
126.2,11.719140648645,106.560547417805,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,2.5,92,20.688524590163937,3.3915614082235965,15.0,82.73470202763582,0,2.35994
216.0,11.544522238031,107.818808223639,Sổ hồng/Sổ đỏ,Tây Bắc,10.0,10.0,24,21.386138613861387,2.1174394667189493,100.0,67.16267272355967,2,12.0
206.0,15.9676886664958,108.211476719999,Sổ hồng/Sổ đỏ,Chưa xác định,6.0,7.0,47,33.77049180327869,5.536146197258802,42.0,9.692706689148594,2,2.45
87.5,10.76944639117799,106.76696088929896,Sổ hồng/Sổ đỏ,Chưa xác định,5.0,12.0,20,17.15686274509804,3.364090734332949,60.0,7.506040941358608,2,11.8
85.0,10.7574773718576,106.597189145735,Sổ hồng/Sổ đỏ,Đông,4.0,10.0,79,20.731707317073173,5.056513979773945,40.0,11.164199623727647,2,7.3
100.0,16.0904107023153,108.12179863798,Giấy tờ khác,Tây Nam,6.0,7.5,55,16.393442622950822,2.687449610319807,45.0,9.478135993826472,2,3.6
175.0,11.0606560838894,106.434628015965,Sổ hồng/Sổ đỏ,Đông Nam,5.0,8.0,75,34.31372549019608,6.728181468665898,40.0,25.3336662106098,2,2.65
150.0,10.906991278728,106.758140050137,Sổ hồng/Sổ đỏ,Đông Nam,5.0,5.0,70,29.411764705882355,5.767012687427913,25.0,10.800372206514952,1,4.85
85.0,16.0706397459871,108.162205125979,Sổ hồng/Sổ đỏ,Đông Nam,5.0,7.5,55,16.666666666666668,3.2679738562091507,37.5,4.639457384829445,2,6.47
