area,lat,lon,legal,front_width,access_road,floors,bedrooms,bathrooms,interior,is_corner,road_class,price
69.0,21.0518950372871,105.756860242119,Sổ hồng/Sổ đỏ,6.0,20.0,6,7,7,Đầy đủ,1,2,25.0
46.0,21.088874493722944,105.79440003349328,Sổ hồng/Sổ đỏ,4.3,6.0,4,4,3,Cơ bản,0,1,12.8
85.0,21.0377127417002,105.800748754754,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Nhà trống,0,0,28.9
55.0,21.05229733281722,105.8090978488326,Sổ hồng/Sổ đỏ,4.2,5.0,5,5,5,Đầy đủ,1,1,19.8
40.0,21.0377806604521,105.872199057645,Sổ hồng/Sổ đỏ,4.5,2.5,4,3,3,Đầy đủ,0,0,9.85
90.0,21.0420144108002,105.816276575235,Sổ hồng/Sổ đỏ,8.0,2.5,5,4,4,Thỏa thuận,1,0,67.0
70.0,20.9775566364118,105.794028134636,Sổ hồng/Sổ đỏ,5.0,2.5,3,3,2,Đầy đủ,0,0,14.7
115.0,21.0423312,105.8452693,Sổ hồng/Sổ đỏ,6.0,2.5,9,4,4,Đầy đủ,0,0,90.0
39.0,21.0366888051618,105.922550743415,Giấy tờ khác,4.66,2.5,6,3,3,Đầy đủ,1,0,8.1
48.0,20.9977850344764,105.843009300956,Sổ hồng/Sổ đỏ,5.0,2.5,5,4,3,Đầy đủ,0,0,13.9
33.0,20.97092598237287,105.77754266560078,Sổ hồng/Sổ đỏ,3.0,10.0,3,3,2,Thỏa thuận,1,2,7.0
51.0,21.0274309363055,105.827963595516,Sổ hồng/Sổ đỏ,6.5,15.0,7,4,4,Đầy đủ,0,2,28.5
54.0,20.9950930157685,105.856752299442,Sổ hồng/Sổ đỏ,4.5,2.5,6,5,5,Đầy đủ,0,0,16.4
42.0,21.0160597,105.8386075,Sổ hồng/Sổ đỏ,4.2,4.0,5,4,4,Đầy đủ,0,1,8.96
97.0,21.0657120260872,105.898195655298,Sổ hồng/Sổ đỏ,5.0,2.5,5,4,4,Đầy đủ,0,0,33.0
100.0,21.0375531641936,105.773805724088,Sổ hồng/Sổ đỏ,5.0,10.0,4,6,5,Nhà trống,0,2,26.5
65.0,21.002299015271,105.861974656935,Sổ hồng/Sổ đỏ,3.0,4.0,3,4,4,Nhà trống,1,1,11.5
33.0,20.9995706758839,105.821071923445,Sổ hồng/Sổ đỏ,4.0,2.5,4,3,3,Cơ bản,0,0,13.5
70.0,21.0642980669189,105.779710226931,Sổ hồng/Sổ đỏ,4.0,2.5,6,8,8,Đầy đủ,0,0,11.5
51.0,21.029132724485,105.830961278312,Sổ hồng/Sổ đỏ,4.0,2.5,7,4,4,Nhà trống,0,0,19.0
38.0,20.9888604125401,105.878257665021,Sổ hồng/Sổ đỏ,3.6,4.0,5,3,5,Nhà trống,0,1,8.5
45.0,21.0738449328264,105.774490664019,Sổ hồng/Sổ đỏ,4.2,5.5,5,8,4,Đầy đủ,0,1,11.3
85.0,21.0359817372432,105.816737704171,Sổ hồng/Sổ đỏ,6.4,7.0,5,5,5,Đầy đủ,1,2,18.5
68.0,21.0131648970872,105.83969434327,Sổ hồng/Sổ đỏ,4.0,2.5,3,4,3,Đầy đủ,0,0,23.8
32.0,20.9709010531431,105.74730790556,Giấy tờ khác,3.5,2.5,4,3,4,Đầy đủ,0,0,5.5
43.0,21.0267738592336,105.833828062625,Sổ hồng/Sổ đỏ,3.8,2.5,7,4,6,Đầy đủ,0,0,13.7
56.0,21.0251213033565,105.827761497213,Sổ hồng/Sổ đỏ,4.0,2.5,6,4,5,Đầy đủ,0,0,38.5
38.0,21.0058299874458,105.8553515692,Sổ hồng/Sổ đỏ,7.8,2.5,5,3,4,Đầy đủ,0,0,9.5
37.0,21.006396663992,105.777824546267,Sổ hồng/Sổ đỏ,4.0,2.5,5,3,4,Đầy đủ,0,0,8.7
110.0,21.023706240114485,105.81751208122692,Sổ hồng/Sổ đỏ,4.8,2.5,7,4,4,Cơ bản,0,0,21.0
34.0,21.0234850579371,105.774177161018,Sổ hồng/Sổ đỏ,4.5,3.5,6,6,6,Đầy đủ,1,1,8.2
40.0,21.0246391990706,105.902509506224,Sổ hồng/Sổ đỏ,3.8,7.0,7,4,4,Cơ bản,1,2,19.3
50.5,20.9908985507785,105.853783897608,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Nhà trống,0,0,7.79
38.0,21.0230830001918,105.809883358129,Sổ hồng/Sổ đỏ,3.8,8.0,6,4,6,Đầy đủ,0,2,22.5
23.0,21.0352007776511,105.823351919751,Sổ hồng/Sổ đỏ,3.8,3.0,4,3,3,Cơ bản,1,0,6.5
135.0,20.9733132042526,105.866200632048,Sổ hồng/Sổ đỏ,4.5,50.0,3,2,1,Nhà trống,1,2,56.0
60.0,21.0324589259067,105.809156475981,Sổ hồng/Sổ đỏ,5.7,2.5,6,4,4,Đầy đủ,0,0,24.0
35.0,21.0104202122884,105.831103378318,Sổ hồng/Sổ đỏ,2.0,2.5,5,3,4,Đầy đủ,0,0,6.8
110.0,21.03622342837,105.816690470407,Sổ hồng/Sổ đỏ,6.5,2.5,7,2,4,Đầy đủ,0,0,30.0
35.0,21.0249381861291,105.884923463456,Sổ hồng/Sổ đỏ,4.5,4.0,6,3,4,Đầy đủ,1,1,8.55
219.0,21.0412733423782,105.800782442079,Sổ hồng/Sổ đỏ,10.0,8.0,8,4,4,Đầy đủ,0,2,26.5
93.0,21.0097534730892,105.804849682793,Sổ hồng/Sổ đỏ,4.5,2.5,3,4,4,Đầy đủ,1,0,28.0
30.0,21.0386671028179,105.934622592064,Sổ hồng/Sổ đỏ,3.4,3.0,5,3,4,Đầy đủ,1,0,5.7
68.0,21.0120777512912,105.837397082857,Sổ hồng/Sổ đỏ,4.0,2.5,3,3,4,Nhà trống,0,0,24.75
53.0,21.05098646165,105.724940187693,Sổ hồng/Sổ đỏ,3.8,4.0,5,4,4,Nhà trống,0,1,11.9
43.0,21.0054732593631,105.861474639797,Sổ hồng/Sổ đỏ,4.5,3.0,6,4,4,Nhà trống,1,0,13.2
144.0,21.0126691795113,105.911121311418,Sổ hồng/Sổ đỏ,4.5,2.5,3,4,4,Thỏa thuận,0,0,23.0
51.0,21.0435899652402,105.778420015457,Sổ hồng/Sổ đỏ,3.6,2.5,5,4,1,Nhà trống,1,0,20.5
120.0,21.0404096309686,105.81633388783,Sổ hồng/Sổ đỏ,6.0,40.0,8,10,10,Đầy đủ,1,2,85.0
66.0,21.0128403841541,105.85209180175,Sổ hồng/Sổ đỏ,4.5,2.5,6,4,4,Thỏa thuận,0,0,27.3
45.0,21.0154652377934,105.828134554406,Sổ hồng/Sổ đỏ,4.5,2.5,5,6,5,Nhà trống,0,0,12.3
55.0,21.0081772610361,105.846154335153,Sổ hồng/Sổ đỏ,5.2,3.2,1,1,1,Thỏa thuận,1,0,14.5
60.0,20.968554011157,105.779814550747,Sổ hồng/Sổ đỏ,4.0,5.0,1,1,1,Nhà trống,1,1,11.0
45.0,20.9980691887883,105.821607322479,Sổ hồng/Sổ đỏ,3.8,2.5,5,3,3,Cơ bản,0,0,16.5
66.0,21.0463192174954,105.799338339022,Sổ hồng/Sổ đỏ,6.0,2.5,6,4,4,Đầy đủ,0,0,28.7
55.0,21.0462996506227,105.799281966676,Sổ hồng/Sổ đỏ,4.5,2.5,7,2,4,Đầy đủ,0,0,26.5
45.0,21.0384725695282,105.872104762499,Sổ hồng/Sổ đỏ,6.5,2.5,5,4,4,Nhà trống,0,0,9.7
45.0,21.0400954802963,105.816521825869,Sổ hồng/Sổ đỏ,4.5,2.5,6,4,5,Đầy đủ,0,0,11.2
47.0,20.9833031278981,105.850089459677,Sổ hồng/Sổ đỏ,4.0,10.0,8,4,5,Đầy đủ,0,2,23.0
42.0,20.9858730967192,105.850681174548,Sổ hồng/Sổ đỏ,4.5,2.5,6,4,5,Đầy đủ,0,0,9.98
35.6,21.0002869385451,105.828010596963,Sổ hồng/Sổ đỏ,8.0,2.5,6,4,4,Nhà trống,1,0,13.9
86.0,21.0717977472065,105.900571560271,Sổ hồng/Sổ đỏ,4.2,2.5,3,4,3,Cơ bản,0,0,16.9
45.0,21.0586930307639,105.868214967546,Giấy tờ khác,4.5,2.5,5,4,4,Đầy đủ,0,0,9.5
40.0,21.0081636737561,105.817872330983,Giấy tờ khác,6.4,2.5,6,4,4,Nhà trống,0,0,11.6
45.4,21.0893969346553,105.895947703935,Sổ hồng/Sổ đỏ,3.65,2.5,3,4,4,Nhà trống,0,0,5.45
138.0,0.0,0.0,Sổ hồng/Sổ đỏ,8.4,20.0,8,8,8,Cơ bản,1,2,88.5
35.0,20.9878289847041,105.800878493147,Sổ hồng/Sổ đỏ,4.5,2.5,3,2,4,Nhà trống,1,0,10.5
45.0,21.037834010269,105.897726014243,Sổ hồng/Sổ đỏ,4.5,2.5,5,3,4,Đầy đủ,0,0,9.15
107.0,20.9978014658742,105.845841664549,Sổ hồng/Sổ đỏ,4.5,6.8,5,5,5,Nhà trống,0,1,40.9
50.0,21.0345377202154,105.912370900436,Sổ hồng/Sổ đỏ,4.0,7.0,5,3,4,Cơ bản,0,2,17.9
65.0,21.0402098692251,105.906025973842,Giấy tờ khác,4.0,2.5,5,4,4,Nhà trống,0,0,9.0
51.0,21.0348343992803,105.79477562067,Sổ hồng/Sổ đỏ,4.0,3.0,4,4,3,Đầy đủ,0,0,12.9
70.0,21.0463005480781,105.799293750321,Sổ hồng/Sổ đỏ,5.0,5.0,5,4,4,Thỏa thuận,0,1,35.0
66.0,21.0426995671115,105.82407396106,Sổ hồng/Sổ đỏ,8.0,2.5,4,4,4,Đầy đủ,0,0,14.3
82.4,20.9813261931136,105.84780049516,Sổ hồng/Sổ đỏ,3.6,3.0,2,4,4,Cơ bản,0,0,16.48
30.0,20.9954342703596,105.859755405616,Sổ hồng/Sổ đỏ,3.3,3.5,4,3,3,Thỏa thuận,0,1,6.85
42.0,20.9876632057222,105.846895410041,Sổ hồng/Sổ đỏ,4.5,2.5,5,3,4,Cơ bản,0,0,7.98
80.0,21.0609287515908,105.808968715136,Sổ hồng/Sổ đỏ,5.0,2.5,5,4,4,Đầy đủ,0,0,28.0
80.0,21.0118607888319,105.801103143382,Sổ hồng/Sổ đỏ,4.5,2.5,7,4,4,Nhà trống,0,0,43.5
30.0,21.0505326304627,105.867054546727,Sổ hồng/Sổ đỏ,3.6,2.5,5,3,4,Cơ bản,0,0,7.75
42.0,21.0392692512931,105.872988288479,Sổ hồng/Sổ đỏ,4.6,2.5,6,3,4,Đầy đủ,0,0,9.7
55.0,21.02086489114,105.762370168261,Sổ hồng/Sổ đỏ,4.8,2.5,5,4,4,Thỏa thuận,0,0,25.5
42.0,20.9123835186532,105.866490045999,Sổ hồng/Sổ đỏ,3.0,2.6,4,4,3,Đầy đủ,0,0,6.5
83.0,21.0400541405925,105.815827944356,Hợp đồng mua bán,4.5,2.5,1,3,3,Đầy đủ,0,0,3.8
90.5,20.997810468513,105.821846995151,Sổ hồng/Sổ đỏ,4.5,2.5,3,4,4,Thỏa thuận,0,0,25.5
65.0,21.028052279308,105.892168366527,Sổ hồng/Sổ đỏ,4.5,4.5,7,4,5,Đầy đủ,0,1,19.5
35.0,20.9980666567811,105.849424539899,Sổ hồng/Sổ đỏ,3.0,2.5,3,2,2,Đầy đủ,1,0,11.0
80.0,21.0164449038289,105.808083135241,Sổ hồng/Sổ đỏ,4.0,2.5,5,4,4,Nhà trống,0,0,55.0
142.0,21.0098673125766,105.818967510752,Sổ hồng/Sổ đỏ,7.6,2.5,9,5,10,Nhà trống,0,0,62.0
50.0,21.0065284525499,105.777821921673,Sổ hồng/Sổ đỏ,4.5,3.0,5,3,4,Đầy đủ,1,0,12.9
85.5,21.0321882372049,105.826893531154,Sổ hồng/Sổ đỏ,5.05,2.5,7,10,7,Nhà trống,0,0,47.5
40.0,20.9995502495057,105.808248230614,Sổ hồng/Sổ đỏ,5.6,8.0,6,4,4,Đầy đủ,0,2,13.35
40.0,21.0570275540833,105.750944696685,Giấy tờ khác,10.0,4.0,7,5,5,Thỏa thuận,0,1,9.0
55.0,21.0314594295085,105.774061630182,Sổ hồng/Sổ đỏ,5.5,12.0,5,4,4,Cơ bản,1,2,20.5
38.0,21.003458293648,105.811439462436,Sổ hồng/Sổ đỏ,3.4,2.5,5,5,4,Thỏa thuận,0,0,9.8
38.0,21.0178383309498,105.855341444596,Sổ hồng/Sổ đỏ,4.5,2.5,5,11,11,Đầy đủ,0,0,9.5
52.0,21.0317012419425,105.824968659145,Sổ hồng/Sổ đỏ,4.5,2.5,4,4,4,Đầy đủ,0,0,15.7
40.0,21.045734492034,105.849408753811,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Nhà trống,1,0,8.0
35.0,20.94432195926,105.703483790441,Sổ hồng/Sổ đỏ,3.5,3.0,3,3,3,Đầy đủ,0,0,3.15
52.0,21.0249216712217,105.884885565368,Sổ hồng/Sổ đỏ,4.0,4.0,6,7,7,Đầy đủ,0,1,14.8
55.0,21.0035056866858,105.865842741088,Sổ hồng/Sổ đỏ,4.0,2.5,4,4,4,Cơ bản,0,0,20.0
40.0,21.0351424638751,105.810020622215,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Nhà trống,0,0,7.25
85.0,21.0046423608085,105.93833569515,Sổ hồng/Sổ đỏ,4.5,3.0,1,2,1,Cơ bản,0,0,8.4
42.0,21.0572807444683,105.75070654868,Sổ hồng/Sổ đỏ,4.0,2.5,5,6,4,Đầy đủ,0,0,8.0
34.0,21.0042960831757,105.828193541161,Sổ hồng/Sổ đỏ,4.5,2.5,5,3,4,Nhà trống,1,0,6.05
75.0,21.0170112,105.8484583,Sổ hồng/Sổ đỏ,5.25,30.0,3,3,3,Đầy đủ,1,2,40.5
30.0,20.9945954420613,105.849897540761,Sổ hồng/Sổ đỏ,3.2,5.0,4,4,3,Đầy đủ,0,1,7.3
76.0,20.9440490415963,105.703616232603,Giấy tờ khác,4.5,2.5,3,2,4,Đầy đủ,0,0,3.83
83.0,21.0117800231763,105.853615648201,Sổ hồng/Sổ đỏ,4.5,2.5,3,2,4,Nhà trống,0,0,50.0
58.0,21.0375915099984,105.791892865933,Sổ hồng/Sổ đỏ,5.2,12.0,5,4,4,Nhà trống,0,2,25.0
75.0,21.0325880017268,105.808859782547,Sổ hồng/Sổ đỏ,5.7,2.5,5,5,5,Nhà trống,0,0,20.5
48.0,21.0380993571706,105.797602150819,Sổ hồng/Sổ đỏ,6.0,5.0,7,6,6,Đầy đủ,0,1,12.0
50.0,21.042113771963,105.798027599494,Sổ hồng/Sổ đỏ,4.0,3.0,5,5,4,Cơ bản,0,0,11.5
97.0,21.0070000796197,105.809949273563,Sổ hồng/Sổ đỏ,8.0,3.0,3,4,3,Thỏa thuận,0,0,18.7
75.0,20.9966967644094,105.842505249545,Giấy tờ khác,5.8,2.5,5,4,4,Nhà trống,0,0,28.0
43.0,21.0461944445743,105.720121517675,Sổ hồng/Sổ đỏ,3.5,2.2,2,2,2,Đầy đủ,0,0,3.999
56.0,21.0165557508813,105.822723965809,Sổ hồng/Sổ đỏ,4.0,7.0,4,5,4,Đầy đủ,0,2,25.8
45.0,21.1173959285579,105.815166587643,Sổ hồng/Sổ đỏ,4.0,4.0,3,4,3,Cơ bản,1,1,5.5
120.0,20.9972241671355,105.794213509523,Giấy tờ khác,12.0,2.5,6,4,4,Cơ bản,1,0,49.9
162.0,21.07843817507488,105.81433508662124,Sổ hồng/Sổ đỏ,15.0,5.0,4,4,4,Nhà trống,0,1,65.0
35.0,20.96933711359699,105.89300246615068,Sổ hồng/Sổ đỏ,4.3,6.0,5,5,4,Cơ bản,1,1,7.8
42.0,21.0670976977222,105.797814801335,Sổ hồng/Sổ đỏ,3.8,2.5,5,4,4,Đầy đủ,1,0,8.78
35.0,21.0249418122819,105.907776339367,Sổ hồng/Sổ đỏ,4.5,2.5,6,3,4,Đầy đủ,0,0,11.8
70.0,21.0120177917053,105.791864614242,Sổ hồng/Sổ đỏ,4.5,2.5,7,4,4,Nhà trống,0,0,40.0
50.0,20.9709596872034,105.835144366356,Sổ hồng/Sổ đỏ,3.5,2.5,5,6,4,Đầy đủ,0,0,9.0
53.0,21.016227213018,105.822696737344,Sổ hồng/Sổ đỏ,5.0,6.0,7,4,6,Nhà trống,0,1,30.8
40.0,20.9957617728486,105.818018412983,Sổ hồng/Sổ đỏ,4.5,4.0,5,4,3,Đầy đủ,0,1,9.8
58.0,20.9438005197923,105.838166669386,Sổ hồng/Sổ đỏ,3.7,8.0,5,5,5,Đầy đủ,1,2,14.35
35.0,21.0651387700913,105.697881126215,Sổ hồng/Sổ đỏ,4.0,5.0,6,3,4,Đầy đủ,1,1,6.65
60.0,21.026429881894,105.893029740082,Giấy tờ khác,5.0,5.0,6,4,5,Đầy đủ,0,1,9.0
42.0,21.0348990734734,105.825406480512,Sổ hồng/Sổ đỏ,4.5,2.5,4,4,4,Thỏa thuận,0,0,8.8
145.0,20.9819031165385,105.87982666598,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Nhà trống,0,0,63.0
35.0,20.9680971301838,105.754987565016,Giấy tờ khác,6.0,3.0,5,4,4,Đầy đủ,0,0,8.0
58.0,20.9978065929795,105.816825317002,Sổ hồng/Sổ đỏ,4.5,8.0,5,4,3,Nhà trống,0,2,11.496
120.0,21.0624944383184,105.82901909577,Sổ hồng/Sổ đỏ,7.5,10.0,7,7,7,Đầy đủ,0,2,100.0
38.0,21.0025777934389,105.830061378077,Sổ hồng/Sổ đỏ,2.0,2.5,6,4,4,Đầy đủ,0,0,7.3
33.0,20.9829212047582,105.834928011069,Sổ hồng/Sổ đỏ,5.0,2.5,5,1,4,Nhà trống,0,0,7.3
25.0,21.051540053805,105.810553184728,Sổ hồng/Sổ đỏ,5.5,2.5,5,3,4,Đầy đủ,1,0,7.95
65.0,21.08905373771616,105.79417710902132,Sổ hồng/Sổ đỏ,5.0,4.5,6,7,7,Đầy đủ,0,1,15.6
40.0,21.01908414645277,105.90606425522414,Sổ hồng/Sổ đỏ,4.5,2.5,6,4,5,Thỏa thuận,0,0,8.25
80.0,21.0440845619212,105.872515109099,Sổ hồng/Sổ đỏ,4.5,4.0,7,4,4,Đầy đủ,0,1,26.8
90.0,21.060755079595,105.809192732338,Sổ hồng/Sổ đỏ,9.0,2.5,2,4,4,Thỏa thuận,0,0,43.0
73.0,21.0386517782033,105.934760313857,Sổ hồng/Sổ đỏ,6.6,3.0,1,3,3,Nhà trống,1,0,8.5
43.0,20.9998397251726,105.814018909614,Sổ hồng/Sổ đỏ,4.2,2.5,5,4,4,Đầy đủ,0,0,10.75
33.0,20.9643015677176,105.78344759572,Sổ hồng/Sổ đỏ,4.5,2.5,5,3,4,Đầy đủ,0,0,7.1
85.0,21.0896645967401,105.804937734109,Sổ hồng/Sổ đỏ,6.0,4.0,4,4,3,Thỏa thuận,1,1,18.5
130.0,21.0462486867802,105.799612011774,Sổ hồng/Sổ đỏ,8.0,10.0,5,7,4,Đầy đủ,0,2,55.0
30.0,20.997575087058,105.879581713111,Sổ hồng/Sổ đỏ,4.0,2.0,4,4,4,Thỏa thuận,0,0,5.8
47.0,21.040652415748,105.877614422568,Sổ hồng/Sổ đỏ,4.5,2.5,6,3,4,Đầy đủ,0,0,14.2
220.0,21.0319119546754,105.825189649786,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Nhà trống,0,0,65.0
108.0,21.0186922136331,105.792473188415,Sổ hồng/Sổ đỏ,5.2,2.5,6,6,5,Đầy đủ,0,0,32.8
49.0,21.040111471577,105.806415344837,Sổ hồng/Sổ đỏ,2.0,2.5,5,4,4,Nhà trống,1,0,10.85
68.0,20.9874452899812,105.818618287992,Sổ hồng/Sổ đỏ,4.5,2.5,4,2,2,Thỏa thuận,0,0,25.8
50.0,20.9821778595976,105.886505716211,Sổ hồng/Sổ đỏ,2.5,2.5,4,5,6,Nhà trống,0,0,12.5
60.0,21.0281780266796,105.89256245414,Sổ hồng/Sổ đỏ,4.0,4.0,6,4,5,Đầy đủ,0,1,18.6
44.0,20.9871665921639,105.838157996279,Sổ hồng/Sổ đỏ,4.0,6.0,6,3,4,Đầy đủ,0,1,19.8
48.0,20.9966287649034,105.826018175248,Sổ hồng/Sổ đỏ,4.0,6.0,5,4,4,Nhà trống,1,1,14.0
45.0,21.008299283212,105.712398476487,Sổ hồng/Sổ đỏ,4.2,7.0,4,3,3,Đầy đủ,0,2,10.5
40.0,20.9362793461094,105.830870277368,Sổ hồng/Sổ đỏ,4.0,3.0,4,4,4,Đầy đủ,0,0,5.85
35.0,21.088365176846008,105.79413040850751,Sổ hồng/Sổ đỏ,4.5,3.5,5,3,4,Đầy đủ,0,1,7.5
50.0,21.038066774868,105.87153714443,Sổ hồng/Sổ đỏ,6.0,17.0,7,3,7,Đầy đủ,0,2,11.0
33.0,20.9902982164247,105.820219670474,Sổ hồng/Sổ đỏ,4.0,2.5,4,4,3,Đầy đủ,0,0,7.6
35.0,21.0266042551576,105.893377627882,Sổ hồng/Sổ đỏ,5.0,3.0,5,3,4,Cơ bản,1,0,7.3
52.0,21.0002037472268,105.828073986598,Giấy tờ khác,15.0,2.5,5,4,4,Nhà trống,0,0,17.0
110.0,21.0458902650381,105.791400252446,Sổ hồng/Sổ đỏ,4.5,2.5,6,4,4,Nhà trống,0,0,35.0
45.0,20.9853974275644,105.850889999924,Sổ hồng/Sổ đỏ,2.5,2.5,6,5,5,Đầy đủ,1,0,12.38
138.0,20.9986982894125,105.828520071521,Sổ hồng/Sổ đỏ,4.5,2.5,3,4,4,Thỏa thuận,0,0,39.9
120.0,21.0174303031878,105.823870005986,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Nhà trống,1,0,50.0
103.0,21.0127570559938,105.820175831401,Sổ hồng/Sổ đỏ,5.0,7.0,7,4,4,Đầy đủ,0,2,53.0
65.0,21.0434226994857,105.786353313686,Sổ hồng/Sổ đỏ,4.0,7.0,5,6,4,Đầy đủ,0,2,25.0
35.0,20.966210049739,105.822183550793,Sổ hồng/Sổ đỏ,4.0,2.8,5,3,4,Đầy đủ,0,0,8.0
100.0,21.1874966461429,105.869212821025,Sổ hồng/Sổ đỏ,5.0,5.0,3,4,3,Cơ bản,0,1,8.86
103.0,21.0655946249844,105.897988020635,Giấy tờ khác,5.0,2.5,5,4,4,Nhà trống,0,0,35.3
40.0,21.0379389583221,105.774075919805,Sổ hồng/Sổ đỏ,4.0,2.5,5,6,7,Đầy đủ,0,0,10.89
70.0,21.0502508112255,105.741462163852,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Nhà trống,0,0,10.5
38.0,21.0476152528942,105.745341673399,Sổ hồng/Sổ đỏ,4.5,2.5,5,7,4,Nhà trống,0,0,6.9
60.0,20.9702092111689,105.770058097865,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Nhà trống,0,0,11.5
30.0,21.0520806205695,105.709804048581,Sổ hồng/Sổ đỏ,3.9,2.7,5,3,4,Cơ bản,0,0,5.85
135.0,20.9908596974065,105.813588944832,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Thỏa thuận,0,0,74.25
35.0,21.0325625678905,105.916201203337,Sổ hồng/Sổ đỏ,4.0,3.0,5,5,5,Nhà trống,1,0,7.0
52.0,21.0434564573199,105.737762322243,Sổ hồng/Sổ đỏ,4.5,2.0,4,4,3,Đầy đủ,1,0,5.85
56.0,21.0285821989677,105.917787570938,Sổ hồng/Sổ đỏ,4.11,4.11,6,1,4,Đầy đủ,0,1,18.8
42.0,21.0626798389436,105.807456314745,Sổ hồng/Sổ đỏ,6.0,30.0,5,4,4,Đầy đủ,0,2,9.35
50.0,20.9811412846685,105.75217623336,Sổ hồng/Sổ đỏ,4.7,16.0,7,4,4,Đầy đủ,0,2,19.1
36.0,20.93090017430911,105.74099652464466,Sổ hồng/Sổ đỏ,4.5,36.0,3,3,3,Thỏa thuận,0,2,4.2
122.0,21.0019004636091,105.846543696216,Sổ hồng/Sổ đỏ,6.5,2.5,5,4,4,Nhà trống,1,0,66.0
33.0,21.0007010987027,105.828853340344,Sổ hồng/Sổ đỏ,3.8,20.0,6,4,5,Đầy đủ,1,2,8.9
67.0,20.9705326240925,105.762427692689,Sổ hồng/Sổ đỏ,4.3,2.5,4,4,4,Đầy đủ,0,0,12.5
30.0,21.0566796158492,105.895787483604,Giấy tờ khác,3.8,2.5,5,3,4,Thỏa thuận,0,0,7.3
67.0,21.0350490337016,105.825434132756,Sổ hồng/Sổ đỏ,5.0,2.5,5,4,4,Nhà trống,0,0,20.9
37.0,21.0029937517114,105.869990520101,Sổ hồng/Sổ đỏ,4.5,2.5,5,3,4,Nhà trống,0,0,7.0
49.0,21.02377691992,105.774197580189,Sổ hồng/Sổ đỏ,4.5,2.5,6,11,11,Đầy đủ,0,0,9.3
100.0,21.0327860574774,105.808976276875,Sổ hồng/Sổ đỏ,4.5,8.0,4,7,7,Cơ bản,0,2,45.0
30.0,21.0459492776288,105.719926249289,Sổ hồng/Sổ đỏ,3.4,1.8,4,3,3,Đầy đủ,0,0,4.9
41.0,21.0033522609385,105.810911582661,Sổ hồng/Sổ đỏ,4.0,3.0,4,4,3,Cơ bản,0,0,7.7
45.0,20.9906902933391,105.864609845979,Hợp đồng mua bán,2.0,2.0,3,3,3,Thỏa thuận,1,0,3.5
40.0,21.0336239320144,105.916287684681,Sổ hồng/Sổ đỏ,10.0,6.0,7,4,5,Đầy đủ,1,1,12.7
33.0,21.0048829132946,105.749138270903,Sổ hồng/Sổ đỏ,3.5,3.0,5,3,4,Đầy đủ,0,0,6.5
50.5,21.02643766945,105.884405560791,Sổ hồng/Sổ đỏ,5.0,6.0,4,4,4,Nhà trống,0,1,9.0
33.0,21.0384402256775,105.934961300365,Sổ hồng/Sổ đỏ,2.0,2.5,5,3,4,Đầy đủ,0,0,5.48
50.0,21.0280129798976,105.89274900207,Sổ hồng/Sổ đỏ,4.0,2.5,5,4,4,Đầy đủ,0,0,9.0
50.0,21.059510189604,105.783356837548,Sổ hồng/Sổ đỏ,6.0,6.0,6,4,5,Đầy đủ,1,1,16.89
40.0,21.0215197096707,105.833662996651,Sổ hồng/Sổ đỏ,5.5,2.5,7,7,7,Đầy đủ,0,0,13.5
58.0,21.0060744739538,105.831112574521,Sổ hồng/Sổ đỏ,6.0,5.0,6,5,4,Đầy đủ,0,1,17.0
35.0,21.0451401188346,105.78123479253,Giấy tờ khác,4.0,3.0,6,5,5,Đầy đủ,0,0,11.6
45.0,20.9976279747031,105.843130409857,Sổ hồng/Sổ đỏ,4.5,2.5,4,4,3,Nhà trống,0,0,9.2
35.0,21.0117064498439,105.90735739097,Sổ hồng/Sổ đỏ,4.7,2.5,5,3,4,Đầy đủ,0,0,5.95
84.0,21.0314941887611,105.780318546349,Sổ hồng/Sổ đỏ,4.5,2.5,6,11,4,Nhà trống,0,0,22.3
79.0,21.0349085131541,105.799689601327,Sổ hồng/Sổ đỏ,9.0,2.5,4,5,7,Thỏa thuận,1,0,22.8
35.0,21.0739529577167,105.813464288539,Sổ hồng/Sổ đỏ,3.5,3.0,5,4,5,Đầy đủ,0,0,9.7
120.0,21.0413948832978,105.815218164901,Sổ hồng/Sổ đỏ,6.0,2.5,5,4,4,Đầy đủ,0,0,37.0
50.0,21.0102179273566,105.831380570473,Sổ hồng/Sổ đỏ,3.1,6.0,4,4,3,Đầy đủ,0,1,17.0
84.0,21.0393785144197,105.851588708828,Sổ hồng/Sổ đỏ,4.1,2.5,3,2,2,Đầy đủ,0,0,65.0
36.0,21.0035728647569,105.810985775925,Sổ hồng/Sổ đỏ,4.5,2.5,5,3,4,Cơ bản,0,0,7.0
