area,lat,lon,legal,front_width,access_road,floors,bedrooms,bathrooms,interior,is_corner,road_class,price
62.0,20.9979406799977,105.817309336878,Sổ hồng/Sổ đỏ,8.0,12.0,3,5,4,Đầy đủ,0,2,28.5
57.3,21.0349033025088,105.825311108378,Sổ hồng/Sổ đỏ,5.0,2.5,3,3,2,Đầy đủ,1,0,8.6
33.3,20.940864176221,105.735445797036,Sổ hồng/Sổ đỏ,4.5,4.0,3,3,3,Nhà trống,0,1,2.95
32.0,21.0643848471632,105.779298465046,Sổ hồng/Sổ đỏ,4.0,2.5,5,4,4,Đầy đủ,0,0,5.7
86.5,20.9855336265676,105.785670021829,Sổ hồng/Sổ đỏ,4.5,20.0,4,6,4,Đầy đủ,1,2,49.5
60.0,21.0362078762971,105.778552638635,Sổ hồng/Sổ đỏ,5.0,2.5,2,4,4,Nhà trống,1,0,16.5
98.0,20.9952659363754,105.86024109782,Sổ hồng/Sổ đỏ,6.0,12.0,5,7,6,Cơ bản,0,2,27.0
55.0,20.9962054287403,105.857459382664,Sổ hồng/Sổ đỏ,4.5,6.0,7,4,4,Nhà trống,0,1,9.0
66.0,20.995071425445,105.856679067456,Sổ hồng/Sổ đỏ,4.5,8.0,5,4,4,Nhà trống,0,2,20.5
40.0,21.053807866948,105.808435274709,Sổ hồng/Sổ đỏ,4.5,3.5,5,3,4,Đầy đủ,0,1,13.3
180.0,21.0053011706516,105.804723404659,Sổ hồng/Sổ đỏ,10.0,5.0,4,5,5,Đầy đủ,1,1,42.0
71.0,21.0024112674333,105.809888762178,Sổ hồng/Sổ đỏ,4.9,3.0,5,9,4,Đầy đủ,1,0,14.2
58.0,21.0136961718065,105.781572793689,Sổ hồng/Sổ đỏ,3.9,2.5,5,4,5,Đầy đủ,0,0,17.8
53.0,21.0155114331477,105.813105127447,Sổ hồng/Sổ đỏ,3.5,4.0,4,5,4,Đầy đủ,0,1,20.0
39.0,21.04569673333789,105.92426285147668,Sổ hồng/Sổ đỏ,4.5,4.5,5,3,4,Đầy đủ,0,1,7.35
45.0,21.0379184415587,105.829924129935,Sổ hồng/Sổ đỏ,4.0,2.5,4,4,3,Đầy đủ,1,0,11.8
52.0,20.9858726799919,105.850860883006,Sổ hồng/Sổ đỏ,4.5,2.5,6,4,4,Cơ bản,1,0,15.6
70.0,21.0496818459979,105.806972593062,Sổ hồng/Sổ đỏ,20.0,2.5,7,4,4,Nhà trống,1,0,47.0
33.0,20.9460568706412,105.722248585325,Giấy tờ khác,3.3,5.0,5,7,4,Đầy đủ,0,1,4.8
82.0,21.0081907176403,105.743332270101,Sổ hồng/Sổ đỏ,5.0,3.0,4,4,4,Đầy đủ,0,0,12.8
83.8,21.2188392891725,105.804598478313,Sổ hồng/Sổ đỏ,4.5,6.0,3,4,4,Nhà trống,0,1,14.0
90.0,21.0119363459279,105.77059643718,Sổ hồng/Sổ đỏ,3.5,2.5,7,4,4,Đầy đủ,0,0,21.0
50.0,21.0058089391099,105.74849835885,Sổ hồng/Sổ đỏ,4.2,2.5,8,12,4,Đầy đủ,0,0,10.75
59.0,20.9997865519066,105.820824836932,Sổ hồng/Sổ đỏ,4.5,3.0,4,4,3,Cơ bản,0,0,15.7
63.0,21.0167965206778,105.832239675769,Sổ hồng/Sổ đỏ,4.6,2.5,7,4,4,Đầy đủ,1,0,13.9
40.0,21.0022096398015,105.835484103941,Sổ hồng/Sổ đỏ,5.0,2.5,6,4,5,Đầy đủ,0,0,13.18
47.0,21.06042387034664,105.8687622666181,Sổ hồng/Sổ đỏ,4.6,4.0,6,3,3,Đầy đủ,0,1,15.6
42.0,21.0143686605118,105.810415775539,Sổ hồng/Sổ đỏ,4.5,2.5,5,10,10,Cơ bản,0,0,11.5
100.0,20.9731195504959,105.866068821797,Sổ hồng/Sổ đỏ,6.7,40.0,3,3,4,Đầy đủ,0,2,16.5
55.0,21.0023039648908,105.829762864731,Sổ hồng/Sổ đỏ,7.0,10.0,3,4,4,Nhà trống,0,2,25.0
47.0,20.9791428026554,105.796048831609,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Cơ bản,0,0,6.9
46.0,21.0556959098332,105.808801963528,Sổ hồng/Sổ đỏ,7.0,2.5,5,4,4,Nhà trống,0,0,15.2
72.0,21.0364075270524,105.922535929325,Sổ hồng/Sổ đỏ,6.1,2.5,5,6,7,Đầy đủ,0,0,15.8
65.3,21.0230326787207,105.794508947827,Sổ hồng/Sổ đỏ,5.0,2.5,5,9,10,Đầy đủ,0,0,13.0
136.0,21.0679187012824,105.788269707527,Sổ hồng/Sổ đỏ,8.6,30.0,4,4,4,Thỏa thuận,1,2,65.0
65.0,21.0498361570756,105.866438434082,Sổ hồng/Sổ đỏ,13.0,4.0,5,5,6,Đầy đủ,0,1,18.0
60.0,20.9952595106839,105.856674253017,Sổ hồng/Sổ đỏ,4.5,2.5,5,9,9,Đầy đủ,1,0,14.5
67.0,21.025854489673,105.889084483561,Sổ hồng/Sổ đỏ,4.5,13.0,7,5,6,Đầy đủ,0,2,20.45
155.0,21.0336253521599,105.813630496885,Sổ hồng/Sổ đỏ,4.5,2.5,9,4,4,Đầy đủ,0,0,93.0
46.0,20.9953914987187,105.817880607553,Sổ hồng/Sổ đỏ,4.0,2.5,6,7,5,Cơ bản,0,0,18.3
120.0,3.0,105.843598039865,Sổ hồng/Sổ đỏ,8.4,15.0,6,8,8,Cơ bản,1,2,45.9
34.5,21.0022286150636,105.860565174136,Sổ hồng/Sổ đỏ,3.0,3.3,4,4,3,Nhà trống,0,0,10.5
34.0,21.0690741275335,105.728801050461,Sổ hồng/Sổ đỏ,4.5,2.5,5,3,3,Nhà trống,0,0,5.4
38.0,21.0087937368853,105.824329650561,Sổ hồng/Sổ đỏ,8.0,2.5,5,4,4,Đầy đủ,0,0,7.2
45.0,21.0389838387679,105.76985354455,Sổ hồng/Sổ đỏ,4.1,6.0,7,4,7,Cơ bản,1,1,15.8
50.0,21.0306600426773,105.768920868395,Sổ hồng/Sổ đỏ,5.25,2.5,4,5,5,Thỏa thuận,0,0,13.5
48.0,21.0190566568838,105.906402978962,Sổ hồng/Sổ đỏ,3.5,2.6,5,3,3,Cơ bản,0,0,9.5
45.0,21.0158252634836,105.810176544374,Sổ hồng/Sổ đỏ,4.0,10.0,6,4,5,Đầy đủ,0,2,24.0
76.0,21.0587170692238,105.901406228156,Sổ hồng/Sổ đỏ,4.5,13.5,5,5,5,Đầy đủ,0,2,31.0
40.0,20.978660125113063,105.78623905777933,Sổ hồng/Sổ đỏ,5.0,7.0,4,4,4,Đầy đủ,1,2,10.0
60.0,21.0437430542078,105.87249396039,Sổ hồng/Sổ đỏ,4.0,12.0,4,4,3,Đầy đủ,0,2,38.0
45.0,21.0514206692838,105.766778095788,Sổ hồng/Sổ đỏ,12.0,2.5,5,4,4,Cơ bản,0,0,12.9
35.0,20.9819377726332,105.879963189954,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Thỏa thuận,0,0,6.78
100.0,21.031399,105.7883883,Sổ hồng/Sổ đỏ,6.0,2.5,8,4,4,Đầy đủ,1,0,70.0
55.0,21.0644745670585,105.806244113745,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,3,Đầy đủ,0,0,16.0
32.0,21.0560682297099,105.902256801271,Sổ hồng/Sổ đỏ,5.6,2.5,5,3,4,Nhà trống,1,0,5.6
43.0,20.9754018912482,105.786939224712,Sổ hồng/Sổ đỏ,4.5,5.0,5,6,6,Cơ bản,0,1,12.0
35.0,21.0384490802735,105.826843088673,Sổ hồng/Sổ đỏ,3.8,2.5,4,4,4,Đầy đủ,1,0,10.0
54.0,21.0090357884198,105.856582748659,Sổ hồng/Sổ đỏ,4.5,2.5,5,2,4,Đầy đủ,1,0,11.9
44.0,21.0545156686424,105.715575752723,Sổ hồng/Sổ đỏ,4.0,2.5,5,6,4,Đầy đủ,0,0,8.2
65.0,20.9433820826117,105.855334022762,Sổ hồng/Sổ đỏ,4.5,2.5,3,5,4,Đầy đủ,1,0,12.0
66.5,20.9683006309248,105.772588515073,Sổ hồng/Sổ đỏ,4.5,2.5,5,2,4,Đầy đủ,1,0,22.0
45.0,20.9980037960217,105.8218761817,Sổ hồng/Sổ đỏ,3.8,2.5,5,3,4,Đầy đủ,0,0,16.5
31.0,21.1046170102671,105.773673352609,Sổ hồng/Sổ đỏ,3.1,5.0,4,4,3,Đầy đủ,0,1,4.6
30.0,21.0712369853407,105.794142605547,Sổ hồng/Sổ đỏ,5.0,2.5,5,3,3,Cơ bản,1,0,9.1
40.0,21.0036561802183,105.782637884468,Sổ hồng/Sổ đỏ,3.6,3.0,4,3,3,Đầy đủ,0,0,9.2
25.0,20.9680858153474,105.772569666222,Sổ hồng/Sổ đỏ,3.5,2.5,3,2,2,Đầy đủ,0,0,5.2
33.0,21.0497796644812,105.866748155367,Sổ hồng/Sổ đỏ,4.2,5.0,5,3,4,Đầy đủ,0,1,7.6
45.0,20.9986939924251,105.721905140245,Giấy tờ khác,4.5,12.0,6,4,4,Đầy đủ,0,2,12.5
46.0,20.9932831119198,105.836455926319,Sổ hồng/Sổ đỏ,4.0,2.5,1,1,1,Nhà trống,0,0,14.0
80.0,21.0404834920027,105.877190780146,Sổ hồng/Sổ đỏ,4.8,20.0,4,4,4,Đầy đủ,0,2,42.0
88.0,21.0516705825626,105.810833475268,Sổ hồng/Sổ đỏ,6.0,2.5,5,4,4,Thỏa thuận,0,0,19.0
48.05,21.1088331479269,105.771231250362,Sổ hồng/Sổ đỏ,4.5,2.5,3,3,2,Đầy đủ,0,0,4.35
32.0,20.9886083855158,105.856891601781,Sổ hồng/Sổ đỏ,4.0,2.5,5,3,4,Nhà trống,1,0,11.2
65.0,20.9822529725282,105.886532126753,Sổ hồng/Sổ đỏ,5.0,6.0,6,5,5,Đầy đủ,0,1,14.7
93.0,21.03627415603582,105.76076639932651,Sổ hồng/Sổ đỏ,6.0,5.0,5,4,4,Đầy đủ,0,1,48.5
60.0,21.03388476294706,105.8148190359889,Sổ hồng/Sổ đỏ,4.6,2.5,5,4,4,Nhà trống,0,0,29.6
33.0,20.9361009401231,105.848644963675,Sổ hồng/Sổ đỏ,4.5,2.5,6,4,4,Đầy đủ,0,0,12.5
100.0,21.0537676429159,105.89258872402,Sổ hồng/Sổ đỏ,6.0,2.5,6,4,4,Đầy đủ,0,0,43.999
40.0,21.038551451897,105.934938714827,Sổ hồng/Sổ đỏ,4.7,3.0,5,3,4,Đầy đủ,0,0,8.3
75.0,21.0319252,105.8431763,Sổ hồng/Sổ đỏ,6.0,4.5,6,4,4,Đầy đủ,1,1,29.5
51.0,20.99623601726,105.821888663126,Sổ hồng/Sổ đỏ,3.8,3.0,4,4,3,Đầy đủ,0,0,15.4
30.0,21.0031791591441,105.853262714886,Sổ hồng/Sổ đỏ,4.7,2.5,6,3,4,Đầy đủ,0,0,9.5
37.0,20.9978124701296,105.821934533819,Sổ hồng/Sổ đỏ,12.0,2.5,4,4,4,Đầy đủ,1,0,13.9
110.0,21.0427171,105.8241613,Sổ hồng/Sổ đỏ,7.0,2.5,7,4,4,Đầy đủ,0,0,45.0
30.0,21.0319871068978,105.827194810987,Sổ hồng/Sổ đỏ,4.2,30.0,4,3,4,Thỏa thuận,1,2,22.8
35.0,21.0287172859972,105.812688301621,Sổ hồng/Sổ đỏ,6.5,2.5,4,5,4,Nhà trống,0,0,9.8
90.0,21.0458716385424,105.799292055039,Sổ hồng/Sổ đỏ,4.5,3.0,8,4,4,Nhà trống,1,0,42.0
60.0,21.0077920603534,105.823613497062,Sổ hồng/Sổ đỏ,4.7,2.5,4,4,4,Nhà trống,1,0,22.9
65.0,21.0320036071017,105.843225739138,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Thỏa thuận,0,0,21.0
116.0,21.0452820633596,105.762444161674,Sổ hồng/Sổ đỏ,8.26,2.5,5,4,4,Nhà trống,0,0,42.5
40.0,21.0282776650529,105.828022019764,Sổ hồng/Sổ đỏ,4.0,2.5,4,3,4,Cơ bản,0,0,7.3
43.0,20.9685206663388,105.779811479101,Sổ hồng/Sổ đỏ,6.0,6.0,5,1,4,Cơ bản,1,1,10.8
60.0,21.0323484,105.8507012,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Đầy đủ,0,0,36.0
48.0,20.9880305941064,105.800888432242,Sổ hồng/Sổ đỏ,4.5,2.5,6,11,11,Đầy đủ,0,0,10.9
150.0,21.0566110655293,105.87040059685,Sổ hồng/Sổ đỏ,4.5,2.5,7,4,4,Nhà trống,0,0,49.0
36.0,21.0216105017099,105.801023267419,Sổ hồng/Sổ đỏ,6.5,5.0,5,6,4,Đầy đủ,1,1,15.5
110.0,21.0166103,105.8532494,Sổ hồng/Sổ đỏ,5.0,2.5,4,4,4,Thỏa thuận,0,0,70.0
42.0,21.0322634843263,105.799493988169,Sổ hồng/Sổ đỏ,4.5,4.0,6,4,5,Nhà trống,1,1,11.4
40.0,21.036878940746963,105.87296057492496,Sổ hồng/Sổ đỏ,6.0,3.0,4,3,3,Đầy đủ,0,0,9.0
30.0,21.0352663409508,105.810085359354,Sổ hồng/Sổ đỏ,9.0,2.5,4,4,4,Nhà trống,1,0,5.1
41.0,21.0091330777896,105.856305887214,Sổ hồng/Sổ đỏ,5.5,2.5,5,4,4,Nhà trống,0,0,13.4
65.0,20.9700391985872,105.773792794212,Sổ hồng/Sổ đỏ,4.5,10.0,1,2,1,Đầy đủ,0,2,15.0
56.0,20.9705367851013,105.786622854766,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Thỏa thuận,0,0,13.0
25.0,20.98494813147,105.785609606869,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Đầy đủ,0,0,8.15
79.0,20.9968641566124,105.82427619021,Sổ hồng/Sổ đỏ,4.6,10.0,5,8,8,Đầy đủ,0,2,25.0
111.0,21.0009275671147,105.829092134332,Sổ hồng/Sổ đỏ,4.7,2.5,8,4,4,Nhà trống,0,0,37.0
110.0,21.0173477751892,105.936583243082,Sổ hồng/Sổ đỏ,5.3,15.0,1,1,1,Cơ bản,0,2,18.48
28.0,20.9946494295499,105.84954830581,Sổ hồng/Sổ đỏ,4.0,2.5,4,3,3,Đầy đủ,0,0,4.2
45.0,21.0040475801858,105.821574692252,Sổ hồng/Sổ đỏ,4.5,2.5,6,4,4,Đầy đủ,0,0,9.2
62.0,21.0135854016783,105.7686351918,Sổ hồng/Sổ đỏ,9.0,3.0,8,12,12,Đầy đủ,0,0,15.0
45.0,21.0378469807719,105.773537927038,Sổ hồng/Sổ đỏ,7.0,3.0,6,8,8,Đầy đủ,1,0,11.2
135.0,21.0367368802731,105.785436639021,Sổ hồng/Sổ đỏ,10.5,2.5,8,4,4,Nhà trống,0,0,75.0
134.0,21.044506706167,105.84102217977,Sổ hồng/Sổ đỏ,12.0,2.5,3,4,4,Thỏa thuận,0,0,55.0
50.0,21.0428154088743,105.824060179296,Sổ hồng/Sổ đỏ,4.2,2.5,5,3,4,Đầy đủ,1,0,11.8
82.0,21.0357853519915,105.851240972718,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Thỏa thuận,0,0,50.0
44.0,21.0253636535292,105.827544338085,Sổ hồng/Sổ đỏ,4.0,4.0,4,4,4,Đầy đủ,0,1,7.8
60.0,21.0124196635086,105.77094333587,Sổ hồng/Sổ đỏ,4.5,2.5,7,11,11,Nhà trống,0,0,13.5
48.0,20.9805859229633,105.844065481677,Sổ hồng/Sổ đỏ,6.0,2.5,5,5,6,Đầy đủ,0,0,10.8
55.0,20.9849985778319,105.857910098704,Sổ hồng/Sổ đỏ,4.5,4.0,6,4,4,Đầy đủ,0,1,19.5
80.0,21.0008302542027,105.829189156042,Sổ hồng/Sổ đỏ,3.6,2.5,7,8,8,Nhà trống,0,0,23.2
62.0,21.0046557696599,105.821848337727,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Đầy đủ,1,0,13.9
30.0,21.0848390515268,105.756299383379,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Nhà trống,1,0,5.0
40.0,20.9917685538275,105.838560306699,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Nhà trống,1,0,13.9
40.0,21.036829589365,105.786260707185,Sổ hồng/Sổ đỏ,4.0,18.0,5,6,5,Đầy đủ,0,2,21.6
36.0,21.0479660685757,105.81437899718,Sổ hồng/Sổ đỏ,4.6,3.0,5,3,4,Đầy đủ,0,0,5.2
40.0,20.9939613492956,105.760500963196,Sổ hồng/Sổ đỏ,4.0,3.0,3,3,3,Thỏa thuận,0,0,6.15
36.0,20.99972722772624,105.81586439162491,Sổ hồng/Sổ đỏ,4.5,2.5,5,3,4,Đầy đủ,0,0,8.35
62.0,20.9950237144931,105.800186908782,Sổ hồng/Sổ đỏ,4.5,5.0,5,6,5,Đầy đủ,0,1,24.8
135.0,21.0778393602251,105.817497820598,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Thỏa thuận,0,0,88.0
40.0,20.9955910757752,105.817558733327,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Đầy đủ,0,0,7.4
150.0,21.0375900714956,105.801008908858,Sổ hồng/Sổ đỏ,9.0,2.5,5,4,4,Nhà trống,0,0,38.5
55.0,21.0399116490869,105.827722113655,Sổ hồng/Sổ đỏ,5.2,5.0,7,6,7,Đầy đủ,0,1,24.8
56.6,20.9991868108464,105.801404298631,Sổ hồng/Sổ đỏ,4.5,5.0,7,4,4,Đầy đủ,0,1,29.0
42.0,0.0,0.0,Sổ hồng/Sổ đỏ,3.8,2.5,7,4,4,Đầy đủ,1,0,8.55
78.0,21.030494825116,105.769316545834,Sổ hồng/Sổ đỏ,4.6,5.5,6,11,10,Đầy đủ,0,1,25.5
32.1,20.9307332852592,105.717165695543,Sổ hồng/Sổ đỏ,3.4,3.0,3,3,3,Đầy đủ,0,0,2.8
60.0,21.0331847381117,105.830548786154,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Nhà trống,0,0,23.99
59.8,21.0012926399971,105.854393095345,Sổ hồng/Sổ đỏ,5.0,2.5,5,12,12,Đầy đủ,0,0,15.5
38.0,20.9820149356483,105.880033204802,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Đầy đủ,1,0,7.3
85.2,21.0154119458565,105.812932056646,Sổ hồng/Sổ đỏ,4.0,2.0,4,4,4,Cơ bản,0,0,22.5
48.0,21.0200123930552,105.808082023711,Sổ hồng/Sổ đỏ,2.0,2.5,5,3,4,Thỏa thuận,0,0,8.9
70.0,21.0059933326641,105.835658553188,Sổ hồng/Sổ đỏ,6.0,2.5,8,10,10,Cơ bản,0,0,39.0
45.0,20.9784233592171,105.891216373433,Sổ hồng/Sổ đỏ,4.5,2.5,5,5,4,Đầy đủ,0,0,6.08
73.0,21.00228460624446,105.75041538639088,Sổ hồng/Sổ đỏ,3.1,2.5,7,4,4,Đầy đủ,1,0,17.179
56.0,21.0382499612052,105.87231299868,Sổ hồng/Sổ đỏ,4.0,4.0,7,5,5,Đầy đủ,0,1,17.0
110.0,20.9707668509486,105.777972897982,Sổ hồng/Sổ đỏ,5.1,10.0,5,4,4,Đầy đủ,0,2,40.0
41.0,21.0159290405273,105.838570656411,Sổ hồng/Sổ đỏ,4.6,3.0,6,4,4,Đầy đủ,0,0,9.6
42.0,21.0665632269352,105.826132920865,Giấy tờ khác,4.5,2.5,5,4,4,Đầy đủ,0,0,13.8
70.0,21.0377983474767,105.800878352427,Sổ hồng/Sổ đỏ,5.1,3.0,9,8,4,Đầy đủ,0,0,45.0
35.5,21.016117017409,105.828299715867,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Nhà trống,1,0,10.0
98.0,21.0382957769006,105.77339519235,Sổ hồng/Sổ đỏ,4.6,15.0,5,4,4,Cơ bản,0,2,26.2
50.0,20.9652698015831,105.768160778259,Sổ hồng/Sổ đỏ,4.0,10.0,4,4,4,Đầy đủ,0,2,12.5
36.0,21.0294795247819,105.74464835206,Sổ hồng/Sổ đỏ,4.9,3.0,4,3,4,Thỏa thuận,0,0,6.99
31.0,21.0714247027969,105.7774634623,Sổ hồng/Sổ đỏ,3.5,3.0,5,3,4,Đầy đủ,0,0,6.7
38.0,20.9815814309754,105.771656836566,Sổ hồng/Sổ đỏ,4.2,5.0,6,4,5,Đầy đủ,1,1,12.0
52.0,21.0191081417385,105.90639387196,Sổ hồng/Sổ đỏ,3.4,2.0,4,4,3,Đầy đủ,1,0,7.8
105.0,21.0450232720503,105.799537439508,Giấy tờ khác,6.6,2.5,7,4,4,Nhà trống,0,0,52.0
90.0,20.9854272798205,105.786033395526,Sổ hồng/Sổ đỏ,6.0,18.0,5,5,5,Đầy đủ,0,2,24.0
50.0,21.0118711115749,105.864766096381,Sổ hồng/Sổ đỏ,5.0,10.0,5,3,4,Cơ bản,1,2,40.0
39.0,21.045016516383,105.781222342619,Sổ hồng/Sổ đỏ,4.0,2.5,6,4,5,Đầy đủ,0,0,10.5
41.0,20.9747367210022,105.785888138703,Sổ hồng/Sổ đỏ,10.0,2.5,6,4,4,Đầy đủ,1,0,14.0
82.0,21.0166746575269,105.822697714153,Sổ hồng/Sổ đỏ,3.4,4.0,7,10,7,Đầy đủ,1,1,25.95
66.0,21.0716793059124,105.777364950765,Sổ hồng/Sổ đỏ,4.5,2.5,6,4,4,Đầy đủ,0,0,11.3
38.0,21.0328442648357,105.791596395875,Giấy tờ khác,4.0,40.0,7,4,4,Nhà trống,0,2,30.0
40.0,21.00388716661277,105.74971843510866,Sổ hồng/Sổ đỏ,4.0,2.5,6,4,4,Đầy đủ,0,0,6.4
50.0,20.9666882587559,105.77669170878,Sổ hồng/Sổ đỏ,4.5,6.0,4,4,3,Đầy đủ,0,1,12.9
26.0,20.9953864031961,105.817870033077,Sổ hồng/Sổ đỏ,3.2,2.5,5,3,4,Đầy đủ,0,0,6.9
45.0,20.9946523541166,105.849462991302,Sổ hồng/Sổ đỏ,4.5,4.0,5,3,4,Đầy đủ,1,1,12.35
78.0,21.0222461445035,105.798217299971,Sổ hồng/Sổ đỏ,6.0,7.0,6,4,4,Đầy đủ,0,2,32.3
85.0,21.0841203765449,105.808151135006,Sổ hồng/Sổ đỏ,4.5,6.0,4,6,6,Đầy đủ,0,1,29.6
45.0,21.0306618767511,105.776472036105,Sổ hồng/Sổ đỏ,5.0,2.5,7,11,11,Đầy đủ,0,0,12.0
31.0,20.993215746274103,105.85504861548544,Sổ hồng/Sổ đỏ,3.3,4.0,5,3,4,Thỏa thuận,0,1,8.3
39.5,21.0501970416201,105.789812975433,Sổ hồng/Sổ đỏ,4.5,2.5,5,3,4,Thỏa thuận,1,0,7.0
50.0,21.0317170853362,105.825053526735,Giấy tờ khác,5.5,2.5,5,4,4,Thỏa thuận,0,0,13.45
31.0,20.9422693357776,105.850420472413,Sổ hồng/Sổ đỏ,5.5,2.0,5,5,5,Nhà trống,1,0,7.19
42.0,20.9966105366164,105.826137242355,Sổ hồng/Sổ đỏ,4.0,2.5,5,6,4,Đầy đủ,0,0,14.85
30.0,21.0141124704325,105.821402380714,Sổ hồng/Sổ đỏ,4.0,15.0,4,4,4,Đầy đủ,0,2,20.0
42.0,21.0022744256762,105.829584481304,Sổ hồng/Sổ đỏ,5.0,2.5,6,4,4,Đầy đủ,0,0,13.5
100.0,21.043058214518,105.802611290192,Sổ hồng/Sổ đỏ,5.5,6.0,5,5,4,Thỏa thuận,0,1,29.99
30.0,20.9983821867691,105.850353321981,Sổ hồng/Sổ đỏ,5.0,2.5,5,3,4,Cơ bản,0,0,6.7
100.0,21.0656395127136,105.828336105472,Sổ hồng/Sổ đỏ,5.0,7.0,2,2,1,Nhà trống,0,2,46.5
45.0,21.0002278079501,105.863657502108,Sổ hồng/Sổ đỏ,4.5,2.5,7,4,4,Đầy đủ,1,0,16.48
120.0,21.0479899,105.8144873,Sổ hồng/Sổ đỏ,6.5,2.5,5,4,4,Đầy đủ,1,0,70.0
49.1,20.9821392444355,105.879849915882,Sổ hồng/Sổ đỏ,5.5,2.5,5,6,3,Đầy đủ,0,0,13.5
47.0,21.0650575347671,105.71622904811,Sổ hồng/Sổ đỏ,3.8,8.0,5,5,4,Đầy đủ,0,2,10.5
75.0,21.046789015353404,105.87600084470913,Sổ hồng/Sổ đỏ,3.5,15.0,4,2,3,Cơ bản,0,2,11.95
35.0,20.9983499979477,105.817380520187,Sổ hồng/Sổ đỏ,3.0,3.0,5,4,4,Đầy đủ,0,0,9.85
75.0,21.0261547727887,105.822166183764,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Thỏa thuận,1,0,25.0
30.0,20.971439591700623,105.7448572665453,Sổ hồng/Sổ đỏ,4.2,3.0,5,3,4,Đầy đủ,0,0,5.1
53.0,21.0002982682954,105.828415018118,Sổ hồng/Sổ đỏ,3.8,4.0,4,4,4,Thỏa thuận,0,1,18.0
70.0,21.0082561376576,105.74316612413,Sổ hồng/Sổ đỏ,4.5,4.0,5,4,4,Đầy đủ,1,1,9.6
40.0,20.966088935477,105.770688856251,Sổ hồng/Sổ đỏ,4.0,12.0,4,2,4,Đầy đủ,1,2,15.0
71.0,21.032267877442,105.90040572903,Sổ hồng/Sổ đỏ,5.5,5.0,7,4,6,Đầy đủ,0,1,32.5
90.0,21.0239890075469,105.816095321003,Sổ hồng/Sổ đỏ,6.0,36.0,9,4,9,Đầy đủ,0,2,57.0
48.0,21.0166935778503,105.822600209409,Sổ hồng/Sổ đỏ,3.5,5.0,5,4,4,Nhà trống,0,1,16.9
125.0,20.987485946908,105.818558440757,Sổ hồng/Sổ đỏ,5.2,5.2,5,4,4,Nhà trống,0,1,32.0
35.0,20.974321157247,105.894015261887,Sổ hồng/Sổ đỏ,4.1,2.5,5,3,4,Đầy đủ,1,0,6.8
47.0,21.0348184586791,105.770198246707,Sổ hồng/Sổ đỏ,4.5,2.5,7,4,4,Đầy đủ,1,0,15.8
64.0,21.0090802829526,105.860049722217,Sổ hồng/Sổ đỏ,5.0,2.5,4,4,4,Đầy đủ,0,0,15.6
70.0,21.0514559,105.8109757,Sổ hồng/Sổ đỏ,6.0,2.5,4,4,4,Đầy đủ,0,0,25.8
55.0,20.9978578419733,105.821903023893,Sổ hồng/Sổ đỏ,4.5,2.5,5,3,4,Đầy đủ,0,0,10.5
40.0,20.9927593070919,105.836374777596,Sổ hồng/Sổ đỏ,4.2,2.5,6,4,4,Đầy đủ,0,0,12.0
205.0,21.0462988,105.7992852,Sổ hồng/Sổ đỏ,6.2,2.5,7,7,7,Thỏa thuận,0,0,89.0
32.0,20.9605235667347,105.743992773565,Sổ hồng/Sổ đỏ,4.5,2.5,4,3,3,Đầy đủ,0,0,4.95
32.0,20.9285375718075,105.722030660446,Sổ hồng/Sổ đỏ,4.5,4.0,5,3,4,Cơ bản,0,1,3.99
40.0,21.03781532731,105.829898631694,Sổ hồng/Sổ đỏ,4.0,3.0,4,4,3,Đầy đủ,0,0,8.0
50.0,20.9310998979315,105.717078518583,Sổ hồng/Sổ đỏ,4.0,3.5,5,4,4,Đầy đủ,1,1,3.95
42.0,20.9974511833758,105.87972256373,Sổ hồng/Sổ đỏ,4.5,2.5,5,4,4,Đầy đủ,0,0,7.45
202.0,21.0001856854913,105.863207579549,Giấy tờ khác,5.0,2.5,1,2,4,Thỏa thuận,0,0,44.4
35.0,21.0357664556803,105.872503541485,Sổ hồng/Sổ đỏ,3.5,4.0,5,3,4,Đầy đủ,0,1,9.0
29.0,21.0348854663905,105.825115925427,Sổ hồng/Sổ đỏ,4.0,5.0,5,3,4,Đầy đủ,0,1,7.9
34.1,20.9690128530608,105.841571025992,Sổ hồng/Sổ đỏ,4.3,2.5,5,4,4,Nhà trống,0,0,7.5
