area,lat,lon,bedrooms,bathrooms,legal,interior,project_name,project_name_raw,price
70.0,10.81167944,106.6695122,2.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,7.269256086799729,Novaland,6.0
80.0,10.73323795,106.7055262,2.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,6.501183490566007,Sky Garden,6.6
70.0,10.97575625,106.6720438,2.0,2.0,Sổ hồng/Sổ đỏ,Thỏa thuận,5.605951661736071,Other_Unknown,2.75
35.0,10.7747411727905,106.674629211426,1.0,1.0,Giấy tờ khác,Nhà trống,6.475706723195885,Other_Quận 10,1.88
71.3,16.01819937,108.2304266,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,5.605951661736071,Other_Unknown,4.868
60.0,20.99841134,105.860171,2.0,1.0,Sổ hồng/Sổ đỏ,Thỏa thuận,5.605951661736071,Other_Unknown,3.5
59.0,12.2739796,109.2027224,2.0,2.0,Giấy tờ khác,Cơ bản,5.605951661736071,Other_Unknown,3.29
70.0,10.80098489,106.7382588,2.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,7.934702233436095,Masteri Thảo Điền,7.5
129.0,10.71715977,106.7047242,3.0,3.0,Sổ hồng/Sổ đỏ,Thỏa thuận,5.013901071348274,Other_Nhà Bè,5.0
85.0,10.70392576,106.7132234,2.0,2.0,Hợp đồng mua bán,Nhà trống,5.013901071348274,Other_Nhà Bè,6.0
50.9,12.20466439,109.1751082,1.0,1.0,Giấy tờ khác,Thỏa thuận,5.605951661736071,Other_Unknown,2.608
86.0,20.98652464,105.7885397,3.0,2.0,Sổ hồng/Sổ đỏ,Thỏa thuận,5.605951661736071,Other_Unknown,5.65
140.0,10.80495672,106.7445992,3.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,5.605951661736071,Other_Unknown,21.0
82.4,21.03663429,105.9318471,3.0,2.0,Hợp đồng mua bán,Nhà trống,7.097203652429688,Other_Long Biên,5.834
65.0,10.89031688,106.7031897,2.0,2.0,Hợp đồng mua bán,Nhà trống,7.529605631284914,Other_Quận 2,3.28
72.0,13.77733789,109.236608,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,5.605951661736071,Other_Unknown,2.05
60.0,10.81445933,106.727885,1.0,1.0,Hợp đồng mua bán,Nhà trống,5.605951661736071,Other_Unknown,6.9
74.0,10.73917857,106.7003315,2.0,2.0,Sổ hồng/Sổ đỏ,Cơ bản,6.696233252486732,Sunrise City,7.0
57.0,10.69975338,106.6256659,2.0,2.0,Hợp đồng mua bán,Cơ bản,4.664818938858093,Him Lam,1.39
141.6,21.0310163,105.7789594,4.0,3.0,Sổ hồng/Sổ đỏ,Đầy đủ,11.194475743383725,Ngoại Giao Đoàn,9.97
68.0,10.9350843,106.7631305,2.0,2.0,Sổ hồng/Sổ đỏ,Cơ bản,4.817031500226393,Other_Tân Bình,2.6996
67.66,10.93462176,106.7641425,2.0,2.0,Giấy tờ khác,Nhà trống,4.817031500226393,Other_Tân Bình,2.7064
46.0,20.98563132,105.7803931,1.0,1.0,Hợp đồng mua bán,Nhà trống,5.93114323308883,Other_Hà Đông,4.8
72.0,10.87904263,106.6991577,2.0,2.0,Giấy tờ khác,Cơ bản,5.605951661736071,Other_Unknown,3.05
76.0,21.06322659,105.784351,2.0,2.0,Sổ hồng/Sổ đỏ,Thỏa thuận,5.605951661736071,Other_Unknown,8.2
55.0,10.69381255,106.6093153,2.0,2.0,Hợp đồng mua bán,Nhà trống,3.04045792808305,Other_Bình Chánh,0.95
50.0,10.87814239,106.6995026,2.0,1.0,Hợp đồng mua bán,Nhà trống,4.486523607843137,Other_Thủ Đức,1.89
76.0,10.92677493,106.7114398,2.0,2.0,Sổ hồng/Sổ đỏ,Thỏa thuận,5.605951661736071,Other_Unknown,3.35
71.8,21.59497266,105.8298276,2.0,2.0,Hợp đồng mua bán,Nhà trống,5.605951661736071,Other_Unknown,3.3
145.0,10.81650367,106.7306829,3.0,3.0,Sổ hồng/Sổ đỏ,Nhà trống,5.605951661736071,Other_Unknown,19.0
54.0,20.9533684,107.0021215,1.0,1.0,Sổ hồng/Sổ đỏ,Đầy đủ,5.605951661736071,Other_Unknown,2.75
65.62,10.90308363,106.831651,2.0,2.0,Hợp đồng mua bán,Nhà trống,4.486523607843137,Other_Thủ Đức,2.28
150.0,10.72318365,106.7140996,3.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,6.521302912621359,Other_Quận 7,16.0
44.0,21.31277066,105.6235146,1.0,1.0,Sổ hồng/Sổ đỏ,Nhà trống,5.605951661736071,Other_Unknown,1.7
88.0,21.00928551,105.7735996,2.0,2.0,Sổ hồng/Sổ đỏ,Cơ bản,5.605951661736071,Other_Unknown,10.0
59.0,10.68638161,106.5854391,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,3.04045792808305,Other_Bình Chánh,2.62
65.0,10.71407746,106.737781,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,7.470223405010899,Other_Quận 1,4.75
72.0,20.9975872,105.803833,2.0,2.0,Sổ hồng/Sổ đỏ,Thỏa thuận,8.55311046406356,Other_Thanh Xuân,7.056
90.0,10.71033974,106.6432369,2.0,2.0,Sổ hồng/Sổ đỏ,Cơ bản,5.605951661736071,Other_Unknown,3.0
163.0,10.72943942,106.7232636,4.0,4.0,Hợp đồng mua bán,Nhà trống,5.46690909096685,Other_Tân Phú,8.5
68.0,10.79361697,106.7114943,1.0,1.0,Giấy tờ khác,Nhà trống,8.915050198721868,City Garden,7.69
30.2,20.95881432,105.9693969,1.0,1.0,Hợp đồng mua bán,Đầy đủ,5.605951661736071,Other_Unknown,1.95
70.0,21.02948864,105.7790688,3.0,2.0,Hợp đồng mua bán,Nhà trống,5.605951661736071,Other_Unknown,5.4
47.0,10.8808169490885,106.747114770513,2.0,1.0,Hợp đồng mua bán,Cơ bản,5.605951661736071,Other_Unknown,0.817
38.2,20.94242717,105.9202768,1.0,1.0,Sổ hồng/Sổ đỏ,Nhà trống,5.705608856147868,Ecopark,2.7
160.0,21.02883118,105.8257521,3.0,3.0,Sổ hồng/Sổ đỏ,Đầy đủ,10.645595835632967,Other_Ba Đình,29.5
98.0,10.79778218,106.6719896,3.0,2.0,Giấy tờ khác,Nhà trống,5.605951661736071,Other_Unknown,7.6
74.0,20.84872505,106.7095196,2.0,2.0,Sổ hồng/Sổ đỏ,Thỏa thuận,5.605951661736071,Other_Unknown,2.98
59.6,20.94125494,105.956398,2.0,2.0,Hợp đồng mua bán,Thỏa thuận,5.605951661736071,Other_Unknown,4.5
40.0,10.7446713,106.6958132,1.0,1.0,Hợp đồng mua bán,Thỏa thuận,6.696233252486732,Sunrise City,2.6
60.0,10.73417282,106.653595,2.0,1.0,Hợp đồng mua bán,Thỏa thuận,4.667533878158416,The Pegasuite,3.8
73.0,20.97284132,105.7998388,2.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,5.114747142861651,Other_Thanh Trì,3.8
97.0,10.6997144539076,106.730517114171,3.0,2.0,Hợp đồng mua bán,Cơ bản,6.521302912621359,Other_Quận 7,3.43
110.0,21.03743135,105.7856764,3.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,9.423773333331123,Other_Cầu Giấy,13.5
35.0,12.20446243,109.1746819,1.0,1.0,Sổ hồng/Sổ đỏ,Nhà trống,5.605951661736071,Other_Unknown,2.5
150.0,10.72951631,106.7232535,3.0,2.0,Giấy tờ khác,Cơ bản,5.46690909096685,Other_Tân Phú,8.0
96.1,21.00377043,105.8032477,3.0,2.0,Hợp đồng mua bán,Cơ bản,5.605951661736071,Other_Unknown,8.95652
70.0,10.92512277,106.7154267,2.0,2.0,Hợp đồng mua bán,Cơ bản,5.605951661736071,Other_Unknown,2.9
118.0,10.79492855,106.7207413,3.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,13.296986053082307,Vinhomes Central Park,12.9
95.0,10.7305179,106.7263329,3.0,2.0,Giấy tờ khác,Đầy đủ,5.46690909096685,Other_Tân Phú,9.5
60.0,12.25742833,109.1668261,2.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,5.605951661736071,Other_Unknown,2.595
36.0,10.7261669325058,106.724188537627,1.0,1.0,Hợp đồng mua bán,Nhà trống,5.46690909096685,Other_Tân Phú,2.38
164.0,10.7937402,106.7179393,3.0,2.0,Sổ hồng/Sổ đỏ,Cơ bản,8.089494872613237,The Manor,13.9
132.0,10.7313362,106.731452,4.0,3.0,Hợp đồng mua bán,Nhà trống,6.521302912621359,Other_Quận 7,9.2
85.62,21.01176859,105.7752255,2.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,5.605951661736071,Other_Unknown,7.7
142.0,21.06304837,105.7968077,4.0,4.0,Giấy tờ khác,Thỏa thuận,11.194475743383725,Ngoại Giao Đoàn,13.0
124.0,10.77903756,106.747285,3.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,5.605951661736071,Other_Unknown,11.0
60.0,10.69270977,106.6428022,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,3.720306452150646,Lovera Vista,3.1
70.0,20.98595782,105.8118295,2.0,2.0,Sổ hồng/Sổ đỏ,Thỏa thuận,5.605951661736071,Other_Unknown,6.0
76.0,20.99489337,105.8678272,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,5.605951661736071,Other_Unknown,9.0
52.0,10.89081191,106.8010187,2.0,2.0,Hợp đồng mua bán,Thỏa thuận,2.600034427900877,Bcons City,3.0
66.0,20.96393648,105.8219943,2.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,6.2397550238425135,Other_Hoàng Mai,5.4
106.0,10.80544142,106.7966011,3.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,4.486523607843137,Other_Thủ Đức,4.2
82.0,21.57607985,105.813276,3.0,2.0,Giấy tờ khác,Nhà trống,5.605951661736071,Other_Unknown,2.192
88.0,15.98775789,108.2611293,2.0,2.0,Sổ hồng/Sổ đỏ,Thỏa thuận,5.605951661736071,Other_Unknown,5.4
77.15,10.71230424,106.6608345,2.0,2.0,Hợp đồng mua bán,Nhà trống,4.435233401701694,Mizuki Park,5.361
58.0,21.0729875,105.8125663,1.0,1.0,Giấy tờ khác,Nhà trống,12.373343225175578,Other_Tây Hồ,4.92
146.0,10.71981287,106.7273939,3.0,2.0,Sổ hồng/Sổ đỏ,Thỏa thuận,6.521302912621359,Other_Quận 7,13.0
70.0,10.78436422,106.7029176,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,8.485144897577076,Landmark 81,14.0
80.0,10.72213886,106.6117775,2.0,2.0,Sổ hồng/Sổ đỏ,Cơ bản,4.305824376867976,Akari City,4.7
83.0,10.78190559,106.6368979,3.0,2.0,Sổ hồng/Sổ đỏ,Thỏa thuận,5.46690909096685,Other_Tân Phú,6.2
121.0,10.80393697,106.7729424,3.0,2.0,Giấy tờ khác,Thỏa thuận,5.605951661736071,Other_Unknown,16.9
42.0,20.96281875,105.7915667,1.0,1.0,Sổ hồng/Sổ đỏ,Cơ bản,5.605951661736071,Other_Unknown,2.39
157.4,21.08456564,105.7916957,3.0,3.0,Sổ hồng/Sổ đỏ,Thỏa thuận,14.128274192014116,Ciputra,16.9
101.0,21.05296414,105.7914051,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,12.858247033250851,Starlake,12.8
86.0,20.97621445,105.8248765,3.0,2.0,Giấy tờ khác,Thỏa thuận,5.605951661736071,Other_Unknown,5.848
76.0,16.03288754,108.2221473,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,5.605951661736071,Other_Unknown,4.5
80.0,10.72482199,106.66386,2.0,2.0,Sổ hồng/Sổ đỏ,Cơ bản,4.435233401701694,Mizuki Park,4.55
75.0,21.0651405,105.7994109,2.0,2.0,Sổ hồng/Sổ đỏ,Thỏa thuận,11.194475743383725,Ngoại Giao Đoàn,7.0
86.0,10.80420987,106.6178371,2.0,2.0,Giấy tờ khác,Nhà trống,8.022377734575267,Celadon City,5.895
69.0,10.94764928,106.6596501,2.0,2.0,Hợp đồng mua bán,Cơ bản,5.605951661736071,Other_Unknown,2.05
54.0,20.97487971,105.7608734,2.0,1.0,Hợp đồng mua bán,Cơ bản,5.93114323308883,Other_Hà Đông,4.9
66.0,10.79798572,106.7873279,2.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,4.024736541570099,Other_Quận 9,4.38
65.0,10.90350003,106.8321935,2.0,2.0,Hợp đồng mua bán,Cơ bản,5.605951661736071,Other_Unknown,2.897
75.0,21.0064531,105.8467004,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,5.605951661736071,Other_Unknown,5.95
103.0,10.77549367,106.6616581,3.0,3.0,Sổ hồng/Sổ đỏ,Cơ bản,6.475706723195885,Other_Quận 10,11.0
74.0,10.839354498888977,106.83929405720431,2.0,2.0,Giấy tờ khác,Nhà trống,4.486523607843137,Other_Thủ Đức,4.55
85.6,20.96319109,105.7622666,2.0,2.0,Sổ hồng/Sổ đỏ,Thỏa thuận,5.605951661736071,Other_Unknown,7.95
145.0,10.74389663,106.6952804,3.0,3.0,Sổ hồng/Sổ đỏ,Thỏa thuận,5.605951661736071,Other_Unknown,9.2
69.0,20.94555816,105.7555211,3.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,5.93114323308883,Other_Hà Đông,4.6
85.0,20.98349874,105.8517615,3.0,3.0,Giấy tờ khác,Nhà trống,6.2397550238425135,Other_Hoàng Mai,7.9
88.0,10.80620216,106.6158047,2.0,2.0,Hợp đồng mua bán,Nhà trống,8.022377734575267,Celadon City,7.1
70.0,20.97627636,105.7616229,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,5.93114323308883,Other_Hà Đông,5.35
95.0,10.84303735,106.8422951,3.0,3.0,Giấy tờ khác,Thỏa thuận,5.605951661736071,Other_Unknown,4.3
44.0,20.96624894,105.876042,2.0,1.0,Hợp đồng mua bán,Đầy đủ,5.605951661736071,Other_Unknown,2.982
60.0,21.02994081,105.7798524,2.0,2.0,Hợp đồng mua bán,Nhà trống,7.852508765293277,Other_Nam Từ Liêm,4.5
92.0,10.80923826,106.6707191,3.0,2.0,Giấy tờ khác,Nhà trống,5.605951661736071,Other_Unknown,7.7
53.3,20.9992873,105.7883273,2.0,2.0,Hợp đồng mua bán,Nhà trống,6.050588952369954,Other_Rare,5.3
73.39,10.78614023,106.7317378,3.0,2.0,Hợp đồng mua bán,Thỏa thuận,8.485144897577076,Landmark 81,6.981
74.0,20.97250377,105.8670568,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,6.2397550238425135,Other_Hoàng Mai,5.95
78.0,10.72264486,106.6112804,2.0,2.0,Sổ hồng/Sổ đỏ,Cơ bản,5.605951661736071,Other_Unknown,4.698
50.0,10.64617256,106.543706,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,5.605951661736071,Other_Unknown,1.525
54.0,10.794674055322757,106.72066829323286,1.0,1.0,Sổ hồng/Sổ đỏ,Nhà trống,13.296986053082307,Vinhomes Central Park,7.0
52.0,20.99134553,105.8698724,1.0,1.0,Sổ hồng/Sổ đỏ,Đầy đủ,5.605951661736071,Other_Unknown,6.95
79.0,10.80580029,106.7714501,2.0,2.0,Giấy tờ khác,Nhà trống,7.529605631284914,Other_Quận 2,9.2
68.0,10.75601237,106.6939946,2.0,2.0,Sổ hồng/Sổ đỏ,Thỏa thuận,7.021955453357815,Gold View,6.3
60.0,10.94511708,106.708014,2.0,2.0,Hợp đồng mua bán,Nhà trống,4.486523607843137,Other_Thủ Đức,2.16
68.0,10.8085667,106.7768567,2.0,2.0,Sổ hồng/Sổ đỏ,Thỏa thuận,5.605951661736071,Other_Unknown,3.4
84.5,16.06200341,108.2329968,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,7.470223405010899,Other_Quận 1,11.65
86.0,21.0744526,105.7003576,3.0,3.0,Sổ hồng/Sổ đỏ,Đầy đủ,5.605951661736071,Other_Unknown,5.5
80.0,10.79349927,106.7615144,2.0,2.0,Hợp đồng mua bán,Thỏa thuận,7.529605631284914,Other_Quận 2,7.8
118.0,20.9991602,105.8051517,3.0,2.0,Giấy tờ khác,Cơ bản,8.55311046406356,Other_Thanh Xuân,11.8
55.0,21.00248828,105.9638568,2.0,1.0,Giấy tờ khác,Thỏa thuận,3.97631676034587,Vinhomes Ocean Park,3.5
52.0,10.70747412,106.6234892,2.0,1.0,Hợp đồng mua bán,Cơ bản,3.5691079922513382,Other_Quận 8,2.32
98.0,10.71552389,106.7292422,3.0,3.0,Sổ hồng/Sổ đỏ,Nhà trống,8.494813972033889,Hưng Phúc,9.9
60.0,10.84462494,106.845688,2.0,1.0,Hợp đồng mua bán,Thỏa thuận,4.468490683229813,Vinhomes Grand Park,3.5
120.0,20.99872509,105.8607502,3.0,1.0,Sổ hồng/Sổ đỏ,Thỏa thuận,8.822207422580005,Other_Hai Bà Trưng,5.98
70.5,20.9861666,105.8120193,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,8.55311046406356,Other_Thanh Xuân,6.98
63.0,20.95754231,107.0010657,2.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,5.605951661736071,Other_Unknown,2.75
70.0,10.83300877,106.7275009,2.0,2.0,Hợp đồng mua bán,Nhà trống,4.486523607843137,Other_Thủ Đức,4.3
100.0,10.73338046,106.7058484,3.0,2.0,Sổ hồng/Sổ đỏ,Cơ bản,6.501183490566007,Sky Garden,9.5
53.0,10.87778187,106.8109894,2.0,2.0,Sổ hồng/Sổ đỏ,Cơ bản,5.605951661736071,Other_Unknown,2.4
50.0,11.56620214,109.0021149,2.0,1.0,Sổ hồng/Sổ đỏ,Nhà trống,5.605951661736071,Other_Unknown,1.796
70.0,10.7677561,106.6586854,2.0,2.0,Giấy tờ khác,Nhà trống,6.475706723195885,Other_Quận 10,6.95
102.0,21.05246267,105.7803836,3.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,12.858247033250851,Starlake,9.2
56.0,10.717419545242045,106.6381129351422,2.0,1.0,Giấy tờ khác,Nhà trống,3.04045792808305,Other_Bình Chánh,2.2
78.5,10.80575767,106.7707025,2.0,2.0,Hợp đồng mua bán,Cơ bản,6.501183490566007,Sky Garden,8.9
56.0,10.70500014,106.7043484,2.0,2.0,Hợp đồng mua bán,Nhà trống,5.013901071348274,Other_Nhà Bè,3.7
66.5,10.8364240309632,106.848160011479,2.0,2.0,Hợp đồng mua bán,Nhà trống,4.024736541570099,Other_Quận 9,3.5
32.0,10.95814825,106.7196791,1.0,1.0,Sổ hồng/Sổ đỏ,Đầy đủ,5.605951661736071,Other_Unknown,1.05
97.0,10.75552459,106.6392019,3.0,3.0,Sổ hồng/Sổ đỏ,Nhà trống,5.082830585345268,Other_Quận 6,8.0
72.0,12.26998138,109.2023849,3.0,2.0,Giấy tờ khác,Nhà trống,5.605951661736071,Other_Unknown,3.5
66.0,10.9415795,106.6926516,2.0,2.0,Giấy tờ khác,Thỏa thuận,5.605951661736071,Other_Unknown,2.24
70.0,10.77079562,106.6380445,2.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,5.46690909096685,Other_Tân Phú,4.2
75.0,10.80601597,106.6664581,2.0,2.0,Giấy tờ khác,Thỏa thuận,5.605951661736071,Other_Unknown,6.0
64.0,21.01409004,105.8535382,2.0,1.0,Sổ hồng/Sổ đỏ,Nhà trống,8.822207422580005,Other_Hai Bà Trưng,4.2
74.0,10.72736896,106.7012931,2.0,2.0,Giấy tờ khác,Đầy đủ,6.521302912621359,Other_Quận 7,5.4
48.0,10.80653842,106.7713263,1.0,2.0,Hợp đồng mua bán,Nhà trống,7.470223405010899,Other_Quận 1,5.9
89.0,21.08437939,105.7915274,2.0,2.0,Sổ hồng/Sổ đỏ,Cơ bản,9.19437434177025,Sunshine City,8.9
79.0,10.8373584,106.7183576,2.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,7.470223405010899,Other_Quận 1,5.7
48.14,10.89858369,106.7920041,2.0,1.0,Hợp đồng mua bán,Cơ bản,4.486523607843137,Other_Thủ Đức,2.1
72.5,10.84149126,106.8397241,2.0,2.0,Hợp đồng mua bán,Đầy đủ,4.468490683229813,Vinhomes Grand Park,5.02
80.0,10.72124312,106.6118022,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,4.305824376867976,Akari City,4.8
95.4,10.80078878,106.8217817,3.0,3.0,Sổ hồng/Sổ đỏ,Nhà trống,5.605951661736071,Other_Unknown,4.9
105.0,21.08444464,105.7918783,3.0,2.0,Sổ hồng/Sổ đỏ,Cơ bản,9.19437434177025,Sunshine City,12.0
50.0,10.80222451,106.7767663,1.0,1.0,Sổ hồng/Sổ đỏ,Cơ bản,5.605951661736071,Other_Unknown,7.5
95.5,16.02329847,108.2242829,3.0,3.0,Sổ hồng/Sổ đỏ,Cơ bản,5.605951661736071,Other_Unknown,6.4
74.0,10.80422501,106.7722362,2.0,2.0,Giấy tờ khác,Thỏa thuận,5.605951661736071,Other_Unknown,8.9
123.0,20.97658999,105.8258762,4.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,5.597522442465403,Kim Văn Kim Lũ,7.99
80.0,21.29148548,106.1978665,2.0,2.0,Sổ hồng/Sổ đỏ,Cơ bản,5.605951661736071,Other_Unknown,3.8
98.0,21.02653415,105.841077,3.0,2.0,Hợp đồng mua bán,Nhà trống,5.605951661736071,Other_Unknown,5.168
65.0,20.95697338,105.842639,2.0,2.0,Hợp đồng mua bán,Nhà trống,6.2397550238425135,Other_Hoàng Mai,3.53
40.0,12.25647252,109.1680333,1.0,1.0,Sổ hồng/Sổ đỏ,Đầy đủ,5.605951661736071,Other_Unknown,1.72
70.0,10.76757637,106.659479,2.0,2.0,Giấy tờ khác,Nhà trống,6.475706723195885,Other_Quận 10,6.0
76.0,21.06323895,105.7848645,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,7.852508765293277,Other_Nam Từ Liêm,6.1
80.0,10.77907841,106.6353419,2.0,2.0,Giấy tờ khác,Thỏa thuận,5.46690909096685,Other_Tân Phú,2.85
87.6,10.376942356715492,107.11304916678756,2.0,2.0,Hợp đồng mua bán,Nhà trống,5.605951661736071,Other_Unknown,4.75
118.0,10.727316,106.7088665,3.0,3.0,Sổ hồng/Sổ đỏ,Thỏa thuận,6.521302912621359,Other_Quận 7,9.3
113.0,21.0526454,105.7919547,3.0,2.0,Giấy tờ khác,Nhà trống,12.858247033250851,Starlake,17.0
67.5,11.07184726,106.6797401,2.0,1.0,Hợp đồng mua bán,Đầy đủ,5.605951661736071,Other_Unknown,2.95
101.0,21.01228123,105.8111869,2.0,2.0,Sổ hồng/Sổ đỏ,Thỏa thuận,5.605951661736071,Other_Unknown,12.3
41.8,10.83022313,106.7028602,1.0,1.0,Sổ hồng/Sổ đỏ,Nhà trống,5.883170127004287,Other_Bình Thạnh,2.49
97.0,10.69913645,106.7301659,3.0,2.0,Hợp đồng mua bán,Nhà trống,6.521302912621359,Other_Quận 7,3.5
86.0,10.72921181,106.6234207,2.0,2.0,Sổ hồng/Sổ đỏ,Cơ bản,6.54192000124665,Other_Quận 5,2.8
50.0,10.70488099,106.704053,1.0,1.0,Hợp đồng mua bán,Nhà trống,5.013901071348274,Other_Nhà Bè,3.1
60.0,13.78896999,109.2034225,1.0,1.0,Sổ hồng/Sổ đỏ,Cơ bản,5.605951661736071,Other_Unknown,1.2
110.0,10.78776683,106.7521205,3.0,2.0,Hợp đồng mua bán,Nhà trống,6.992230885152879,The Sun Avenue,10.1
81.5,20.94237326,105.9211191,2.0,2.0,Hợp đồng mua bán,Cơ bản,5.705608856147868,Ecopark,4.8
73.0,10.79832275,106.7522453,2.0,2.0,Hợp đồng mua bán,Nhà trống,12.662250798940716,Estella,5.9
70.0,10.73399754,106.6903253,2.0,2.0,Hợp đồng mua bán,Đầy đủ,5.013901071348274,Other_Nhà Bè,5.2
80.0,21.0452980346724,105.792521029007,2.0,2.0,Sổ hồng/Sổ đỏ,Thỏa thuận,5.605951661736071,Other_Unknown,5.5
45.1,20.95362048,107.0020589,1.0,1.0,Sổ hồng/Sổ đỏ,Nhà trống,5.605951661736071,Other_Unknown,2.45
288.0,10.82605225,106.8188426,4.0,4.0,Hợp đồng mua bán,Nhà trống,4.024736541570099,Other_Quận 9,22.9
86.0,21.05232744,105.8014251,2.0,2.0,Hợp đồng mua bán,Nhà trống,12.858247033250851,Starlake,13.0
86.0,10.77740901,106.676745,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,6.475706723195885,Other_Quận 10,9.75
78.0,10.77583938,106.662319,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,6.475706723195885,Other_Quận 10,7.5
78.0,10.74435333,106.6755189,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,5.606111395469851,Topaz Elite,3.65
171.9,20.9833371,105.785114,4.0,3.0,Sổ hồng/Sổ đỏ,Nhà trống,5.605951661736071,Other_Unknown,12.3
61.0,10.783499169190712,106.64710295420367,2.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,4.817031500226393,Other_Tân Bình,3.9
109.0,21.09165871,105.7854078,3.0,2.0,Giấy tờ khác,Cơ bản,14.128274192014116,Ciputra,8.938
63.3,16.07070509,108.1542795,2.0,2.0,Hợp đồng mua bán,Cơ bản,5.605951661736071,Other_Unknown,2.996
55.0,10.8059838007099,106.771118921593,1.0,1.0,Hợp đồng mua bán,Cơ bản,5.605951661736071,Other_Unknown,6.7
102.0,20.99930206,105.8073016,3.0,2.0,Hợp đồng mua bán,Thỏa thuận,8.55311046406356,Other_Thanh Xuân,6.0
84.0,10.79492855,106.7207413,2.0,2.0,Sổ hồng/Sổ đỏ,Cơ bản,13.296986053082307,Vinhomes Central Park,8.5
58.0,10.75516987,106.6942368,2.0,1.0,Sổ hồng/Sổ đỏ,Đầy đủ,6.535498277990854,Galaxy 9,5.5
117.0,21.00856991,105.8026843,3.0,2.0,Sổ hồng/Sổ đỏ,Đầy đủ,5.605951661736071,Other_Unknown,9.5
93.0,21.11496348,105.8696743,3.0,3.0,Giấy tờ khác,Cơ bản,5.964190869767458,Other_Đông Anh,15.5
48.0,10.84281521,106.8425213,1.0,1.0,Sổ hồng/Sổ đỏ,Cơ bản,5.605951661736071,Other_Unknown,2.55
180.0,10.72276639,106.7151569,3.0,2.0,Sổ hồng/Sổ đỏ,Cơ bản,5.605951661736071,Other_Unknown,16.5
173.0,10.8053237660451,106.751736498599,4.0,4.0,Giấy tờ khác,Cơ bản,5.605951661736071,Other_Unknown,20.5
74.0,16.07104187,108.1539687,2.0,2.0,Hợp đồng mua bán,Nhà trống,5.605951661736071,Other_Unknown,3.28
59.0,10.68664650556,106.585757470733,2.0,2.0,Sổ hồng/Sổ đỏ,Nhà trống,3.04045792808305,Other_Bình Chánh,2.72
58.17,20.94422259,105.9800434,2.0,2.0,Giấy tờ khác,Thỏa thuận,5.69291557974942,Imperia,3.4
63.0,20.95798047,107.000291,2.0,1.0,Sổ hồng/Sổ đỏ,Nhà trống,5.605951661736071,Other_Unknown,2.92
128.0,20.99141546,105.8697989,3.0,3.0,Sổ hồng/Sổ đỏ,Cơ bản,5.605951661736071,Other_Unknown,17.0
68.0,21.027359,105.8413513,2.0,2.0,Hợp đồng mua bán,Cơ bản,5.994862762947188,Geleximco,5.44
69.0,11.07254175,106.6800807,2.0,2.0,Hợp đồng mua bán,Đầy đủ,5.605951661736071,Other_Unknown,3.4
73.4,10.80373757,106.7728314,2.0,2.0,Hợp đồng mua bán,Cơ bản,5.605951661736071,Other_Unknown,9.276
67.0,10.78594018,106.7322013,2.0,2.0,Hợp đồng mua bán,Thỏa thuận,5.883170127004287,Other_Bình Thạnh,6.084
